COMID,CAT_RUN_JAN2001,CAT_RUN_FEB2001,CAT_RUN_MAR2001,CAT_RUN_APR2001,CAT_RUN_MAY2001,CAT_RUN_JUN2001,CAT_RUN_JUL2001,CAT_RUN_AUG2001,CAT_RUN_SEP2001,CAT_RUN_OCT2001,CAT_RUN_NOV2001,CAT_RUN_DEC2001,filename
3917070,7.86,16.15,19.69,16.78,8.77,4.64,3.14,1.09,1.89,1.51,3.09,26.84,RUN2001_CAT_CONUS.zip
3917072,7.11,14.43,17.69,15.4,8.09,4.3,3.01,1.01,1.84,1.47,2.95,27.44,RUN2001_CAT_CONUS.zip
3917082,4.22,8.12,11.97,12.61,6.57,3.41,2.67,0.81,1.71,1.12,7.85,22.54,RUN2001_CAT_CONUS.zip
3917084,12.53,17.57,18.68,16,8.26,4.38,3.08,1.03,1.82,1.24,18.34,27.1,RUN2001_CAT_CONUS.zip
3917106,2.73,6.33,10.4,11.02,5.76,3.04,2.44,0.71,1.59,1.07,7.24,22.52,RUN2001_CAT_CONUS.zip
3917114,10.08,13.19,12.79,10.23,5.31,3,2.32,0.64,1.53,1.15,14.99,20.67,RUN2001_CAT_CONUS.zip
3917130,4.9,9.46,13.26,11.27,5.89,3.26,2.39,0.72,1.51,1.13,10.04,22.91,RUN2001_CAT_CONUS.zip
3917136,0.4,2.04,4.97,6.7,3.55,1.95,1.89,0.43,1.34,0.88,8.6,23.8,RUN2001_CAT_CONUS.zip
3917138,0.35,0.39,1.18,2.79,1.54,1.05,1.37,0.18,1.06,0.71,13.55,26.45,RUN2001_CAT_CONUS.zip
3917154,8.45,14.13,15.9,13.46,7.04,3.81,2.75,0.87,1.72,1.34,7.97,24.89,RUN2001_CAT_CONUS.zip
3917156,3.16,6.12,8.05,6.88,3.67,2.15,1.88,0.43,1.38,1.13,3.08,16.98,RUN2001_CAT_CONUS.zip
3917158,0.59,0.65,1.29,1.54,0.64,0.78,0.9,0.03,0.86,0.61,3.88,16.04,RUN2001_CAT_CONUS.zip
3917160,0.64,0.75,1.47,1.57,0.72,0.74,0.91,0.04,0.91,0.66,4.06,23,RUN2001_CAT_CONUS.zip
3917162,0.54,3.17,7.62,6.76,3.6,2.12,1.81,0.42,1.31,1.04,4.16,15.44,RUN2001_CAT_CONUS.zip
3917164,0.58,0.82,1.8,1.51,0.83,0.74,1.01,0.05,0.91,0.72,3.81,19.9,RUN2001_CAT_CONUS.zip
3917172,3.42,6.77,8.77,7.56,3.99,2.29,1.88,0.47,1.31,1.05,3.39,22.34,RUN2001_CAT_CONUS.zip
3917176,0.66,0.74,1.89,1.49,0.76,0.78,1,0.06,1.03,0.97,3.46,10.68,RUN2001_CAT_CONUS.zip
3917178,0.61,0.75,3.82,3.53,1.91,1.3,1.36,0.19,1.17,1,3.33,8.79,RUN2001_CAT_CONUS.zip
3917194,0.54,0.93,8.28,9.17,4.83,2.51,2.16,0.57,1.39,1.08,6.01,20,RUN2001_CAT_CONUS.zip
3917198,0.62,0.57,1.23,1.43,0.63,0.77,0.88,0.02,0.79,0.61,3.87,13.05,RUN2001_CAT_CONUS.zip
3917200,0.59,0.43,1.22,1.25,0.61,0.57,0.91,0,0.7,0.57,3.43,5.33,RUN2001_CAT_CONUS.zip
3917212,0.65,0.77,1.86,1.62,0.73,0.83,0.97,0.06,1.01,0.94,3.72,23.62,RUN2001_CAT_CONUS.zip
3917214,0.6,0.6,1.32,1.45,0.64,0.86,0.88,0.02,0.8,0.62,3.82,19.39,RUN2001_CAT_CONUS.zip
3917218,0.6,0.56,1.18,1.4,0.62,0.84,0.86,0.02,0.77,0.56,3.8,13.68,RUN2001_CAT_CONUS.zip
3917220,0.61,0.54,1.16,1.37,0.62,0.86,0.86,0.02,0.76,0.56,3.79,13.13,RUN2001_CAT_CONUS.zip
3917228,0.61,0.54,1.16,1.37,0.62,0.86,0.86,0.02,0.76,0.56,3.79,13.13,RUN2001_CAT_CONUS.zip
3917230,0.42,0.37,0.58,1.03,0.58,0.38,1.05,0,0.87,0.49,2.62,2.56,RUN2001_CAT_CONUS.zip
3917244,0.44,0.37,0.71,1.1,0.59,0.41,0.98,0,0.84,0.5,2.75,2.6,RUN2001_CAT_CONUS.zip
3917250,0.68,0.8,1.97,1.66,0.74,0.85,0.99,0.06,1.07,1.03,3.72,27.36,RUN2001_CAT_CONUS.zip
3917256,0.61,0.54,1.16,1.37,0.62,0.86,0.86,0.02,0.76,0.56,3.79,13.13,RUN2001_CAT_CONUS.zip
3917268,0.61,0.54,1.16,1.37,0.62,0.86,0.86,0.02,0.76,0.56,3.79,13.13,RUN2001_CAT_CONUS.zip
3917272,0.63,0.79,1.89,1.68,0.74,0.86,0.98,0.05,1,0.91,3.82,32.06,RUN2001_CAT_CONUS.zip
3917274,0.63,0.55,1.17,1.37,0.61,0.87,0.85,0.02,0.76,0.56,3.81,13.45,RUN2001_CAT_CONUS.zip
3917276,0.92,1.94,17.32,15.97,7.9,4.44,2.73,0.93,1.58,1.27,4.9,39.69,RUN2001_CAT_CONUS.zip
3917278,0.66,0.96,7.58,7.13,3.47,2.25,1.61,0.37,1.13,0.91,4.2,32.07,RUN2001_CAT_CONUS.zip
3917280,0.62,0.54,1.17,1.37,0.61,0.87,0.85,0.02,0.76,0.56,3.8,13.37,RUN2001_CAT_CONUS.zip
3917282,0.73,0.95,8.48,8.03,3.93,2.53,1.69,0.43,1.12,0.86,4.27,25.31,RUN2001_CAT_CONUS.zip
3917284,0.71,0.59,1.25,1.39,0.61,0.93,0.85,0.03,0.77,0.57,3.91,14.61,RUN2001_CAT_CONUS.zip
3917286,0.7,0.58,1.24,1.38,0.61,0.92,0.85,0.02,0.76,0.56,3.9,14.54,RUN2001_CAT_CONUS.zip
3917912,2.06,3.79,5.49,4.64,2.51,1.59,1.59,0.27,1.28,1.06,3.06,12.85,RUN2001_CAT_CONUS.zip
3917914,0.35,0.5,1.39,2.03,1.14,0.69,1.43,0.16,0.99,0.71,11.65,30.42,RUN2001_CAT_CONUS.zip
3917916,0.45,2.25,6.53,6.92,3.69,2.12,1.84,0.44,1.28,0.94,9.24,21.83,RUN2001_CAT_CONUS.zip
3917918,0.61,0.7,1.6,1.53,0.71,0.78,0.94,0.04,0.91,0.76,3.7,14.82,RUN2001_CAT_CONUS.zip
3917920,0.59,0.64,1.28,1.53,0.63,0.77,0.89,0.02,0.85,0.61,3.88,15.71,RUN2001_CAT_CONUS.zip
3917922,0.67,0.55,1.21,1.4,0.63,0.76,0.89,0.02,0.79,0.64,3.99,12.07,RUN2001_CAT_CONUS.zip
3917946,0.44,0.49,0.49,0.94,0.56,0.27,1.19,0,0.76,0.44,2.95,2.6,RUN2001_CAT_CONUS.zip
3917948,0.59,0.4,1.24,1.22,0.61,0.5,0.92,0,0.68,0.57,3.32,3.39,RUN2001_CAT_CONUS.zip
3917950,0.54,0.38,0.91,1.17,0.6,0.46,1.03,0,0.69,0.54,2.96,2.68,RUN2001_CAT_CONUS.zip
3917956,2.28,6.64,11.89,9.66,4.98,2.84,2.09,0.61,1.58,1.47,5.84,10.9,RUN2001_CAT_CONUS.zip
3917958,6.04,20.1,23.51,17.61,8.75,4.64,3.1,1.08,1.83,1.58,10.98,32.62,RUN2001_CAT_CONUS.zip
3917960,7.5,25.71,31.26,23.76,11.81,6.12,3.88,1.44,2,1.6,13.33,45.07,RUN2001_CAT_CONUS.zip
948010089,0.68,0.53,1.21,1.38,0.62,0.74,0.89,0.01,0.76,0.64,3.97,10.46,RUN2001_CAT_CONUS.zip
