COMID,CAT_RUN_JAN1968,CAT_RUN_FEB1968,CAT_RUN_MAR1968,CAT_RUN_APR1968,CAT_RUN_MAY1968,CAT_RUN_JUN1968,CAT_RUN_JUL1968,CAT_RUN_AUG1968,CAT_RUN_SEP1968,CAT_RUN_OCT1968,CAT_RUN_NOV1968,CAT_RUN_DEC1968,filename
3917070,1.84,94.65,58.9,29,17.58,8.58,3.59,5.09,1.33,3.18,21.23,24.29,RUN1968_CAT_CONUS.zip
3917072,1.38,92.13,53.78,26.45,16.25,8.01,3.27,4.86,1.27,3.12,18.72,24.8,RUN1968_CAT_CONUS.zip
3917082,4.1,81.88,46.65,22.99,15.19,7.82,2.85,4.32,1,2.65,24.61,17.77,RUN1968_CAT_CONUS.zip
3917084,10.51,94.34,55.3,27.27,17.04,8.53,3.4,4.79,1.21,2.75,34.49,22.09,RUN1968_CAT_CONUS.zip
3917106,3.89,75.94,42.97,21.15,14.02,7.18,2.62,3.97,0.96,2.58,18.58,14.48,RUN1968_CAT_CONUS.zip
3917114,8.19,75.73,44.61,21.89,13.55,6.88,2.71,4.19,1.07,2.6,22.76,14.29,RUN1968_CAT_CONUS.zip
3917130,4.58,70.23,41.26,20.38,12.82,6.31,2.52,3.62,1.03,2.52,11.72,7.28,RUN1968_CAT_CONUS.zip
3917136,6.26,69.73,39.03,19.17,12.82,6.65,2.38,3.5,0.88,2.49,11.56,13.98,RUN1968_CAT_CONUS.zip
3917138,10.83,64.13,35.79,17.51,11.45,5.9,2.18,2.99,0.87,2.39,4,12.36,RUN1968_CAT_CONUS.zip
3917154,4.23,86.02,50.41,24.77,15.25,7.59,3.06,4.6,1.19,2.91,20.67,20.76,RUN1968_CAT_CONUS.zip
3917156,1.3,63.18,37.21,18.18,11.49,5.87,2.24,3.78,0.95,2.67,8.9,10.56,RUN1968_CAT_CONUS.zip
3917158,0.92,1.62,1.06,0.2,1.09,0.58,0.04,1.08,0.3,1.78,1.71,1.4,RUN1968_CAT_CONUS.zip
3917160,1.03,8.77,4.55,1.94,2.11,1.06,0.26,1.25,0.35,1.9,1.75,1.49,RUN1968_CAT_CONUS.zip
3917162,1.42,56.89,36.26,18.03,11.33,5.76,2.22,3.28,0.93,2.49,2.46,1.6,RUN1968_CAT_CONUS.zip
3917164,1.17,28.12,17.87,8.58,5.86,2.74,1.05,2.09,0.59,2.2,2.58,1.37,RUN1968_CAT_CONUS.zip
3917172,1.29,55.75,33.68,16.44,10.43,5.08,2.02,3.32,0.89,2.6,9.7,11.38,RUN1968_CAT_CONUS.zip
3917176,1.71,37.95,42.9,20.83,11.96,6.38,2.57,3,0.96,2.55,2.78,2.02,RUN1968_CAT_CONUS.zip
3917178,1.76,49.69,41.2,20.76,12.29,6.52,2.56,3.37,0.97,2.57,2.67,1.77,RUN1968_CAT_CONUS.zip
3917194,6.97,87.86,67.36,34.17,19.65,10.09,4.24,3.92,1.31,2.68,3.06,4.51,RUN1968_CAT_CONUS.zip
3917198,0.94,1.61,0.94,0.16,1.01,0.6,0.04,1.04,0.29,1.75,1.68,1.49,RUN1968_CAT_CONUS.zip
