COMID,CAT_PPT_JAN1984,CAT_PPT_FEB1984,CAT_PPT_MAR1984,CAT_PPT_APR1984,CAT_PPT_MAY1984,CAT_PPT_JUN1984,CAT_PPT_JUL1984,CAT_PPT_AUG1984,CAT_PPT_SEP1984,CAT_PPT_OCT1984,CAT_PPT_NOV1984,CAT_PPT_DEC1984,filename
3917070,16.32,101.91,85.65,62.8,25.23,34.95,3.91,66.01,9.08,87.61,271.35,76.14,PPT1984_CAT_CONUS.zip
3917072,17.21,97.08,79.4,57.18,24.11,34.62,3.83,67.29,8.95,84.9,269.78,69.79,PPT1984_CAT_CONUS.zip
3917082,7.48,92.54,94.79,66.17,14.5,51.16,7.62,63.46,5.72,78.56,248.83,81.09,PPT1984_CAT_CONUS.zip
3917084,8.53,97.37,97.83,69.23,16.52,46,8.21,63.37,5.92,82.79,248.98,83.53,PPT1984_CAT_CONUS.zip
3917106,8.27,86.93,85.46,60,13.85,46.47,7.73,58.98,6.14,75.86,228.65,72.23,PPT1984_CAT_CONUS.zip
3917114,10.12,83.53,77.68,56.38,14.3,34.88,7.18,58.01,6.37,80.16,222.97,68.12,PPT1984_CAT_CONUS.zip
3917130,10.57,80.07,69.59,50.42,14.09,32.74,8.49,52.45,6.61,73.3,195.03,58,PPT1984_CAT_CONUS.zip
3917136,9.33,77.71,74.11,51.27,11.93,42.91,7.86,51.37,6.93,71.93,201.18,59.21,PPT1984_CAT_CONUS.zip
3917138,11.49,66.75,57.5,39.63,10.42,33.69,8.56,41.04,8.14,67.96,159.89,41.32,PPT1984_CAT_CONUS.zip
3917154,14.33,91.95,79.13,57.15,20.23,34.87,5.21,63.65,7.9,83.1,251.46,69.45,PPT1984_CAT_CONUS.zip
3917156,13.23,77.88,64.45,46.84,16.29,29.41,4.59,55.96,7.73,78.78,226.94,57.47,PPT1984_CAT_CONUS.zip
3917158,5.06,46.65,37.19,24.75,12.18,9.25,4.15,21.59,5.82,62.51,126.78,30.18,PPT1984_CAT_CONUS.zip
3917160,5.41,48.82,44.63,25.6,13.99,14.05,3.97,22.72,6.31,66.74,131.81,32.61,PPT1984_CAT_CONUS.zip
3917162,12.13,71.33,60.44,43.08,11.78,28.01,7.74,49.61,6.82,71.21,186.38,49.85,PPT1984_CAT_CONUS.zip
3917164,6.47,69.25,60.32,37.75,15.77,22.31,4.19,29.63,6.91,72.45,226.05,42.83,PPT1984_CAT_CONUS.zip
3917172,11.16,82.46,69.21,47.14,18.88,27.38,4.07,46.39,7.79,77.77,245.76,54.86,PPT1984_CAT_CONUS.zip
3917176,11.98,74.62,72.89,41.84,9.38,18.01,11.38,36.83,6.6,66.66,217.7,43.38,PPT1984_CAT_CONUS.zip
3917178,13.81,70.27,66.06,42.23,9.64,23.67,8.14,46.4,6.55,71.52,205.71,48.22,PPT1984_CAT_CONUS.zip
3917194,20.18,77.06,82.51,43.6,8.98,31.66,13.56,45.96,6.79,63.49,217.04,46.14,PPT1984_CAT_CONUS.zip
3917198,4.67,44.93,35.08,23.53,10.52,9.43,4.74,21.49,5.53,61.7,129.22,28.99,PPT1984_CAT_CONUS.zip
3917200,3.97,41.85,32.48,20.34,8.57,9.22,5.54,20.58,5.08,57.47,132.15,24.57,PPT1984_CAT_CONUS.zip
3917212,10.86,76.48,74.28,39.2,9.36,17.56,12.15,34.24,6.26,64.49,224.64,38.01,PPT1984_CAT_CONUS.zip
3917214,5.27,55.53,44.89,29.3,9.13,12.09,6.97,27.17,5.28,58.6,161.86,29.67,PPT1984_CAT_CONUS.zip
3917218,4.65,48.21,37.62,26.61,9.64,9.95,5.99,24.63,5.18,57.75,139.19,29.21,PPT1984_CAT_CONUS.zip
3917220,4.56,48.58,37.73,27.06,9.04,10.12,6.43,25.35,5.04,56.63,142.13,28.99,PPT1984_CAT_CONUS.zip
3917228,4.56,48.58,37.73,27.06,9.04,10.12,6.43,25.35,5.04,56.63,142.13,28.99,PPT1984_CAT_CONUS.zip
3917230,3.21,31.93,20.57,14.82,7.72,8.61,4.35,14,4.85,61.38,118.23,20.31,PPT1984_CAT_CONUS.zip
3917244,3.32,31.92,22.59,15.32,7.95,8.93,4.55,15.5,4.95,60.12,120.07,20.29,PPT1984_CAT_CONUS.zip
3917250,12.5,82.77,83.21,41.7,8.86,19.86,14.6,37.67,6.31,64.82,247.13,39.58,PPT1984_CAT_CONUS.zip
3917256,4.56,48.58,37.73,27.06,9.04,10.12,6.43,25.35,5.04,56.63,142.13,28.99,PPT1984_CAT_CONUS.zip
3917268,4.56,48.58,37.73,27.06,9.04,10.12,6.43,25.35,5.04,56.63,142.13,28.99,PPT1984_CAT_CONUS.zip
3917272,9.73,78.4,73.37,38.41,9.13,18.6,11.39,34.77,6.11,64.37,230.65,35.37,PPT1984_CAT_CONUS.zip
3917274,4.53,47.95,38.15,26.69,8.66,10.58,7.12,24.16,5.2,55.44,145.02,28.67,PPT1984_CAT_CONUS.zip
3917276,9.18,85.62,79.14,44.83,8.9,21.53,14.22,37.7,7.06,61.95,297.54,30.45,PPT1984_CAT_CONUS.zip
3917278,6.94,71.65,62.08,36.55,9.13,17,9.74,32.16,6.13,61.22,226.92,29.9,PPT1984_CAT_CONUS.zip
3917280,4.54,48.1,38.04,26.78,8.75,10.47,6.95,24.46,5.16,55.73,144.3,28.75,PPT1984_CAT_CONUS.zip
3917282,6.07,62.28,54.93,33.53,8.14,15.86,10.97,27.54,6.27,55.93,214.3,28.16,PPT1984_CAT_CONUS.zip
3917284,4.44,45.72,39.65,25.4,7.33,12.26,9.62,19.96,5.78,51.21,155.33,27.54,PPT1984_CAT_CONUS.zip
3917286,4.44,45.83,39.57,25.46,7.39,12.17,9.48,20.17,5.74,51.43,154.79,27.59,PPT1984_CAT_CONUS.zip
3917912,12.67,71.79,59.58,43.95,13.22,27.5,5.03,54.27,7.32,76.61,208.04,53.94,PPT1984_CAT_CONUS.zip
3917914,7.09,62.15,53.09,36.07,8.97,38.42,6.25,41.11,5.7,62.78,162.91,37.39,PPT1984_CAT_CONUS.zip
3917916,13.71,72.83,65.98,43.33,11.23,31.9,9.84,45.43,7.37,68.63,179.94,46.51,PPT1984_CAT_CONUS.zip
3917918,7.69,61.37,54.19,33.24,10.72,12.98,6.94,27.67,6.19,64.36,172.31,35.44,PPT1984_CAT_CONUS.zip
3917920,5.01,46.29,36.81,24.47,12.03,9.25,4.15,21.42,5.8,62.66,126.54,30.07,PPT1984_CAT_CONUS.zip
3917922,4.53,41.98,32.31,21.2,10.18,9.54,4.19,19.4,5.59,64.83,123.55,28.6,PPT1984_CAT_CONUS.zip
3917946,3.5,39.58,28.17,18.53,7.49,7.41,5.19,14.39,4.63,59.08,126.09,18.73,PPT1984_CAT_CONUS.zip
