COMID,CAT_PPT_JAN1965,CAT_PPT_FEB1965,CAT_PPT_MAR1965,CAT_PPT_APR1965,CAT_PPT_MAY1965,CAT_PPT_JUN1965,CAT_PPT_JUL1965,CAT_PPT_AUG1965,CAT_PPT_SEP1965,CAT_PPT_OCT1965,CAT_PPT_NOV1965,CAT_PPT_DEC1965,filename
3917070,141.09,30.49,6.38,151.32,13.61,37.32,25.55,73.7,0.97,6.89,134.75,70.2,PPT1965_CAT_CONUS.zip
3917072,138.38,30.09,5.79,150.9,14.35,36.54,25.41,70.29,0.77,7.11,125.21,68.46,PPT1965_CAT_CONUS.zip
3917082,124.73,21.7,3.27,141.99,12.44,59.36,50.77,65.54,1.56,1.4,164.12,63.32,PPT1965_CAT_CONUS.zip
3917084,125.73,24.84,4.54,146.9,13.26,50.72,37.38,69.83,1.74,3.89,159.23,63.78,PPT1965_CAT_CONUS.zip
3917106,119.47,20.53,4.53,137.08,12.61,54.42,45.58,63.52,1.46,1.94,161.74,60.86,PPT1965_CAT_CONUS.zip
3917114,120.32,26.14,4.72,141.3,13.04,36.44,23.34,66,1.4,4.77,125.32,56.64,PPT1965_CAT_CONUS.zip
3917130,111.51,22.11,9.08,133.37,13.66,37.47,25.52,62.18,1.11,4.78,160.1,56.9,PPT1965_CAT_CONUS.zip
3917136,112.66,17.39,4.27,130.1,12.29,51.05,41.98,60.57,1.68,1.88,154.41,57.59,PPT1965_CAT_CONUS.zip
3917138,102.56,14.82,5.67,122.36,12.67,40.45,29.07,57.74,1.9,3.25,144.02,52.91,PPT1965_CAT_CONUS.zip
3917154,131.23,28.5,5.37,147.21,13.83,36.66,24.67,68.7,1.03,6.17,125.86,63.85,PPT1965_CAT_CONUS.zip
3917156,125.46,27.01,4.94,135.18,12.89,30.03,20.38,64.61,0.96,5.26,103.56,57.91,PPT1965_CAT_CONUS.zip
3917158,81.72,10.19,3.56,63.71,9.55,16.91,9.21,33.97,4.06,2.06,82,47.42,PPT1965_CAT_CONUS.zip
3917160,97.19,11.02,3,61.41,9.51,16.92,10.78,35.31,4.23,2.23,78.22,50.15,PPT1965_CAT_CONUS.zip
3917162,112.69,23.98,9.04,132.39,13.02,31.52,21.94,59.29,0.92,4.57,146.69,54.4,PPT1965_CAT_CONUS.zip
3917164,124.11,15.18,4.09,78.21,10.66,21.54,13.82,62,3.28,2.57,83.22,62.7,PPT1965_CAT_CONUS.zip
3917172,130.28,21.92,4.93,110.81,12.17,28.16,18.83,66.23,2.08,4.54,101.98,64.29,PPT1965_CAT_CONUS.zip
3917176,130.82,26.08,7.94,122.55,11.48,22.35,13.94,54.6,2.6,3.33,167.46,59.22,PPT1965_CAT_CONUS.zip
3917178,124.38,28.04,8.11,134.3,11.83,25.3,17.1,58.2,1.58,4.11,143.57,56.93,PPT1965_CAT_CONUS.zip
3917194,127.43,28.29,13.46,161.48,12.08,37.22,29.23,58.56,1.94,3.87,252.31,67.35,PPT1965_CAT_CONUS.zip
3917198,77.13,9.5,3.71,62.3,9.54,16.31,8.66,31.64,4.19,1.86,80.92,43.98,PPT1965_CAT_CONUS.zip
3917200,66.49,8.27,3.06,61.76,9.28,15.52,8.04,29.2,4.04,1.49,79.63,36.54,PPT1965_CAT_CONUS.zip
3917212,125.88,21.63,8.19,106.71,10.7,21.81,13.22,54.02,3.21,2.98,160.19,58.24,PPT1965_CAT_CONUS.zip
3917214,85.34,10.93,5.81,72.46,9.29,16.78,10.34,38.27,3.59,1.9,91.74,43.56,PPT1965_CAT_CONUS.zip
3917218,77.62,10.31,5.28,70.46,9.36,15.59,9.5,32.7,3.74,1.76,88,42.6,PPT1965_CAT_CONUS.zip
3917220,76.66,10.34,5.69,72.06,9.32,15.29,9.57,32.41,3.67,1.7,89.42,41.47,PPT1965_CAT_CONUS.zip
3917228,76.66,10.34,5.69,72.06,9.32,15.29,9.57,32.41,3.67,1.7,89.42,41.47,PPT1965_CAT_CONUS.zip
