COMID,CAT_TAV_JAN1971,CAT_TAV_FEB1971,CAT_TAV_MAR1971,CAT_TAV_APR1971,CAT_TAV_MAY1971,CAT_TAV_JUN1971,CAT_TAV_JUL1971,CAT_TAV_AUG1971,CAT_TAV_SEP1971,CAT_TAV_OCT1971,CAT_TAV_NOV1971,CAT_TAV_DEC1971,filename
3917070,-0.49,2.64,-0.07,2.33,7.92,11.17,18.7,18.97,14.2,6.68,1.29,-3.12,TAV1971_CAT_CONUS.zip
3917072,-0.41,2.64,0.15,2.61,8.18,11.39,18.86,19.14,14.28,6.79,1.45,-2.99,TAV1971_CAT_CONUS.zip
3917082,-0.57,2.96,-0.66,1.68,7.57,10.88,18.54,18.61,13.88,6.29,0.86,-3.71,TAV1971_CAT_CONUS.zip
3917084,-0.76,2.69,-0.92,1.35,7.19,10.52,18.25,18.38,13.92,6.23,0.71,-3.74,TAV1971_CAT_CONUS.zip
3917106,-0.46,3.02,-0.49,1.86,7.73,11.02,18.66,18.76,14.02,6.4,0.99,-3.55,TAV1971_CAT_CONUS.zip
3917114,-0.49,2.47,-0.2,2.26,7.82,11.12,18.57,18.82,14.17,6.58,1.2,-3.18,TAV1971_CAT_CONUS.zip
3917130,-0.36,2.87,-0.15,2.2,7.92,11.18,18.74,18.97,14.41,6.63,1.24,-3.15,TAV1971_CAT_CONUS.zip
3917136,-0.31,3.23,-0.39,1.96,7.86,11.16,18.84,18.91,14.05,6.47,1.1,-3.48,TAV1971_CAT_CONUS.zip
3917138,-0.18,3.37,-0.29,2.04,7.95,11.24,18.98,19.06,14.24,6.6,1.24,-3.3,TAV1971_CAT_CONUS.zip
3917154,-0.45,2.57,0,2.45,8.02,11.26,18.73,19,14.23,6.69,1.33,-3.07,TAV1971_CAT_CONUS.zip
3917156,-0.19,2.48,0.57,3.21,8.57,11.82,19.02,19.35,14.32,6.92,1.73,-2.71,TAV1971_CAT_CONUS.zip
