COMID,CAT_RUN_JAN1990,CAT_RUN_FEB1990,CAT_RUN_MAR1990,CAT_RUN_APR1990,CAT_RUN_MAY1990,CAT_RUN_JUN1990,CAT_RUN_JUL1990,CAT_RUN_AUG1990,CAT_RUN_SEP1990,CAT_RUN_OCT1990,CAT_RUN_NOV1990,CAT_RUN_DEC1990,filename
3917070,56.81,56.14,60.64,37.77,61.22,27.67,15.42,8.95,5.11,3.05,2.34,0.42,RUN1990_CAT_CONUS.zip
3917072,54.09,52.32,55.72,34.11,59.08,26.61,14.73,8.73,4.91,2.94,2.31,0.41,RUN1990_CAT_CONUS.zip
3917082,49.8,55.08,65.22,37.81,76.35,34.5,18.59,11.04,6.54,3.49,2.24,0.53,RUN1990_CAT_CONUS.zip
3917084,58.58,59.9,69.79,41.6,70.1,31.79,17.38,10.2,5.8,3.4,2.34,0.56,RUN1990_CAT_CONUS.zip
3917106,48.38,50.67,56.92,32.79,70.38,31.68,17.05,10.18,6,3.23,2.14,0.48,RUN1990_CAT_CONUS.zip
3917114,46.18,46.94,50.04,29.75,51.31,22.93,12.82,7.51,4.23,2.82,1.93,0.35,RUN1990_CAT_CONUS.zip
3917130,45.08,44.44,43.3,25.52,56.45,25.22,13.62,8.04,4.6,2.79,1.99,0.38,RUN1990_CAT_CONUS.zip
3917136,52.18,45.8,46.87,26.23,62.32,27.86,15,9.16,5.29,2.83,1.92,0.42,RUN1990_CAT_CONUS.zip
3917138,58,39.91,32.92,17.71,47.87,21.12,11.47,7.24,3.93,2.23,1.63,0.32,RUN1990_CAT_CONUS.zip
3917154,51.25,50.47,53.87,32.63,56.24,25.27,14.03,8.28,4.65,2.9,2.16,0.39,RUN1990_CAT_CONUS.zip
3917156,36.66,38.33,37.63,22.14,43.98,19.4,10.93,6.47,3.73,2.51,1.9,0.29,RUN1990_CAT_CONUS.zip
3917158,2.83,0.56,1.62,1.21,4.78,0.37,0.67,0.63,0.81,1.13,0.98,0.11,RUN1990_CAT_CONUS.zip
3917160,5.55,5.64,5.71,3.29,6.31,1.24,1.21,0.84,0.97,1.13,1.18,0.12,RUN1990_CAT_CONUS.zip
3917162,34.79,36.57,32.32,18.61,48.62,21.46,11.66,6.89,3.98,2.55,1.89,0.33,RUN1990_CAT_CONUS.zip
3917164,19.89,24.17,27.65,15.28,30.7,12.98,7.2,4.32,2.62,1.99,1.59,0.24,RUN1990_CAT_CONUS.zip
3917172,34.58,36.43,40.16,23.66,43.81,19.28,10.67,6.35,3.67,2.44,1.91,0.31,RUN1990_CAT_CONUS.zip
3917176,21.13,30.76,34.24,18.93,46.68,20.42,10.82,6.4,3.46,2.46,1.91,0.35,RUN1990_CAT_CONUS.zip
3917178,27.46,33.6,32,18.35,44.71,19.57,10.69,6.28,3.51,2.48,1.88,0.31,RUN1990_CAT_CONUS.zip
3917194,50.11,51.93,48.76,28.58,75.96,34.13,17.7,10.39,5.48,3.09,2.32,0.52,RUN1990_CAT_CONUS.zip
3917198,2.85,0.56,1.46,1.08,4.75,0.38,0.65,0.6,0.78,1.08,0.94,0.12,RUN1990_CAT_CONUS.zip
3917200,2.65,0.54,1.25,0.92,4.72,0.37,0.58,0.57,0.74,0.95,0.9,0.12,RUN1990_CAT_CONUS.zip
3917212,27.07,29.7,31.65,17.28,47.78,20.69,10.95,6.21,3.42,2.44,2.01,0.37,RUN1990_CAT_CONUS.zip
3917214,9.57,5.92,6.48,3.68,13.87,4.4,2.77,1.69,1.28,1.3,1.2,0.17,RUN1990_CAT_CONUS.zip
3917218,2.87,0.63,1.46,1.12,5.24,0.35,0.69,0.63,0.75,1.03,0.96,0.12,RUN1990_CAT_CONUS.zip
