COMID,CAT_TAV_JAN1979,CAT_TAV_FEB1979,CAT_TAV_MAR1979,CAT_TAV_APR1979,CAT_TAV_MAY1979,CAT_TAV_JUN1979,CAT_TAV_JUL1979,CAT_TAV_AUG1979,CAT_TAV_SEP1979,CAT_TAV_OCT1979,CAT_TAV_NOV1979,CAT_TAV_DEC1979,filename
3917070,-1.64,2.8,3.07,3.76,10.33,13.39,17.71,16.22,17.42,10.54,1.15,0.82,TAV1979_CAT_CONUS.zip
3917072,-1.54,2.81,3.3,3.99,10.57,13.63,17.94,16.37,17.52,10.64,1.3,0.93,TAV1979_CAT_CONUS.zip
3917082,-1.9,2.93,2.62,3.09,9.93,13,17.36,16.01,17.24,10.3,0.8,0.48,TAV1979_CAT_CONUS.zip
3917084,-1.99,2.87,2.36,2.86,9.59,12.63,17.03,15.77,17.26,10.17,0.66,0.36,TAV1979_CAT_CONUS.zip
3917106,-1.76,3.09,2.8,3.23,10.06,13.14,17.54,16.12,17.31,10.39,0.9,0.58,TAV1979_CAT_CONUS.zip
3917114,-1.68,2.9,3.12,3.62,10.17,13.22,17.6,16.12,17.38,10.44,1.08,0.75,TAV1979_CAT_CONUS.zip
3917130,-1.51,3.32,3.13,3.55,10.22,13.26,17.78,16.21,17.5,10.51,1.1,0.77,TAV1979_CAT_CONUS.zip
3917136,-1.61,3.29,2.92,3.29,10.18,13.26,17.75,16.27,17.35,10.48,0.97,0.67,TAV1979_CAT_CONUS.zip
3917138,-1.4,3.61,3.07,3.36,10.25,13.31,17.94,16.39,17.49,10.59,1.05,0.77,TAV1979_CAT_CONUS.zip
3917154,-1.6,2.84,3.21,3.82,10.39,13.45,17.79,16.26,17.46,10.55,1.2,0.85,TAV1979_CAT_CONUS.zip
3917156,-1.39,2.85,3.84,4.43,10.87,13.97,18.26,16.57,17.43,10.76,1.52,1.16,TAV1979_CAT_CONUS.zip
3917158,-0.96,2.01,6.33,7.32,12.82,16.28,19.99,17.91,16.89,11.52,2.81,2.35,TAV1979_CAT_CONUS.zip
3917160,-1,2.17,5.91,6.89,12.48,15.85,19.66,17.64,16.96,11.39,2.6,2.22,TAV1979_CAT_CONUS.zip
3917162,-1.32,3.31,3.67,4.08,10.67,13.74,18.21,16.5,17.5,10.71,1.39,1.04,TAV1979_CAT_CONUS.zip
3917164,-1.23,2.27,5.06,5.88,11.8,15.04,18.99,17.1,16.96,11.09,2.13,1.8,TAV1979_CAT_CONUS.zip
3917172,-1.36,2.54,4.25,4.98,11.21,14.37,18.49,16.75,17.21,10.88,1.74,1.4,TAV1979_CAT_CONUS.zip
3917176,-1.17,2.75,4.73,5.29,11.4,14.62,18.78,16.87,17.16,10.92,1.91,1.63,TAV1979_CAT_CONUS.zip
3917178,-1.25,2.99,4.23,4.71,11.08,14.2,18.51,16.71,17.34,10.84,1.67,1.34,TAV1979_CAT_CONUS.zip
3917194,-1.39,3.57,3.15,3.44,10.3,13.4,18.07,16.37,17.3,10.62,1.08,0.79,TAV1979_CAT_CONUS.zip
3917198,-0.64,2.34,6.63,7.63,13.13,16.63,20.4,18.29,17.13,11.77,3.09,2.51,TAV1979_CAT_CONUS.zip
3917200,-0.25,2.71,7.08,8.12,13.61,17.18,20.98,18.88,17.54,12.15,3.52,2.72,TAV1979_CAT_CONUS.zip
3917212,-1.16,2.45,5.04,5.69,11.64,14.94,19.01,17.02,17.01,10.94,2.1,1.79,TAV1979_CAT_CONUS.zip
3917214,-0.59,2.49,6.35,7.25,12.88,16.3,20.21,18.1,17.23,11.65,3,2.46,TAV1979_CAT_CONUS.zip
3917218,-0.53,2.47,6.62,7.59,13.14,16.59,20.44,18.31,17.24,11.8,3.15,2.57,TAV1979_CAT_CONUS.zip
3917220,-0.43,2.59,6.69,7.66,13.22,16.67,20.55,18.41,17.33,11.87,3.24,2.63,TAV1979_CAT_CONUS.zip
3917228,-0.43,2.59,6.69,7.66,13.22,16.67,20.55,18.41,17.33,11.87,3.24,2.63,TAV1979_CAT_CONUS.zip
3917230,0.21,3.2,7.75,8.81,14.17,17.97,21.74,19.71,18.15,12.7,4.06,2.89,TAV1979_CAT_CONUS.zip
3917244,0.13,3.11,7.63,8.71,14.09,17.86,21.62,19.61,18.06,12.65,4.01,2.88,TAV1979_CAT_CONUS.zip
3917250,-1.25,2.48,4.75,5.35,11.38,14.66,18.79,16.82,17,10.78,1.94,1.65,TAV1979_CAT_CONUS.zip
3917256,-0.43,2.59,6.69,7.66,13.22,16.67,20.55,18.41,17.33,11.87,3.24,2.63,TAV1979_CAT_CONUS.zip
3917268,-0.43,2.59,6.69,7.66,13.22,16.67,20.55,18.41,17.33,11.87,3.24,2.63,TAV1979_CAT_CONUS.zip
3917272,-1.15,2.35,5.1,5.77,11.69,14.99,19.06,17.05,16.98,10.94,2.17,1.83,TAV1979_CAT_CONUS.zip
3917274,-0.48,2.51,6.62,7.6,13.14,16.62,20.49,18.37,17.28,11.82,3.22,2.6,TAV1979_CAT_CONUS.zip
3917276,-1.58,1.97,4.73,5.42,11.25,14.64,18.67,16.51,16.51,10.47,1.83,1.78,TAV1979_CAT_CONUS.zip
3917278,-1.08,2.21,5.52,6.32,12.05,15.44,19.41,17.29,16.88,11.06,2.41,2.1,TAV1979_CAT_CONUS.zip
3917280,-0.46,2.53,6.64,7.61,13.16,16.63,20.5,18.38,17.29,11.83,3.23,2.61,TAV1979_CAT_CONUS.zip
3917282,-1.02,2.14,5.76,6.65,12.26,15.75,19.66,17.54,16.86,11.18,2.64,2.25,TAV1979_CAT_CONUS.zip
3917284,-0.67,2.25,6.4,7.41,12.89,16.46,20.29,18.23,17.12,11.65,3.18,2.53,TAV1979_CAT_CONUS.zip
3917286,-0.66,2.26,6.41,7.42,12.9,16.46,20.3,18.23,17.12,11.65,3.18,2.53,TAV1979_CAT_CONUS.zip
3917912,-1.34,2.94,3.96,4.48,10.92,14.01,18.33,16.61,17.45,10.79,1.56,1.21,TAV1979_CAT_CONUS.zip
3917914,-1.31,3.25,3.58,3.91,10.62,13.89,18.36,16.71,17.22,10.76,1.35,1.11,TAV1979_CAT_CONUS.zip
3917916,-1.38,3.58,3.17,3.49,10.31,13.36,17.97,16.37,17.5,10.59,1.11,0.8,TAV1979_CAT_CONUS.zip
3917918,-1.03,2.35,5.61,6.39,12.17,15.5,19.42,17.42,17.01,11.25,2.41,2.04,TAV1979_CAT_CONUS.zip
3917920,-0.92,2.04,6.36,7.35,12.85,16.32,20.03,17.95,16.91,11.54,2.83,2.36,TAV1979_CAT_CONUS.zip
3917922,-0.53,2.45,6.79,7.83,13.3,16.83,20.6,18.45,17.17,11.87,3.18,2.56,TAV1979_CAT_CONUS.zip
3917946,0.38,3.38,7.94,8.98,14.32,18.17,21.9,19.95,18.34,12.87,4.22,2.95,TAV1979_CAT_CONUS.zip
3917948,-0.2,2.75,7.17,8.23,13.7,17.3,21.09,19,17.6,12.22,3.59,2.75,TAV1979_CAT_CONUS.zip
3917950,-0.04,2.92,7.38,8.47,13.9,17.57,21.34,19.29,17.81,12.43,3.8,2.82,TAV1979_CAT_CONUS.zip
3917956,-1.62,3.13,3.31,3.65,10.23,13.42,17.89,16.06,17.01,10.27,1.05,0.88,TAV1979_CAT_CONUS.zip
3917958,-1.95,2.38,3.18,3.65,10.07,13.4,17.69,15.75,16.53,9.94,0.96,0.94,TAV1979_CAT_CONUS.zip
3917960,-2.09,2.05,3.16,3.7,10.05,13.44,17.67,15.67,16.26,9.83,0.94,0.98,TAV1979_CAT_CONUS.zip
948010089,-0.45,2.52,6.88,7.92,13.39,16.94,20.72,18.57,17.24,11.95,3.26,2.61,TAV1979_CAT_CONUS.zip
