COMID,CAT_TAV_JAN1959,CAT_TAV_FEB1959,CAT_TAV_MAR1959,CAT_TAV_APR1959,CAT_TAV_MAY1959,CAT_TAV_JUN1959,CAT_TAV_JUL1959,CAT_TAV_AUG1959,CAT_TAV_SEP1959,CAT_TAV_OCT1959,CAT_TAV_NOV1959,CAT_TAV_DEC1959,filename
3917070,2.38,3.09,1.97,5.23,7.37,12.71,19.3,16.69,12.79,9.32,1.62,-1.87,TAV1959_CAT_CONUS.zip
3917072,2.4,3.04,2.15,5.46,7.6,12.96,19.45,16.9,12.94,9.45,1.82,-1.78,TAV1959_CAT_CONUS.zip
3917082,2.41,2.95,1.64,4.64,6.89,12.39,19.19,16.34,13.06,8.9,1.2,-2.2,TAV1959_CAT_CONUS.zip
3917084,2.32,3.02,1.36,4.38,6.58,11.99,18.91,16.1,12.71,8.79,0.95,-2.31,TAV1959_CAT_CONUS.zip
3917106,2.45,3,1.75,4.8,7.04,12.52,19.3,16.5,13.18,9.01,1.33,-2.1,TAV1959_CAT_CONUS.zip
3917114,2.33,2.85,1.96,5.19,7.19,12.59,19.23,16.62,12.74,9.17,1.55,-1.92,TAV1959_CAT_CONUS.zip
3917130,2.42,3.11,1.87,5.09,7.26,12.62,19.36,16.76,13.21,9.23,1.51,-1.93,TAV1959_CAT_CONUS.zip
3917136,2.57,3.04,1.85,4.91,7.14,12.67,19.48,16.67,13.3,9.11,1.49,-1.96,TAV1959_CAT_CONUS.zip
3917138,2.68,3.15,1.89,5.01,7.22,12.74,19.62,16.86,13.38,9.24,1.61,-1.82,TAV1959_CAT_CONUS.zip
3917154,2.37,2.96,2.05,5.33,7.42,12.79,19.35,16.77,12.85,9.32,1.69,-1.84,TAV1959_CAT_CONUS.zip
3917156,2.38,2.73,2.61,6.02,7.91,13.35,19.65,17.17,12.98,9.58,2.21,-1.54,TAV1959_CAT_CONUS.zip
3917158,2.33,1.74,5.31,9.34,10.01,15.99,20.95,18.62,13.66,10.56,4.44,-0.21,TAV1959_CAT_CONUS.zip
3917160,2.31,1.9,4.84,8.82,9.58,15.47,20.6,18.36,13.73,10.45,4.1,-0.41,TAV1959_CAT_CONUS.zip
3917162,2.45,2.92,2.34,5.69,7.71,13.12,19.64,17.12,13.29,9.47,1.96,-1.66,TAV1959_CAT_CONUS.zip
3917164,2.24,2.15,3.91,7.68,8.82,14.55,20.08,17.74,13.3,10.05,3.39,-0.86,TAV1959_CAT_CONUS.zip
3917172,2.32,2.57,3.08,6.64,8.23,13.79,19.77,17.35,13.15,9.77,2.66,-1.28,TAV1959_CAT_CONUS.zip
3917176,2.28,2.45,3.44,7.13,8.42,14.05,19.94,17.58,13.48,9.87,3.02,-1,TAV1959_CAT_CONUS.zip
3917178,2.4,2.58,2.93,6.44,8.11,13.63,19.83,17.38,13.22,9.68,2.49,-1.34,TAV1959_CAT_CONUS.zip
3917194,2.67,3.19,1.97,5.16,7.27,12.82,19.64,16.94,13.34,9.25,1.54,-1.87,TAV1959_CAT_CONUS.zip
3917198,2.56,2.06,5.57,9.67,10.38,16.35,21.36,19.07,14.04,10.89,4.64,0.03,TAV1959_CAT_CONUS.zip
3917200,2.9,2.47,6.03,10.2,10.96,16.98,22.04,19.71,14.58,11.35,4.92,0.36,TAV1959_CAT_CONUS.zip
3917212,2.23,2.21,3.89,7.68,8.74,14.48,20.14,17.77,13.42,9.99,3.4,-0.7,TAV1959_CAT_CONUS.zip
3917214,2.6,2.25,5.29,9.36,10.12,16.02,21.2,18.95,14.07,10.87,4.51,0.1,TAV1959_CAT_CONUS.zip
3917218,2.65,2.22,5.56,9.68,10.39,16.33,21.4,19.15,14.18,11,4.69,0.18,TAV1959_CAT_CONUS.zip
3917220,2.73,2.34,5.63,9.77,10.48,16.42,21.51,19.28,14.31,11.11,4.76,0.28,TAV1959_CAT_CONUS.zip
3917228,2.73,2.34,5.63,9.77,10.48,16.42,21.51,19.28,14.31,11.11,4.76,0.28,TAV1959_CAT_CONUS.zip
3917230,3.3,2.93,6.64,10.89,11.74,17.87,22.92,20.53,15.24,11.85,5.12,0.5,TAV1959_CAT_CONUS.zip
3917244,3.25,2.85,6.57,10.81,11.66,17.78,22.82,20.44,15.17,11.8,5.1,0.51,TAV1959_CAT_CONUS.zip
3917250,2.19,2.26,3.62,7.36,8.48,14.19,19.98,17.57,13.28,9.83,3.19,-0.8,TAV1959_CAT_CONUS.zip
3917256,2.73,2.34,5.63,9.77,10.48,16.42,21.51,19.28,14.31,11.11,4.76,0.28,TAV1959_CAT_CONUS.zip
