COMID,CAT_RUN_JAN2004,CAT_RUN_FEB2004,CAT_RUN_MAR2004,CAT_RUN_APR2004,CAT_RUN_MAY2004,CAT_RUN_JUN2004,CAT_RUN_JUL2004,CAT_RUN_AUG2004,CAT_RUN_SEP2004,CAT_RUN_OCT2004,CAT_RUN_NOV2004,CAT_RUN_DEC2004,filename
3917070,36.63,69.93,103.74,59.18,31.7,14.97,7.83,4.7,2.2,5.75,1.48,46.7,RUN2004_CAT_CONUS.zip
3917072,38.12,71.67,103.01,51.68,27.93,13.05,6.85,4.22,1.95,5.63,1.35,46.25,RUN2004_CAT_CONUS.zip
3917082,28.15,58.72,84.35,43.95,23.74,11.34,6.13,3.48,1.65,5.33,3.87,37,RUN2004_CAT_CONUS.zip
3917084,32.01,61.98,98.93,56.46,29.85,14.44,7.64,4.33,2.05,6.28,9.85,44.74,RUN2004_CAT_CONUS.zip
3917106,28.77,59.47,77.48,39.93,21.75,10.32,5.61,3.21,1.5,5.08,2.9,35.95,RUN2004_CAT_CONUS.zip
3917114,32.24,68.13,83.84,45.64,24.44,11.62,6.14,3.62,1.67,5.8,7.69,36.64,RUN2004_CAT_CONUS.zip
3917130,31.11,65.97,86.69,45.26,24.54,11.65,6.21,3.61,1.64,5.34,4.31,35.15,RUN2004_CAT_CONUS.zip
3917136,30.05,57.07,51.65,26.24,14.89,6.91,3.9,2.29,1.03,4.45,1.59,36.69,RUN2004_CAT_CONUS.zip
3917138,33.35,57.23,29.13,14.98,9.21,4.08,2.45,1.54,0.62,4,1.91,39.5,RUN2004_CAT_CONUS.zip
3917154,35.79,70.17,95.76,49.59,26.69,12.56,6.61,4,1.84,5.71,4,42.62,RUN2004_CAT_CONUS.zip
3917156,32.82,71.64,71.9,36.27,19.99,9.17,4.87,3.07,1.36,5.08,1.27,30.36,RUN2004_CAT_CONUS.zip
3917158,11.34,41.57,20.76,10.66,6.75,2.65,1.59,1.34,0.37,3.57,1.3,2.83,RUN2004_CAT_CONUS.zip
3917160,21,52.17,26.62,13.67,8.31,3.34,2.02,1.63,0.47,3.78,1.37,2.82,RUN2004_CAT_CONUS.zip
3917162,28.38,68.19,71.75,36.55,20.5,9.53,5.09,3.04,1.36,4.93,1.25,26.36,RUN2004_CAT_CONUS.zip
3917164,28.44,61.96,35.24,18.02,10.69,4.43,2.54,1.95,0.62,4.11,1.32,8.12,RUN2004_CAT_CONUS.zip
3917172,32.33,66.19,64.93,33.25,18.48,8.33,4.48,2.96,1.21,4.8,1.33,24.71,RUN2004_CAT_CONUS.zip
3917176,19.8,60.51,49.67,25.28,14.21,6.3,3.43,2.32,0.92,4.71,1.3,9.73,RUN2004_CAT_CONUS.zip
3917178,23.41,67.1,59.1,30.98,18.19,8.27,4.4,2.74,1.2,4.92,1.29,16.33,RUN2004_CAT_CONUS.zip
3917194,28.24,64.62,67.09,35.42,21.18,9.8,5.3,3.04,1.39,5.01,1.48,30.78,RUN2004_CAT_CONUS.zip
3917198,7.62,37.17,18.36,9.39,6.14,2.39,1.42,1.22,0.33,3.54,1.28,2.88,RUN2004_CAT_CONUS.zip
3917200,3.22,25.29,12.22,6.34,4.57,1.68,1.04,0.73,0.23,3.52,1.19,2.91,RUN2004_CAT_CONUS.zip
3917212,25.4,59.77,44.21,22.59,12.78,5.61,3.07,2.08,0.83,4.62,1.33,19.23,RUN2004_CAT_CONUS.zip
3917214,16.02,44.27,22.63,11.58,7.27,2.95,1.7,1.31,0.42,3.81,1.26,9.58,RUN2004_CAT_CONUS.zip
3917218,9.87,39.02,19.18,9.79,6.38,2.52,1.48,1.21,0.35,3.62,1.25,2.86,RUN2004_CAT_CONUS.zip
3917220,9.53,38.42,18.81,9.59,6.3,2.49,1.46,1.19,0.35,3.64,1.24,2.87,RUN2004_CAT_CONUS.zip
3917228,9.53,38.42,18.81,9.59,6.3,2.49,1.46,1.19,0.35,3.64,1.24,2.87,RUN2004_CAT_CONUS.zip
3917230,1.28,11.11,4.69,2.88,2.6,0.8,0.29,0.47,0.08,3.12,1.17,2.7,RUN2004_CAT_CONUS.zip
3917244,1.29,11.64,4.95,3.08,2.7,0.82,0.3,0.43,0.08,3.28,1.19,2.74,RUN2004_CAT_CONUS.zip
3917250,29.38,64.15,50.03,25.56,14.26,6.36,3.44,2.25,0.96,4.9,1.35,25.82,RUN2004_CAT_CONUS.zip
3917256,9.53,38.42,18.81,9.59,6.3,2.49,1.46,1.19,0.35,3.64,1.24,2.87,RUN2004_CAT_CONUS.zip
3917268,9.53,38.42,18.81,9.59,6.3,2.49,1.46,1.19,0.35,3.64,1.24,2.87,RUN2004_CAT_CONUS.zip
3917272,31.61,62.1,41.16,21.1,12,5.24,2.87,1.93,0.78,4.59,1.33,26.85,RUN2004_CAT_CONUS.zip
3917274,11.04,40.01,19.62,9.98,6.49,2.58,1.5,1.2,0.36,3.64,1.24,2.89,RUN2004_CAT_CONUS.zip
3917276,51.38,91.62,53.97,27.85,15.6,6.8,3.66,2.44,0.99,5.23,1.46,34.15,RUN2004_CAT_CONUS.zip
3917278,34.54,66.62,36.4,18.76,10.92,4.63,2.56,1.79,0.67,4.45,1.35,23.71,RUN2004_CAT_CONUS.zip
