COMID,CAT_PPT_JAN1987,CAT_PPT_FEB1987,CAT_PPT_MAR1987,CAT_PPT_APR1987,CAT_PPT_MAY1987,CAT_PPT_JUN1987,CAT_PPT_JUL1987,CAT_PPT_AUG1987,CAT_PPT_SEP1987,CAT_PPT_OCT1987,CAT_PPT_NOV1987,CAT_PPT_DEC1987,filename
3917070,124.19,63.87,65.01,5.93,58.5,49.3,78.79,8.96,2.7,2.01,63.54,151.33,PPT1987_CAT_CONUS.zip
3917072,125.05,61.95,62.68,5.63,54.55,49.58,74.95,8.25,2.57,2.1,61.25,149.42,PPT1987_CAT_CONUS.zip
3917082,121.31,54.65,63.05,2.8,61.34,96.78,90.88,4.01,3.27,1.76,54.2,174.14,PPT1987_CAT_CONUS.zip
3917084,118,56.28,65.03,5.24,61.25,66.89,83.11,7.02,2.87,2,57.38,170.66,PPT1987_CAT_CONUS.zip
3917106,115.3,51.45,61.89,3.96,55.66,87.18,82.28,3.86,3.1,1.95,50.55,171.54,PPT1987_CAT_CONUS.zip
3917114,108.76,54.52,65.2,5.67,48.99,41.62,57.82,6.16,2.53,2.22,53,160.86,PPT1987_CAT_CONUS.zip
3917130,105.37,48.01,62.9,8.31,45.38,48.1,57.55,4.43,2.39,3.1,46.53,170,PPT1987_CAT_CONUS.zip
3917136,105.79,47.47,61.02,4.21,47.41,80.13,74.93,4.37,3.13,1.7,45.77,162.81,PPT1987_CAT_CONUS.zip
3917138,91.42,41.4,59.49,6.58,34.92,54.39,57.57,5.94,2.91,1.78,39.86,151.98,PPT1987_CAT_CONUS.zip
3917154,118.62,59.02,63.71,5.66,52.55,46.5,68.44,7.46,2.56,2.15,58.06,154.16,PPT1987_CAT_CONUS.zip
3917156,111.52,57.01,64.56,4.85,43.66,39.07,50.49,5.1,2.45,2.17,51.83,152.28,PPT1987_CAT_CONUS.zip
3917158,87.11,30.64,28.7,3.17,22.93,14.37,22.12,2.14,1.91,2.4,23.93,131.28,PPT1987_CAT_CONUS.zip
3917160,97.64,33.29,27.37,3.5,26.96,15.46,23.86,2.14,2.03,2.88,25.11,141.08,PPT1987_CAT_CONUS.zip
3917162,104.67,50.52,67.78,7.45,38.71,42.62,45.07,2.97,2.35,3.49,46.17,167.03,PPT1987_CAT_CONUS.zip
3917164,114.92,55.62,53.07,4.01,38.88,23.33,33.3,3.02,2.21,2,36.84,153.81,PPT1987_CAT_CONUS.zip
3917172,118.48,58.4,57.57,4.76,45.74,34.92,51.41,5.31,2.36,1.98,47.7,151.97,PPT1987_CAT_CONUS.zip
3917176,124.45,64.79,78.8,7.19,32.36,22.8,30.46,2.56,2.25,4.94,51.24,174.73,PPT1987_CAT_CONUS.zip
3917178,114.76,60.95,78.07,6.06,35.38,32.29,35.14,2.73,2.38,4.36,51.98,166.35,PPT1987_CAT_CONUS.zip
3917194,121.93,68.8,105.02,8.75,40.48,51.58,56.07,2.57,2.66,8.51,61.73,180.14,PPT1987_CAT_CONUS.zip
3917198,82.03,29.25,28.43,2.88,20.8,13.44,20.54,2.24,1.9,2.96,22.81,127.91,PPT1987_CAT_CONUS.zip
3917200,69.53,26.6,27.2,2.44,16.79,12.44,18.38,2.36,1.85,3.11,20.81,115.09,PPT1987_CAT_CONUS.zip
3917212,122.42,63.19,68.7,7.37,26.62,17.93,28.18,3.62,2.23,4.7,45.24,171.76,PPT1987_CAT_CONUS.zip
3917214,86.03,36,34.47,3.65,18.82,12.82,22.62,3.14,1.86,2.78,25.44,131.94,PPT1987_CAT_CONUS.zip
3917218,80.83,30.89,31.85,3,18.73,12.46,21.57,2.49,1.78,2.79,23.8,125.97,PPT1987_CAT_CONUS.zip
