COMID,CAT_TAV_JAN1990,CAT_TAV_FEB1990,CAT_TAV_MAR1990,CAT_TAV_APR1990,CAT_TAV_MAY1990,CAT_TAV_JUN1990,CAT_TAV_JUL1990,CAT_TAV_AUG1990,CAT_TAV_SEP1990,CAT_TAV_OCT1990,CAT_TAV_NOV1990,CAT_TAV_DEC1990,filename
3917070,0.86,1.38,3.02,7.39,8.31,12.58,19.31,17.62,17.64,8.46,0.7,-4.87,TAV1990_CAT_CONUS.zip
3917072,0.91,1.36,3.21,7.6,8.52,12.8,19.5,17.79,17.74,8.65,0.88,-4.75,TAV1990_CAT_CONUS.zip
3917082,0.62,1.66,2.62,6.81,7.85,12.26,19.03,17.33,17.25,8,0.24,-5.31,TAV1990_CAT_CONUS.zip
3917084,0.59,1.57,2.31,6.59,7.59,11.92,18.72,17.07,17.27,7.86,0.06,-5.41,TAV1990_CAT_CONUS.zip
3917106,0.74,1.7,2.74,6.96,7.97,12.39,19.17,17.45,17.24,8.16,0.38,-5.18,TAV1990_CAT_CONUS.zip
3917114,0.81,1.32,2.95,7.31,8.15,12.45,19.12,17.46,17.29,8.42,0.72,-4.89,TAV1990_CAT_CONUS.zip
3917130,0.93,1.58,2.9,7.21,8.15,12.52,19.31,17.56,17.25,8.5,0.68,-4.89,TAV1990_CAT_CONUS.zip
3917136,0.9,1.89,2.85,7.12,8.05,12.53,19.33,17.58,17.19,8.3,0.49,-5.07,TAV1990_CAT_CONUS.zip
3917138,1.15,2.07,2.89,7.26,8.1,12.61,19.46,17.68,17.16,8.5,0.62,-4.93,TAV1990_CAT_CONUS.zip
3917154,0.86,1.35,3.09,7.46,8.35,12.64,19.33,17.64,17.56,8.54,0.8,-4.82,TAV1990_CAT_CONUS.zip
3917156,0.99,1.18,3.68,8.08,8.8,13.12,19.68,17.97,17.42,8.95,1.34,-4.42,TAV1990_CAT_CONUS.zip
3917158,1.11,0.75,6.42,11.01,10.73,15.31,20.97,19.35,16.64,10.28,3.29,-2.78,TAV1990_CAT_CONUS.zip
3917160,1.1,0.85,6,10.52,10.37,14.94,20.74,19.17,16.76,10.09,3.01,-2.97,TAV1990_CAT_CONUS.zip
3917162,1.06,1.44,3.4,7.73,8.56,12.94,19.64,17.87,17.25,8.87,1.16,-4.55,TAV1990_CAT_CONUS.zip
3917164,0.98,0.94,5.09,9.57,9.71,14.17,20.23,18.6,16.84,9.6,2.32,-3.57,TAV1990_CAT_CONUS.zip
3917172,0.96,1.14,4.21,8.64,9.14,13.52,19.88,18.21,17.25,9.17,1.66,-4.11,TAV1990_CAT_CONUS.zip
3917176,1.08,1.2,4.55,8.94,9.3,13.78,20.03,18.33,17.15,9.41,2.09,-3.75,TAV1990_CAT_CONUS.zip
3917178,1.09,1.21,4,8.38,8.98,13.36,19.84,18.12,17.22,9.17,1.68,-4.16,TAV1990_CAT_CONUS.zip
3917194,0.87,1.99,3,7.3,8.19,12.69,19.56,17.72,17.09,8.59,0.77,-4.87,TAV1990_CAT_CONUS.zip
3917198,1.33,0.99,6.57,11.2,11.03,15.65,21.37,19.71,17.01,10.51,3.52,-2.57,TAV1990_CAT_CONUS.zip
3917200,1.61,1.24,6.82,11.57,11.49,16.17,21.94,20.22,17.52,10.79,3.83,-2.3,TAV1990_CAT_CONUS.zip
3917230,1.86,1.44,7.16,12.1,12.04,16.79,22.64,20.89,18.12,10.98,4.13,-2.07,TAV1990_CAT_CONUS.zip
3917244,1.86,1.43,7.14,12.01,11.98,16.72,22.55,20.81,18.04,10.98,4.11,-2.08,TAV1990_CAT_CONUS.zip
3917912,1.04,1.16,3.74,8.13,8.83,13.16,19.72,18,17.38,9.03,1.44,-4.36,TAV1990_CAT_CONUS.zip
3917914,1.02,1.86,3.63,8.01,8.47,13.03,19.75,18.11,17,8.7,1,-4.61,TAV1990_CAT_CONUS.zip
3917916,1.1,1.88,2.94,7.27,8.18,12.64,19.48,17.69,17.19,8.57,0.73,-4.86,TAV1990_CAT_CONUS.zip
3917918,1.11,0.96,5.56,10.06,10.07,14.6,20.54,18.88,16.89,9.9,2.75,-3.2,TAV1990_CAT_CONUS.zip
3917920,1.12,0.77,6.43,11.03,10.76,15.34,21.01,19.39,16.67,10.3,3.31,-2.75,TAV1990_CAT_CONUS.zip
3917946,1.95,1.43,7.22,12.24,12.14,16.91,22.81,21.01,18.27,10.97,4.21,-1.98,TAV1990_CAT_CONUS.zip
3917948,1.64,1.26,6.89,11.66,11.58,16.28,22.04,20.31,17.59,10.83,3.88,-2.27,TAV1990_CAT_CONUS.zip
3917950,1.75,1.36,7.03,11.83,11.78,16.5,22.29,20.56,17.8,10.93,4,-2.16,TAV1990_CAT_CONUS.zip
