COMID,CAT_TAV_JAN1961,CAT_TAV_FEB1961,CAT_TAV_MAR1961,CAT_TAV_APR1961,CAT_TAV_MAY1961,CAT_TAV_JUN1961,CAT_TAV_JUL1961,CAT_TAV_AUG1961,CAT_TAV_SEP1961,CAT_TAV_OCT1961,CAT_TAV_NOV1961,CAT_TAV_DEC1961,filename
3917070,2.8,4.65,0.95,4.29,8.39,15.95,18.58,18.83,12.49,8.95,1.31,-0.96,TAV1961_CAT_CONUS.zip
3917072,2.82,4.63,1.12,4.51,8.59,16.14,18.76,18.98,12.62,9.04,1.45,-0.9,TAV1961_CAT_CONUS.zip
3917082,2.72,4.76,0.5,3.73,8.22,15.85,18.73,18.77,12.63,8.76,0.99,-1.16,TAV1961_CAT_CONUS.zip
3917084,2.74,4.71,0.28,3.51,7.87,15.48,18.31,18.47,12.36,8.62,0.85,-1.25,TAV1961_CAT_CONUS.zip
3917106,2.81,4.8,0.62,3.85,8.33,15.95,18.84,18.87,12.78,8.84,1.09,-1.09,TAV1961_CAT_CONUS.zip
3917114,2.78,4.53,0.91,4.22,8.28,15.85,18.55,18.76,12.42,8.84,1.23,-1.04,TAV1961_CAT_CONUS.zip
3917130,2.92,4.73,0.84,4.1,8.39,15.93,18.79,18.88,12.9,8.92,1.27,-0.99,TAV1961_CAT_CONUS.zip
3917136,3,4.97,0.72,3.92,8.47,16.09,19.08,19.03,12.93,8.94,1.18,-1.01,TAV1961_CAT_CONUS.zip
3917138,3.27,5.16,0.8,3.97,8.55,16.13,19.21,19.12,13.09,9.04,1.29,-0.93,TAV1961_CAT_CONUS.zip
3917154,2.8,4.59,1.02,4.37,8.45,16.01,18.66,18.88,12.53,8.95,1.35,-0.96,TAV1961_CAT_CONUS.zip
3917156,2.78,4.43,1.56,4.95,8.83,16.39,18.96,19.17,12.65,9.13,1.64,-0.8,TAV1961_CAT_CONUS.zip
3917158,2.41,3.81,4.2,7.73,10.3,18.19,20.09,20.3,13.25,9.79,2.77,-0.21,TAV1961_CAT_CONUS.zip
3917160,2.4,3.86,3.77,7.28,9.95,17.83,19.76,20.07,13.26,9.69,2.62,-0.31,TAV1961_CAT_CONUS.zip
3917162,2.92,4.6,1.3,4.61,8.74,16.27,19.05,19.14,12.97,9.09,1.53,-0.84,TAV1961_CAT_CONUS.zip
3917164,2.47,4.01,2.85,6.32,9.46,17.2,19.31,19.63,12.95,9.42,2.23,-0.55,TAV1961_CAT_CONUS.zip
3917172,2.64,4.3,2.03,5.46,9.04,16.68,19.04,19.32,12.81,9.24,1.87,-0.7,TAV1961_CAT_CONUS.zip
3917176,2.64,4.25,2.34,5.77,9.18,16.8,19.17,19.42,13.1,9.28,2.03,-0.56,TAV1961_CAT_CONUS.zip
3917178,2.79,4.34,1.85,5.23,9.01,16.57,19.13,19.32,12.87,9.2,1.79,-0.71,TAV1961_CAT_CONUS.zip
3917194,2.88,4.84,0.88,4.06,8.59,16.18,19.23,19.07,13.09,9.07,1.29,-0.91,TAV1961_CAT_CONUS.zip
3917198,2.66,4.11,4.42,7.98,10.55,18.46,20.47,20.62,13.58,10.03,2.99,0.05,TAV1961_CAT_CONUS.zip
3917200,3.02,4.54,4.83,8.43,10.99,18.93,21.09,21.16,14.11,10.38,3.3,0.44,TAV1961_CAT_CONUS.zip
3917230,3.31,5.02,5.49,9.06,11.67,19.7,21.95,21.92,14.87,10.77,3.62,0.81,TAV1961_CAT_CONUS.zip
3917244,3.29,4.97,5.39,8.97,11.57,19.59,21.84,21.81,14.76,10.72,3.58,0.79,TAV1961_CAT_CONUS.zip
3917912,2.81,4.4,1.62,5.01,8.88,16.43,19.02,19.22,12.67,9.15,1.68,-0.77,TAV1961_CAT_CONUS.zip
3917914,3.01,4.8,1.42,4.55,8.86,16.67,19.52,19.49,13.06,9.17,1.58,-0.73,TAV1961_CAT_CONUS.zip
3917916,3.14,4.96,0.85,4.07,8.55,16.1,19.11,19.07,13.11,9.02,1.31,-0.92,TAV1961_CAT_CONUS.zip
3917918,2.52,4.01,3.33,6.82,9.77,17.53,19.64,19.89,13.21,9.57,2.46,-0.36,TAV1961_CAT_CONUS.zip
3917920,2.43,3.83,4.22,7.75,10.32,18.22,20.13,20.33,13.28,9.81,2.79,-0.18,TAV1961_CAT_CONUS.zip
3917946,3.41,5.23,5.72,9.31,11.91,19.98,22.19,22.18,15.08,10.93,3.75,1,TAV1961_CAT_CONUS.zip
3917948,3.06,4.59,4.93,8.53,11.09,19.04,21.21,21.27,14.19,10.43,3.34,0.49,TAV1961_CAT_CONUS.zip
3917950,3.18,4.77,5.15,8.74,11.31,19.29,21.51,21.51,14.46,10.57,3.46,0.64,TAV1961_CAT_CONUS.zip
