COMID,CAT_TAV_JAN2007,CAT_TAV_FEB2007,CAT_TAV_MAR2007,CAT_TAV_APR2007,CAT_TAV_MAY2007,CAT_TAV_JUN2007,CAT_TAV_JUL2007,CAT_TAV_AUG2007,CAT_TAV_SEP2007,CAT_TAV_OCT2007,CAT_TAV_NOV2007,CAT_TAV_DEC2007,filename
3917070,-1.41,0.92,4.47,5.04,9.88,12.78,18.81,17.01,13.16,6.74,3.6,-1.63,TAV2007_CAT_CONUS.zip
3917072,-1.33,1.04,4.58,5.19,10.04,12.97,18.94,17.2,13.33,6.91,3.71,-1.53,TAV2007_CAT_CONUS.zip
3917082,-2.19,0.02,3.65,4.12,8.95,11.75,17.9,15.92,12.13,5.84,2.66,-2.77,TAV2007_CAT_CONUS.zip
3917084,-1.63,0.45,4.12,4.68,9.39,12.27,18.31,16.52,12.58,6.27,3.18,-2.24,TAV2007_CAT_CONUS.zip
3917106,-1.85,0.36,4.08,4.67,9.49,12.32,18.35,16.48,12.59,6.27,3.01,-2.43,TAV2007_CAT_CONUS.zip
3917114,-0.88,1.42,5.24,6.15,10.8,13.76,19.46,17.82,13.65,7.31,4.08,-1.29,TAV2007_CAT_CONUS.zip
3917130,-0.85,1.33,5.23,6.15,10.84,13.76,19.51,17.95,13.79,7.37,4.01,-1.36,TAV2007_CAT_CONUS.zip
3917136,-1.48,0.73,4.56,5.26,10.05,12.96,18.81,17.08,13.11,6.76,3.41,-2.11,TAV2007_CAT_CONUS.zip
3917138,-0.65,1.51,5.53,6.46,11.16,14.21,19.76,18.3,14.13,7.72,4.24,-1.35,TAV2007_CAT_CONUS.zip
3917154,-1.15,1.18,4.83,5.55,10.32,13.26,19.13,17.43,13.44,7.05,3.85,-1.44,TAV2007_CAT_CONUS.zip
3917156,-0.75,1.78,5.58,6.58,11.33,14.3,19.91,18.28,14.14,7.72,4.39,-0.93,TAV2007_CAT_CONUS.zip
3917158,0.49,3.62,7.72,9.54,14.1,17.37,22.11,20.67,16.09,9.43,5.91,0.8,TAV2007_CAT_CONUS.zip
3917160,0.36,3.5,7.5,9.19,13.73,16.88,21.77,20.32,15.79,9.28,5.64,0.64,TAV2007_CAT_CONUS.zip
3917162,-0.66,1.71,5.66,6.74,11.44,14.38,19.96,18.38,14.16,7.75,4.34,-1.03,TAV2007_CAT_CONUS.zip
3917164,0.15,2.87,6.92,8.25,12.87,15.96,21.26,19.89,15.56,8.92,5.55,0.17,TAV2007_CAT_CONUS.zip
3917172,-0.5,2.05,5.88,6.91,11.62,14.62,20.23,18.67,14.54,8.01,4.73,-0.59,TAV2007_CAT_CONUS.zip
3917176,-0.24,2.35,6.3,7.57,12.18,15.18,20.57,18.88,14.63,8.23,4.97,-0.31,TAV2007_CAT_CONUS.zip
3917178,-0.5,2.06,5.99,7.17,11.84,14.79,20.24,18.57,14.32,7.96,4.67,-0.66,TAV2007_CAT_CONUS.zip
3917194,-0.89,1.16,5.04,5.7,10.48,13.41,19.18,17.62,13.58,7.17,3.98,-1.41,TAV2007_CAT_CONUS.zip
3917198,0.44,3.81,7.86,9.67,14.23,17.52,22.23,20.89,16.22,9.51,5.86,0.87,TAV2007_CAT_CONUS.zip
3917200,0.38,4.04,8.07,9.94,14.51,17.88,22.61,21.33,16.5,9.57,5.83,0.85,TAV2007_CAT_CONUS.zip
3917212,0.07,2.6,6.71,7.97,12.61,15.74,20.93,19.38,14.99,8.52,5.44,0.07,TAV2007_CAT_CONUS.zip
3917214,0.36,3.65,7.72,9.46,14.05,17.29,22.03,20.64,15.97,9.37,5.79,0.73,TAV2007_CAT_CONUS.zip
3917218,0.35,3.8,7.82,9.67,14.24,17.49,22.17,20.78,16.1,9.47,5.74,0.79,TAV2007_CAT_CONUS.zip
3917220,0.32,3.85,7.85,9.71,14.28,17.53,22.19,20.81,16.11,9.48,5.71,0.79,TAV2007_CAT_CONUS.zip
3917228,0.32,3.85,7.85,9.71,14.28,17.53,22.19,20.81,16.11,9.48,5.71,0.79,TAV2007_CAT_CONUS.zip
3917230,0.11,4.29,8.05,10.18,14.95,18.51,23,22.25,17.1,9.52,5.69,0.88,TAV2007_CAT_CONUS.zip
3917244,0.1,4.23,8.11,10.2,14.96,18.4,23.03,22.21,16.97,9.62,5.72,0.83,TAV2007_CAT_CONUS.zip
3917250,0,2.35,6.49,7.58,12.27,15.41,20.66,19.13,14.75,8.31,5.38,-0.05,TAV2007_CAT_CONUS.zip
3917256,0.32,3.85,7.85,9.71,14.28,17.53,22.19,20.81,16.11,9.48,5.71,0.79,TAV2007_CAT_CONUS.zip
3917268,0.32,3.85,7.85,9.71,14.28,17.53,22.19,20.81,16.11,9.48,5.71,0.79,TAV2007_CAT_CONUS.zip
3917272,0.24,2.74,6.95,8.21,12.87,16.06,21.15,19.67,15.2,8.71,5.71,0.27,TAV2007_CAT_CONUS.zip
3917274,0.31,3.85,7.85,9.67,14.24,17.51,22.21,20.8,16.12,9.44,5.73,0.81,TAV2007_CAT_CONUS.zip
3917276,0.2,2.37,6.71,7.76,12.5,15.67,20.68,19.21,14.9,8.66,5.74,0.34,TAV2007_CAT_CONUS.zip
3917278,0.36,3.06,7.3,8.7,13.36,16.58,21.45,20.03,15.52,9.07,5.87,0.58,TAV2007_CAT_CONUS.zip
3917280,0.31,3.85,7.85,9.68,14.25,17.51,22.2,20.8,16.11,9.45,5.73,0.81,TAV2007_CAT_CONUS.zip
3917282,0.28,3.27,7.43,8.88,13.51,16.78,21.64,20.18,15.67,9.1,5.82,0.71,TAV2007_CAT_CONUS.zip
3917284,0.3,3.87,7.88,9.56,14.11,17.45,22.29,20.8,16.16,9.32,5.84,0.92,TAV2007_CAT_CONUS.zip
3917286,0.3,3.86,7.87,9.56,14.11,17.45,22.28,20.8,16.15,9.32,5.83,0.91,TAV2007_CAT_CONUS.zip
3917912,-0.63,1.94,5.81,6.93,11.65,14.62,20.13,18.48,14.27,7.89,4.51,-0.82,TAV2007_CAT_CONUS.zip
3917914,-0.56,1.59,5.57,6.47,11.27,14.35,19.86,18.38,14.27,7.73,4.37,-1.28,TAV2007_CAT_CONUS.zip
3917916,-0.8,1.33,5.29,6.18,10.9,13.86,19.53,18,13.86,7.45,4.08,-1.39,TAV2007_CAT_CONUS.zip
3917918,0.2,3.08,7.13,8.72,13.28,16.41,21.46,19.89,15.46,8.93,5.53,0.33,TAV2007_CAT_CONUS.zip
3917920,0.49,3.64,7.73,9.55,14.11,17.38,22.12,20.69,16.11,9.44,5.91,0.81,TAV2007_CAT_CONUS.zip
3917922,0.47,3.95,7.96,9.72,14.28,17.59,22.29,21.05,16.34,9.61,5.9,0.97,TAV2007_CAT_CONUS.zip
3917946,0.09,4.25,8,10.2,15.02,18.65,23.19,22.47,17.26,9.52,5.68,0.96,TAV2007_CAT_CONUS.zip
3917948,0.38,4.09,8.13,9.99,14.56,17.97,22.72,21.45,16.58,9.59,5.85,0.86,TAV2007_CAT_CONUS.zip
3917950,0.2,4.18,8.12,10.09,14.75,18.21,22.95,21.8,16.73,9.6,5.75,0.86,TAV2007_CAT_CONUS.zip
3917956,-1.18,0.77,4.54,5.06,9.85,12.72,18.56,16.76,12.81,6.6,3.86,-1.47,TAV2007_CAT_CONUS.zip
3917958,-1.06,0.87,4.7,5.3,10.12,13,18.77,16.93,13.03,6.79,4.09,-1.24,TAV2007_CAT_CONUS.zip
3917960,-0.92,1,4.91,5.59,10.4,13.3,18.95,17.12,13.22,6.99,4.31,-1.01,TAV2007_CAT_CONUS.zip
948010089,0.49,3.99,8.02,9.77,14.33,17.65,22.36,21.13,16.41,9.63,5.9,0.99,TAV2007_CAT_CONUS.zip
