COMID,CAT_TAV_JAN1989,CAT_TAV_FEB1989,CAT_TAV_MAR1989,CAT_TAV_APR1989,CAT_TAV_MAY1989,CAT_TAV_JUN1989,CAT_TAV_JUL1989,CAT_TAV_AUG1989,CAT_TAV_SEP1989,CAT_TAV_OCT1989,CAT_TAV_NOV1989,CAT_TAV_DEC1989,filename
3917070,-2.04,-0.41,1.79,6.87,8.81,13.94,17.36,15.82,15.3,7.66,2.24,0.7,TAV1989_CAT_CONUS.zip
3917072,-1.98,-0.4,2.03,7.08,9.04,14.15,17.54,16,15.4,7.82,2.4,0.74,TAV1989_CAT_CONUS.zip
3917082,-2.36,-0.24,1.45,6.11,8.36,13.59,17.18,15.49,15.11,7.29,1.75,0.43,TAV1989_CAT_CONUS.zip
3917084,-2.35,-0.38,1.04,6.07,8.03,13.24,16.87,15.21,15.01,7.12,1.59,0.39,TAV1989_CAT_CONUS.zip
3917106,-2.25,-0.1,1.58,6.28,8.5,13.71,17.32,15.63,15.26,7.41,1.88,0.51,TAV1989_CAT_CONUS.zip
3917114,-2.07,-0.44,1.81,6.93,8.66,13.82,17.22,15.71,15.22,7.51,2.12,0.6,TAV1989_CAT_CONUS.zip
3917130,-2.02,-0.01,1.69,6.73,8.71,13.81,17.42,15.78,15.48,7.63,2.09,0.6,TAV1989_CAT_CONUS.zip
3917136,-2.1,0.11,1.71,6.37,8.61,13.85,17.51,15.78,15.48,7.49,2,0.64,TAV1989_CAT_CONUS.zip
3917138,-1.87,0.38,1.72,6.53,8.7,13.91,17.67,15.9,15.78,7.6,2.13,0.8,TAV1989_CAT_CONUS.zip
3917154,-2.02,-0.41,1.92,7,8.87,14,17.4,15.87,15.32,7.68,2.27,0.68,TAV1989_CAT_CONUS.zip
3917156,-1.86,-0.41,2.67,7.66,9.4,14.53,17.7,16.3,15.43,7.98,2.7,0.82,TAV1989_CAT_CONUS.zip
3917158,-1.3,-0.31,5.67,10.84,11.61,16.94,18.82,18.13,15.15,9.1,4.61,1.48,TAV1989_CAT_CONUS.zip
3917160,-1.36,-0.21,5.21,10.29,11.2,16.5,18.53,17.79,15.18,9,4.4,1.48,TAV1989_CAT_CONUS.zip
3917162,-1.87,-0.04,2.33,7.28,9.19,14.28,17.7,16.17,15.59,7.9,2.47,0.74,TAV1989_CAT_CONUS.zip
3917164,-1.64,-0.36,4.2,9.25,10.47,15.67,18.08,17.08,15.16,8.56,3.75,1.19,TAV1989_CAT_CONUS.zip
3917172,-1.79,-0.37,3.19,8.23,9.79,14.95,17.82,16.56,15.28,8.22,3.12,0.98,TAV1989_CAT_CONUS.zip
3917176,-1.66,-0.21,3.68,8.63,10.07,15.22,17.96,16.77,15.39,8.37,3.33,1,TAV1989_CAT_CONUS.zip
3917178,-1.74,-0.25,3.07,8.01,9.65,14.78,17.85,16.51,15.47,8.11,2.91,0.89,TAV1989_CAT_CONUS.zip
3917194,-1.93,0.53,1.83,6.61,8.78,13.97,17.59,15.95,15.48,7.61,2.15,0.75,TAV1989_CAT_CONUS.zip
3917198,-1.01,-0.06,5.79,11.06,11.82,17.22,19.23,18.51,15.51,9.44,4.79,1.63,TAV1989_CAT_CONUS.zip
3917200,-0.63,0.14,5.97,11.44,12.17,17.69,19.85,19.12,15.99,9.87,5,1.8,TAV1989_CAT_CONUS.zip
3917230,-0.36,0.29,6.19,11.96,12.62,18.33,20.69,19.91,16.57,10.35,5.19,1.86,TAV1989_CAT_CONUS.zip
3917244,-0.36,0.3,6.18,11.89,12.58,18.26,20.6,19.81,16.47,10.27,5.18,1.87,TAV1989_CAT_CONUS.zip
3917912,-1.82,-0.4,2.78,7.74,9.45,14.58,17.75,16.36,15.48,8.01,2.73,0.83,TAV1989_CAT_CONUS.zip
3917914,-1.89,0.09,2.63,7.24,9.06,14.53,17.92,16.38,15.56,7.74,2.58,0.96,TAV1989_CAT_CONUS.zip
3917916,-1.9,0.3,1.76,6.64,8.79,13.92,17.64,15.91,15.7,7.66,2.14,0.72,TAV1989_CAT_CONUS.zip
3917918,-1.44,-0.25,4.76,9.82,10.89,16.13,18.41,17.49,15.27,8.79,4.05,1.28,TAV1989_CAT_CONUS.zip
3917920,-1.27,-0.28,5.68,10.86,11.63,16.97,18.86,18.17,15.18,9.13,4.63,1.49,TAV1989_CAT_CONUS.zip
3917946,-0.27,0.31,6.18,12.07,12.7,18.5,20.89,20.07,16.7,10.42,5.25,1.88,TAV1989_CAT_CONUS.zip
3917948,-0.6,0.15,6.02,11.53,12.25,17.8,19.97,19.24,16.05,9.93,5.03,1.81,TAV1989_CAT_CONUS.zip
3917950,-0.46,0.25,6.12,11.71,12.42,18.03,20.28,19.52,16.26,10.11,5.12,1.86,TAV1989_CAT_CONUS.zip
