COMID,CAT_PPT_JAN2001,CAT_PPT_FEB2001,CAT_PPT_MAR2001,CAT_PPT_APR2001,CAT_PPT_MAY2001,CAT_PPT_JUN2001,CAT_PPT_JUL2001,CAT_PPT_AUG2001,CAT_PPT_SEP2001,CAT_PPT_OCT2001,CAT_PPT_NOV2001,CAT_PPT_DEC2001,filename
3917070,50.03,34.92,47.79,42.84,17.91,14.13,23.51,2.27,28.03,25.51,118.94,187.79,PPT2001_CAT_CONUS.zip
3917072,48.85,34.05,47.2,42.39,18.28,14.23,24.24,2.34,27.87,24.99,116.35,185.05,PPT2001_CAT_CONUS.zip
3917082,34.76,35.91,41.64,41.82,15.06,10.19,24.35,1.79,26.9,18.88,124.59,139.4,PPT2001_CAT_CONUS.zip
3917084,38.45,38.9,44.2,41.5,14.24,12.15,24.04,1.83,27.03,20.22,129.09,151.12,PPT2001_CAT_CONUS.zip
3917106,33.53,34.42,40.77,40.9,15,10.85,23.81,1.73,25.62,18.27,122.03,134.94,PPT2001_CAT_CONUS.zip
3917114,38.22,36.36,44.51,41.76,14.53,14.16,23.58,1.45,24.87,20.12,121.82,150.64,PPT2001_CAT_CONUS.zip
3917130,36.88,37.79,44.15,39.28,14.98,13.9,22.22,1.67,23.92,19.4,126.26,144.02,PPT2001_CAT_CONUS.zip
3917136,27.73,27.68,35.71,39.82,14.46,10.87,23.8,1.59,23.21,15.82,110.99,116.58,PPT2001_CAT_CONUS.zip
3917138,22.98,21.68,31.51,38.04,13.59,12.39,23.03,1.39,20.11,13.63,101.18,100.94,PPT2001_CAT_CONUS.zip
3917154,44.63,35.06,46.14,42.13,16.75,14.18,23.97,1.99,26.7,23.05,118.75,171.37,PPT2001_CAT_CONUS.zip
3917156,40.17,32.79,45,42.63,16.72,14.65,23.48,1.49,24.22,20.97,113.51,156.75,PPT2001_CAT_CONUS.zip
3917158,25.45,24.57,27.94,34.87,12.7,15.61,18.05,0.67,17.2,12.2,96.72,110.11,PPT2001_CAT_CONUS.zip
3917160,28.36,29.11,32.71,37.4,14.41,14.91,18.4,0.83,18.19,13.29,105.97,114.15,PPT2001_CAT_CONUS.zip
3917162,36.17,35.84,44.21,40.44,15.83,14.45,22.18,1.37,22.85,19.17,120.53,141.87,PPT2001_CAT_CONUS.zip
3917164,28.92,34.34,42.8,42.8,16.49,14.96,20.2,1.03,18.35,14.45,115.69,115.66,PPT2001_CAT_CONUS.zip
3917172,37.61,34.17,45.2,42.81,17.23,14.68,21.94,1.57,22.42,19.18,115.94,145.91,PPT2001_CAT_CONUS.zip
3917176,35.71,32.07,44.82,42.72,15.26,15.73,20.12,1.3,20.64,19.37,110.87,136.59,PPT2001_CAT_CONUS.zip
3917178,36.36,35.47,45.39,43.13,16.6,15.27,21.96,1.08,22.11,19.34,116.02,141.98,PPT2001_CAT_CONUS.zip
3917194,33.89,37.96,44.37,41.96,17.24,10.58,23.44,1.52,23.01,19.28,122.99,131.73,PPT2001_CAT_CONUS.zip
3917198,26.33,21.99,25.91,31.44,12.55,15.55,17.75,0.46,15.95,12.22,93.27,106.99,PPT2001_CAT_CONUS.zip
3917200,23.77,16.54,24.86,25.93,12.21,11.4,18.18,0.09,14.07,11.64,78.95,101.22,PPT2001_CAT_CONUS.zip
3917212,32.59,31.77,42.83,42.5,14.69,16.69,19.54,1.15,20.29,18.78,110.14,134.72,PPT2001_CAT_CONUS.zip
3917214,25.93,23.24,28.48,33.12,12.93,17.14,17.68,0.43,16.06,12.56,96.68,110.13,PPT2001_CAT_CONUS.zip
3917218,25.73,21.24,24.97,30.9,12.44,16.8,17.28,0.4,15.51,11.43,93.08,106.3,PPT2001_CAT_CONUS.zip
3917220,25.8,20.46,24.27,29.97,12.39,17.09,17.1,0.34,15.12,11.26,92.23,105.4,PPT2001_CAT_CONUS.zip
3917228,25.8,20.46,24.27,29.97,12.39,17.09,17.1,0.34,15.12,11.26,92.23,105.4,PPT2001_CAT_CONUS.zip
3917230,16.15,14.24,11.65,20.7,11.73,7.55,21.06,0,17.49,9.93,58.31,92.4,PPT2001_CAT_CONUS.zip
3917244,16.73,14,14.33,22.17,11.86,8.34,19.71,0,16.9,10.08,60.71,92.5,PPT2001_CAT_CONUS.zip
3917250,34.35,33.26,45.51,44.13,14.89,17.1,19.97,1.28,21.43,20.56,112.78,142.84,PPT2001_CAT_CONUS.zip
3917256,25.8,20.46,24.27,29.97,12.39,17.09,17.1,0.34,15.12,11.26,92.23,105.4,PPT2001_CAT_CONUS.zip
3917268,25.8,20.46,24.27,29.97,12.39,17.09,17.1,0.34,15.12,11.26,92.23,105.4,PPT2001_CAT_CONUS.zip
3917272,30.16,32,42.62,42.85,14.64,17.2,19.61,0.96,19.96,18.24,110.72,132.51,PPT2001_CAT_CONUS.zip
3917274,26.54,20.91,24.57,29.96,12.35,17.42,17.06,0.38,15.16,11.27,92.8,105.51,PPT2001_CAT_CONUS.zip
3917276,35.26,58.74,68.59,51.47,18.53,18.99,19.76,1.18,22.81,21.17,133.18,152.21,PPT2001_CAT_CONUS.zip
3917278,29.23,38.91,46.86,42.38,15.5,17.97,18.84,0.75,19.18,16.57,113.79,128.63,PPT2001_CAT_CONUS.zip
3917280,26.36,20.79,24.49,29.96,12.36,17.34,17.07,0.37,15.15,11.27,92.66,105.48,PPT2001_CAT_CONUS.zip
3917282,31.29,38.39,44.25,39.1,15.03,18.8,18.06,0.77,18.38,15.3,111.18,124.81,PPT2001_CAT_CONUS.zip
3917284,29.21,22.52,25.64,29.93,12.22,18.63,16.94,0.53,15.34,11.35,94.84,105.92,PPT2001_CAT_CONUS.zip
3917286,29.07,22.43,25.58,29.93,12.22,18.56,16.94,0.52,15.33,11.34,94.73,105.89,PPT2001_CAT_CONUS.zip
3917912,38.27,32.07,44.19,42.47,16.14,14.81,23.37,1.23,23.47,20.24,111.91,150.96,PPT2001_CAT_CONUS.zip
3917914,21.47,22.99,30.97,36.66,13.73,9.34,26.34,2.14,19.2,13.91,98.8,99.27,PPT2001_CAT_CONUS.zip
3917916,30.8,31.78,39.16,39.31,15.42,13.36,22.3,1.55,22.03,16.96,115.84,124.09,PPT2001_CAT_CONUS.zip
3917918,29.34,28.49,36.65,38.96,14.11,15.67,18.85,0.91,18.31,15.19,104.13,119.5,PPT2001_CAT_CONUS.zip
3917920,25.63,24.34,27.73,34.51,12.69,15.59,18.02,0.65,17.08,12.25,96.46,109.8,PPT2001_CAT_CONUS.zip
3917922,27.99,21.43,25.11,30.01,12.59,15.32,17.78,0.44,15.79,12.94,93.07,106.72,PPT2001_CAT_CONUS.zip
3917946,16.54,17.84,9.9,18.98,11.25,5.46,23.95,0,15.31,8.81,64.75,91.04,PPT2001_CAT_CONUS.zip
3917948,23.1,15.47,24.98,24.89,12.15,10,18.43,0.02,13.77,11.64,75.42,100.11,PPT2001_CAT_CONUS.zip
3917950,20.6,14.33,18.18,23.61,12.02,9.23,20.63,0,13.99,10.94,65.78,95.75,PPT2001_CAT_CONUS.zip
3917956,49.1,48,56.72,46.68,17.99,16.02,21.42,2.05,26.63,26.97,131.72,178.55,PPT2001_CAT_CONUS.zip
3917958,44.09,55.89,61.52,48.76,15.36,12.99,22.2,1.65,26.75,26.69,135.46,183.89,PPT2001_CAT_CONUS.zip
3917960,40.38,64.11,65.46,49.89,15.71,12.25,22.42,1.28,26.41,25.24,142.43,181.77,PPT2001_CAT_CONUS.zip
948010089,27.89,20.64,24.78,29.11,12.51,14.96,17.79,0.35,15.26,12.89,91.53,105.1,PPT2001_CAT_CONUS.zip
