COMID,CAT_TAV_JAN2012,CAT_TAV_FEB2012,CAT_TAV_MAR2012,CAT_TAV_APR2012,CAT_TAV_MAY2012,CAT_TAV_JUN2012,CAT_TAV_JUL2012,CAT_TAV_AUG2012,CAT_TAV_SEP2012,CAT_TAV_OCT2012,CAT_TAV_NOV2012,CAT_TAV_DEC2012,filename
3917070,0.92,0.12,-0.05,4.64,9.03,11.36,18.03,20.55,18.13,10.52,3.76,-1.56,TAV2012_CAT_CONUS.zip
3917072,0.97,0.24,0.12,4.8,9.2,11.54,18.22,20.75,18.3,10.69,3.86,-1.51,TAV2012_CAT_CONUS.zip
3917082,0.23,-0.62,-0.92,3.53,8.2,10.55,17.17,19.65,17.37,9.99,3.21,-1.92,TAV2012_CAT_CONUS.zip
3917084,0.54,-0.3,-0.37,4.03,8.65,10.99,17.52,19.98,17.69,10.26,3.58,-1.65,TAV2012_CAT_CONUS.zip
3917106,0.53,-0.15,-0.31,4.09,8.73,11.09,17.68,20.14,17.8,10.4,3.65,-1.59,TAV2012_CAT_CONUS.zip
3917114,1.26,0.88,1.11,5.55,10.1,12.38,18.75,21.13,18.71,11.19,4.62,-0.8,TAV2012_CAT_CONUS.zip
3917130,1.23,0.89,1.13,5.44,9.99,12.33,18.77,21.11,18.65,11.18,4.63,-0.92,TAV2012_CAT_CONUS.zip
3917136,0.92,0.44,0.44,4.76,9.39,11.77,18.42,20.88,18.48,11.04,4.25,-1.07,TAV2012_CAT_CONUS.zip
3917138,1.64,1.5,1.84,6.02,10.61,12.99,19.64,22.06,19.56,12.05,5.29,-0.24,TAV2012_CAT_CONUS.zip
3917154,1.07,0.48,0.49,5.07,9.54,11.85,18.41,20.88,18.45,10.87,4.15,-1.23,TAV2012_CAT_CONUS.zip
3917156,1.52,1.34,1.53,6.13,10.58,12.86,19.3,21.71,19.17,11.57,4.91,-0.58,TAV2012_CAT_CONUS.zip
3917158,2.16,3.28,4.18,8.89,13.09,15.62,21.27,23.03,19.77,12.63,6.56,1.44,TAV2012_CAT_CONUS.zip
3917160,2.2,3.21,3.92,8.58,12.87,15.33,21.06,23.02,19.86,12.72,6.53,1.25,TAV2012_CAT_CONUS.zip
3917162,1.5,1.42,1.7,6.09,10.61,12.92,19.28,21.59,19.07,11.56,5.04,-0.55,TAV2012_CAT_CONUS.zip
3917164,2.02,2.5,2.96,7.6,11.99,14.29,20.51,22.85,19.93,12.46,5.89,0.43,TAV2012_CAT_CONUS.zip
3917172,1.57,1.51,1.71,6.36,10.76,13.08,19.49,21.91,19.21,11.68,5.01,-0.41,TAV2012_CAT_CONUS.zip
3917176,1.76,1.94,2.2,6.83,11.25,13.57,19.67,21.87,19.11,11.78,5.36,0.01,TAV2012_CAT_CONUS.zip
3917178,1.64,1.72,1.97,6.53,11,13.28,19.5,21.76,19.16,11.68,5.22,-0.25,TAV2012_CAT_CONUS.zip
3917194,0.87,0.41,0.38,4.71,9.32,11.6,18.36,20.76,18.38,10.75,4.1,-1.32,TAV2012_CAT_CONUS.zip
3917198,2.08,3.34,4.31,9.02,13.14,15.72,21.37,23.09,19.74,12.61,6.56,1.5,TAV2012_CAT_CONUS.zip
3917200,1.82,3.34,4.59,9.26,13.25,15.92,21.6,23.23,19.7,12.46,6.48,1.58,TAV2012_CAT_CONUS.zip
3917212,1.88,2.32,2.66,7.25,11.64,14.02,20.05,22.17,19.3,12.02,5.68,0.35,TAV2012_CAT_CONUS.zip
3917214,2.07,3.22,4.15,8.8,12.97,15.54,21.2,23.07,19.72,12.53,6.45,1.35,TAV2012_CAT_CONUS.zip
3917218,2.04,3.28,4.3,9.01,13.13,15.72,21.31,23.1,19.68,12.51,6.48,1.47,TAV2012_CAT_CONUS.zip
3917220,2.02,3.28,4.34,9.04,13.14,15.75,21.32,23.12,19.66,12.49,6.47,1.48,TAV2012_CAT_CONUS.zip
3917228,2.02,3.28,4.34,9.04,13.14,15.75,21.32,23.12,19.66,12.49,6.47,1.48,TAV2012_CAT_CONUS.zip
3917230,1.73,3.52,4.91,9.62,13.35,16.15,21.9,23.42,19.78,12.43,6.51,1.75,TAV2012_CAT_CONUS.zip
3917244,1.7,3.53,4.9,9.61,13.41,16.2,21.97,23.51,19.87,12.5,6.53,1.77,TAV2012_CAT_CONUS.zip
3917250,1.79,2.1,2.31,6.87,11.29,13.66,19.77,21.96,19.18,11.85,5.47,0.1,TAV2012_CAT_CONUS.zip
3917256,2.02,3.28,4.34,9.04,13.14,15.75,21.32,23.12,19.66,12.49,6.47,1.48,TAV2012_CAT_CONUS.zip
3917268,2.02,3.28,4.34,9.04,13.14,15.75,21.32,23.12,19.66,12.49,6.47,1.48,TAV2012_CAT_CONUS.zip
3917272,2.01,2.6,3,7.55,11.94,14.35,20.35,22.47,19.56,12.27,5.95,0.57,TAV2012_CAT_CONUS.zip
3917274,2.03,3.3,4.34,9.03,13.15,15.75,21.31,23.13,19.68,12.51,6.49,1.49,TAV2012_CAT_CONUS.zip
3917276,1.96,2.13,2.35,6.77,11.34,13.57,19.91,22.22,19.55,12.01,5.59,0.08,TAV2012_CAT_CONUS.zip
3917278,2.09,2.81,3.4,7.93,12.31,14.71,20.7,22.77,19.75,12.41,6.16,0.83,TAV2012_CAT_CONUS.zip
3917280,2.03,3.29,4.34,9.03,13.15,15.75,21.31,23.12,19.68,12.5,6.49,1.48,TAV2012_CAT_CONUS.zip
3917282,2.06,2.89,3.57,8.13,12.47,14.9,20.78,22.82,19.72,12.37,6.2,0.95,TAV2012_CAT_CONUS.zip
3917284,2.11,3.39,4.36,9.03,13.21,15.79,21.31,23.17,19.79,12.59,6.6,1.53,TAV2012_CAT_CONUS.zip
3917286,2.1,3.38,4.35,9.03,13.2,15.78,21.31,23.16,19.78,12.58,6.59,1.52,TAV2012_CAT_CONUS.zip
3917912,1.66,1.62,1.91,6.46,10.94,13.21,19.55,21.89,19.35,11.77,5.19,-0.33,TAV2012_CAT_CONUS.zip
3917914,1.61,1.44,1.77,5.9,10.56,12.96,19.7,22.07,19.62,12.08,5.24,-0.29,TAV2012_CAT_CONUS.zip
3917916,1.35,1.1,1.3,5.56,10.12,12.47,19.04,21.41,18.94,11.45,4.82,-0.72,TAV2012_CAT_CONUS.zip
3917918,2.03,2.74,3.35,8.01,12.33,14.75,20.61,22.58,19.53,12.32,6.09,0.84,TAV2012_CAT_CONUS.zip
3917920,2.15,3.29,4.19,8.9,13.09,15.63,21.28,23.03,19.77,12.63,6.56,1.44,TAV2012_CAT_CONUS.zip
3917922,2.1,3.43,4.37,9.1,13.18,15.76,21.45,23.12,19.81,12.7,6.65,1.56,TAV2012_CAT_CONUS.zip
3917946,1.83,3.63,4.9,9.67,13.69,16.37,22.02,23.63,19.82,12.6,6.5,1.66,TAV2012_CAT_CONUS.zip
3917948,1.76,3.35,4.65,9.32,13.28,15.96,21.67,23.25,19.7,12.44,6.48,1.61,TAV2012_CAT_CONUS.zip
3917950,1.72,3.47,4.79,9.49,13.38,16.12,21.86,23.43,19.83,12.5,6.51,1.69,TAV2012_CAT_CONUS.zip
3917956,0.68,-0.08,-0.58,4.03,8.51,10.75,17.26,19.67,17.34,9.88,3.36,-1.93,TAV2012_CAT_CONUS.zip
3917958,0.84,0.15,-0.37,4.26,8.7,10.9,17.38,19.8,17.43,9.98,3.51,-1.81,TAV2012_CAT_CONUS.zip
3917960,0.95,0.38,-0.09,4.49,8.95,11.13,17.62,20.01,17.6,10.14,3.72,-1.64,TAV2012_CAT_CONUS.zip
948010089,2.06,3.44,4.42,9.14,13.2,15.8,21.49,23.14,19.78,12.68,6.64,1.58,TAV2012_CAT_CONUS.zip
