COMID,CAT_RUN_JAN2014,CAT_RUN_FEB2014,CAT_RUN_MAR2014,CAT_RUN_APR2014,CAT_RUN_MAY2014,CAT_RUN_JUN2014,CAT_RUN_JUL2014,CAT_RUN_AUG2014,CAT_RUN_SEP2014,CAT_RUN_OCT2014,CAT_RUN_NOV2014,CAT_RUN_DEC2014,filename
3917070,1.36,45.92,73.75,41.79,22.04,10.58,6.33,2.85,3.67,4.76,12.05,102.18,RUN2014_CAT_CONUS.zip
3917072,1.36,46.68,71.78,40.16,21.16,10.13,6.11,2.75,3.63,4.72,11.41,103.07,RUN2014_CAT_CONUS.zip
3917082,1.54,50.95,98.35,55.36,28.84,13.87,9.2,3.74,4.52,5.33,23.38,102.85,RUN2014_CAT_CONUS.zip
3917084,1.48,62.56,93.42,52.34,27.26,13.13,8.36,3.55,4.24,5.11,30.43,110.26,RUN2014_CAT_CONUS.zip
3917106,1.47,46.16,87.6,48.41,25.21,12.13,8.11,3.31,4.2,4.97,18.54,97.26,RUN2014_CAT_CONUS.zip
3917114,1.37,40.36,62.13,33.7,17.61,8.45,5.32,2.37,3.32,4.19,20.01,72.37,RUN2014_CAT_CONUS.zip
3917130,1.33,37.26,60.26,31.7,16.48,7.93,5.15,2.25,3.27,4.02,11.01,81.16,RUN2014_CAT_CONUS.zip
3917136,1.34,44.97,78.05,41.83,21.77,10.48,7.25,2.9,3.99,4.68,14.9,97.45,RUN2014_CAT_CONUS.zip
3917138,1.16,44.74,58.99,29.15,15.14,7.31,5.26,2.11,3.43,4.05,10.41,95.6,RUN2014_CAT_CONUS.zip
3917154,1.36,44.66,68.42,37.87,19.89,9.53,5.84,2.61,3.51,4.52,15.13,91.49,RUN2014_CAT_CONUS.zip
3917156,1.3,21.08,45.41,24.12,12.76,6.08,3.83,1.76,2.89,3.83,6.23,53.67,RUN2014_CAT_CONUS.zip
3917158,1.27,5.12,25.35,12.01,6.4,3.1,2.04,1.01,2.38,3.22,2.93,13.73,RUN2014_CAT_CONUS.zip
3917160,1.23,5.02,25.4,12.04,6.39,3.08,2.04,1,2.38,3.23,3.11,15.86,RUN2014_CAT_CONUS.zip
3917162,1.3,17.62,43.4,22.75,11.86,5.7,3.79,1.69,2.85,3.6,3,51.39,RUN2014_CAT_CONUS.zip
3917164,1.25,4.69,30.35,14.64,7.77,3.73,2.43,1.17,2.46,3.34,3.04,25.83,RUN2014_CAT_CONUS.zip
3917172,1.3,22.65,48.58,25.85,13.65,6.54,4.04,1.86,2.97,3.93,6.65,58.2,RUN2014_CAT_CONUS.zip
3917176,1.35,4.5,34.3,16.7,8.79,4.21,2.76,1.3,2.57,3.4,2.91,17.66,RUN2014_CAT_CONUS.zip
3917178,1.33,4.55,35.61,20.51,10.72,5.16,3.33,1.54,2.71,3.51,2.94,23.43,RUN2014_CAT_CONUS.zip
3917194,1.14,21.81,54.01,31.51,16.31,7.92,5.41,2.25,3.41,4.05,4.62,68.31,RUN2014_CAT_CONUS.zip
3917198,1.2,5.08,21.76,10.26,5.51,2.65,1.79,0.91,2.28,3.1,2.75,10.13,RUN2014_CAT_CONUS.zip
