COMID,CAT_PPT_JAN1998,CAT_PPT_FEB1998,CAT_PPT_MAR1998,CAT_PPT_APR1998,CAT_PPT_MAY1998,CAT_PPT_JUN1998,CAT_PPT_JUL1998,CAT_PPT_AUG1998,CAT_PPT_SEP1998,CAT_PPT_OCT1998,CAT_PPT_NOV1998,CAT_PPT_DEC1998,filename
3917070,224.12,121.1,98.66,57.66,119.63,46.65,11.98,1.11,18.75,47.19,220.79,77.31,PPT1998_CAT_CONUS.zip
3917072,219.51,119.4,97.77,56.5,121.19,46.9,12.04,1.15,18.48,46.49,217.45,73.99,PPT1998_CAT_CONUS.zip
3917082,173.1,132.13,87.17,57.58,98.68,56.16,15.79,0.7,18.09,43.35,223.54,57.35,PPT1998_CAT_CONUS.zip
3917084,188.97,133.43,92.31,56.32,97.38,54.33,14.56,0.78,18.03,44.21,228.15,61.59,PPT1998_CAT_CONUS.zip
3917106,169.68,131.68,85.43,55.28,99.69,55.93,15.6,0.69,17.72,41.88,219.95,55.79,PPT1998_CAT_CONUS.zip
3917114,191.76,125.43,93.04,56.59,102.38,51.35,13.03,0.7,17.41,42.78,220.51,61.2,PPT1998_CAT_CONUS.zip
3917130,187.87,129.89,92.12,50.89,103.67,55.65,13.85,0.77,17.26,41.61,224.59,58.56,PPT1998_CAT_CONUS.zip
3917136,147.27,133.91,75.11,52.47,98.83,54.34,16.16,0.61,16.96,37.76,204.65,49.91,PPT1998_CAT_CONUS.zip
3917138,130.52,135.52,66.51,47.96,98.36,51.96,15.96,0.56,15.98,33.34,190.46,44.88,PPT1998_CAT_CONUS.zip
3917154,208.5,121.99,95.91,56.52,113.52,48.72,12.45,0.97,18.06,45.03,218.88,68.92,PPT1998_CAT_CONUS.zip
3917156,196.58,118.09,93.81,57.94,113.96,47.75,11.97,0.77,17.22,42.6,213.5,63.66,PPT1998_CAT_CONUS.zip
3917158,149.41,126.94,63.76,36.82,97.66,37.53,9.23,0.2,14.45,34.17,177.97,46.65,PPT1998_CAT_CONUS.zip
3917160,156.96,125.96,72.94,45.73,102.42,36.08,9.2,0.35,14.36,35.22,198.35,50.14,PPT1998_CAT_CONUS.zip
3917162,186.93,125.72,91.76,53.6,108.26,53.7,13.22,0.67,16.97,40.91,219.02,57.82,PPT1998_CAT_CONUS.zip
3917164,161.96,130.96,90.2,57.83,112.37,41.36,10.15,0.53,14.62,36.85,214.88,50.8,PPT1998_CAT_CONUS.zip
3917172,187.45,125.63,94.29,57.78,115.93,44.03,11.08,0.79,16.36,41.13,216.24,61.07,PPT1998_CAT_CONUS.zip
3917176,188,127.73,92.32,58.29,109.31,45.23,11.14,0.61,16.19,40.81,207.21,57.06,PPT1998_CAT_CONUS.zip
3917178,189.24,126.91,92.94,59.7,112.45,48.57,11.97,0.56,16.7,41.14,214.23,58.48,PPT1998_CAT_CONUS.zip
3917194,176.41,164.58,89.58,56.58,115.95,57.01,14.93,0.68,17.27,39.39,218.45,54.18,PPT1998_CAT_CONUS.zip
