COMID,CAT_PPT_JAN1975,CAT_PPT_FEB1975,CAT_PPT_MAR1975,CAT_PPT_APR1975,CAT_PPT_MAY1975,CAT_PPT_JUN1975,CAT_PPT_JUL1975,CAT_PPT_AUG1975,CAT_PPT_SEP1975,CAT_PPT_OCT1975,CAT_PPT_NOV1975,CAT_PPT_DEC1975,filename
3917070,93.58,213.35,266.44,51.69,20,64.86,34.86,20.47,12.17,113.45,84.27,91.08,PPT1975_CAT_CONUS.zip
3917072,90.61,214.1,265.91,47.08,19.95,65.12,33.58,21.18,11.47,112.88,79.49,88.34,PPT1975_CAT_CONUS.zip
3917082,84.18,197.21,259.52,49.67,7.35,67.63,29.74,34.29,8.01,104.29,79.36,83.85,PPT1975_CAT_CONUS.zip
3917084,85.93,196.83,252.94,53.75,10.58,62.13,30,28.27,7.75,109.23,83.24,86.82,PPT1975_CAT_CONUS.zip
3917106,79.03,186.53,236.82,45.25,8.02,65.15,28.38,30.72,8.21,102.25,75.74,78.56,PPT1975_CAT_CONUS.zip
3917114,79.2,181.14,222.97,47.5,12.57,52.09,26.61,17.82,8.1,103.64,77.74,81.89,PPT1975_CAT_CONUS.zip
3917130,70.73,170.81,195.48,40.77,11.77,57.14,25.84,18.23,8.65,101.4,74.3,72.26,PPT1975_CAT_CONUS.zip
3917136,72.58,170.45,206.31,38.55,7.54,61.2,26.46,28.96,7.97,98.88,68.05,69.94,PPT1975_CAT_CONUS.zip
3917138,63.17,147.01,157.46,30.25,8.92,53.28,23.76,22.16,7.76,96.3,59.82,59.04,PPT1975_CAT_CONUS.zip
3917154,86.17,201.14,249.14,47.42,16.97,59.98,30.85,19.94,10.11,109.33,78.95,85.89,PPT1975_CAT_CONUS.zip
3917156,79.65,182.91,214.23,42.2,15.62,53.01,27.23,14.03,9.91,100.86,74.53,81.09,PPT1975_CAT_CONUS.zip
3917158,61.47,87.19,110.07,24.79,5.53,34.46,13.36,5.59,7.29,80.77,40.84,60.43,PPT1975_CAT_CONUS.zip
3917160,67.95,91.28,106.2,28.76,6.39,36.45,15.35,6.17,7.19,83.47,41.13,68.61,PPT1975_CAT_CONUS.zip
3917162,69.02,165.85,187.26,38.31,11.83,52.29,23.94,14.14,8.98,96.24,72.61,70.12,PPT1975_CAT_CONUS.zip
3917164,76.38,151.62,113.21,40.54,10.3,45.12,23.34,7.83,7.71,89.27,71.07,80.8,PPT1975_CAT_CONUS.zip
3917172,81.73,179.77,180.92,43.96,14.46,53.69,27.87,13.61,9.34,99.24,75.77,83.28,PPT1975_CAT_CONUS.zip
3917176,69.14,173.28,172.86,46.17,7.63,41.63,18.61,12.57,6.68,87.22,75.77,65.83,PPT1975_CAT_CONUS.zip
3917178,73.62,172.2,193.69,43.85,10.43,44.63,22.21,11.82,8.1,92.2,76.53,72.71,PPT1975_CAT_CONUS.zip
3917194,79.1,203.77,218.15,50.76,5.96,52.57,25.1,21.77,7.37,94.47,81.84,66.96,PPT1975_CAT_CONUS.zip
3917198,57.19,86.14,109.25,23.17,5.38,32.77,13.05,5.7,6.8,80.43,37.85,56.2,PPT1975_CAT_CONUS.zip
3917200,48.08,82.76,106.02,20.96,4.72,27.52,12.12,6.09,5.73,77.88,33.85,46.76,PPT1975_CAT_CONUS.zip
3917212,65.69,151.17,156.67,43.33,6.74,39.35,18.01,12.92,6.65,86.79,69.72,62.62,PPT1975_CAT_CONUS.zip
3917214,53.87,100.59,123.11,28.52,6.04,32.07,15.3,8.11,6.55,78.6,43.27,53.69,PPT1975_CAT_CONUS.zip
3917218,53.76,94.47,120.77,25.62,5.6,30.95,13.81,6.91,6.52,76.97,38.41,52.89,PPT1975_CAT_CONUS.zip
3917220,51.94,96.2,123.31,25.82,5.62,30.13,13.92,7.23,6.34,76.08,37.84,51.12,PPT1975_CAT_CONUS.zip
3917228,51.94,96.2,123.31,25.82,5.62,30.13,13.92,7.23,6.34,76.08,37.84,51.12,PPT1975_CAT_CONUS.zip
3917230,43.71,64.43,87.75,14.62,3.92,23.09,12.25,3.24,4.75,80.04,28.93,40.32,PPT1975_CAT_CONUS.zip
3917244,45.89,69.11,88.32,15.32,4.05,23.83,11.07,3.92,4.9,79.5,31.6,40.65,PPT1975_CAT_CONUS.zip
