COMID,CAT_PPT_JAN1983,CAT_PPT_FEB1983,CAT_PPT_MAR1983,CAT_PPT_APR1983,CAT_PPT_MAY1983,CAT_PPT_JUN1983,CAT_PPT_JUL1983,CAT_PPT_AUG1983,CAT_PPT_SEP1983,CAT_PPT_OCT1983,CAT_PPT_NOV1983,CAT_PPT_DEC1983,filename
3917070,114.65,180.54,146.23,40.69,27.53,31.42,7.94,93.7,23.34,34.65,264.56,245.12,PPT1983_CAT_CONUS.zip
3917072,115.45,174.63,133.13,37.86,26.44,31.14,7.74,89.62,22.87,36.15,256.72,245.31,PPT1983_CAT_CONUS.zip
3917082,106.22,163.53,152.96,41.2,18.43,21.79,6.03,83.49,20.54,31.59,235.4,264.15,PPT1983_CAT_CONUS.zip
3917084,108.5,170.87,160.96,44.82,21.82,22.65,6.22,88.07,19.43,31.43,239.44,252.8,PPT1983_CAT_CONUS.zip
3917106,107.95,155.82,147.93,40.99,18.02,21.1,5.79,73.87,19.74,32.18,220.49,253.32,PPT1983_CAT_CONUS.zip
3917114,109.78,164,134.34,37.46,21.77,22.96,5.94,73.72,16.57,30.27,218.67,229.44,PPT1983_CAT_CONUS.zip
3917130,116.48,150.77,145.64,44.74,21.5,20.5,5.34,58.92,16.9,33.95,196.3,229.81,PPT1983_CAT_CONUS.zip
3917136,110.76,143,140.04,38.81,14.34,19.82,5.6,60.52,19.26,32.06,201.89,237.39,PPT1983_CAT_CONUS.zip
3917138,114.65,127.57,130.83,38.2,12.07,18.35,5.3,42.26,17.55,32.68,174.39,210.91,PPT1983_CAT_CONUS.zip
3917154,113.17,170.6,134.25,37.89,24.61,27.85,7.02,83.55,20.37,33.79,241.87,239.26,PPT1983_CAT_CONUS.zip
3917156,111.49,162.76,114.11,30.9,22.17,26.19,6.47,70.71,18.04,31.71,218.99,223.2,PPT1983_CAT_CONUS.zip
3917158,84.36,98.43,88.41,17.4,15.03,15.48,2.94,38.88,14.98,23.1,113.8,179.23,PPT1983_CAT_CONUS.zip
3917160,82.27,122.23,84.06,19.65,16.92,17.64,3.08,43.16,14.88,25.75,118.38,192.02,PPT1983_CAT_CONUS.zip
3917162,123.71,151,132.85,40.55,19.74,20.91,5.14,50.72,15.99,33.47,191.6,220.47,PPT1983_CAT_CONUS.zip
3917164,95.18,163.53,103.16,24.52,19.5,21.3,5.51,75.86,16.74,27.71,170.49,211.33,PPT1983_CAT_CONUS.zip
