COMID,CAT_RUN_JAN1946,CAT_RUN_FEB1946,CAT_RUN_MAR1946,CAT_RUN_APR1946,CAT_RUN_MAY1946,CAT_RUN_JUN1946,CAT_RUN_JUL1946,CAT_RUN_AUG1946,CAT_RUN_SEP1946,CAT_RUN_OCT1946,CAT_RUN_NOV1946,CAT_RUN_DEC1946,filename
3917070,55.92,72.69,66.91,55.45,36.05,18.25,9.15,4.19,2.85,3.06,18.86,36.26,RUN1946_CAT_CONUS.zip
3917072,57.96,72.87,68.49,51.52,27.88,14.13,7.05,3.18,2.35,2.78,18.92,35.65,RUN1946_CAT_CONUS.zip
3917082,49.9,68.83,61.02,66.34,36.88,18.33,9.95,4.31,3.1,2.71,10.91,31.81,RUN1946_CAT_CONUS.zip
3917084,49.08,70.14,59.01,69.09,42.94,21.61,11.38,5.07,3.39,2.93,20.75,38.16,RUN1946_CAT_CONUS.zip
3917106,50.27,67.58,57.49,55.4,30.63,15.25,8.35,3.55,2.67,2.48,11.02,28.93,RUN1946_CAT_CONUS.zip
3917114,47.36,64.91,50,47.67,29.67,15.22,7.74,3.44,2.4,2.72,16.08,31.15,RUN1946_CAT_CONUS.zip
3917130,49.64,65.84,50.51,36.96,23.99,12.23,6.55,2.75,2.12,2.31,13.53,26.41,RUN1946_CAT_CONUS.zip
3917136,52.19,66.3,52.3,42.09,22.73,11.3,6.31,2.59,2.15,2.09,13.9,25.98,RUN1946_CAT_CONUS.zip
3917138,53.62,64.45,44.13,22.36,12.49,6.33,3.63,1.36,1.43,1.62,20.3,23.39,RUN1946_CAT_CONUS.zip
3917154,53.71,69.78,61.19,50.42,28.94,14.74,7.41,3.33,2.39,2.76,17.96,34.04,RUN1946_CAT_CONUS.zip
3917156,50.99,63.92,53.13,33.43,18.52,9.64,4.66,2.05,1.64,2.56,9.55,24.73,RUN1946_CAT_CONUS.zip
3917158,33.66,19.24,10.32,5.23,3.74,2.57,0.9,0.29,0.45,1.89,2.57,0.91,RUN1946_CAT_CONUS.zip
3917160,41.26,24.15,12.67,6.48,4.41,2.94,1.06,0.36,0.53,1.86,2.57,1.01,RUN1946_CAT_CONUS.zip
3917162,49.17,62.91,46.83,26.9,20.29,10.47,5.42,2.3,1.8,2.36,7.07,20.82,RUN1946_CAT_CONUS.zip
3917164,53.42,48.13,45.83,22.95,13,7.03,3.19,1.39,1.12,2.3,3.22,8.52,RUN1946_CAT_CONUS.zip
3917172,55.64,59.26,55.19,35.34,19.87,10.31,4.97,2.22,1.68,2.52,9.98,20.28,RUN1946_CAT_CONUS.zip
3917176,56.39,55.03,46.67,41.36,32.99,16.91,8.46,3.92,2.44,2.77,4.07,17.22,RUN1946_CAT_CONUS.zip
3917178,51.03,58.97,45.04,32.78,31.4,16.18,7.98,3.72,2.37,2.88,3.92,18.76,RUN1946_CAT_CONUS.zip
3917194,63.36,76.92,67.24,56.46,47.43,23.9,12.45,5.77,3.49,2.86,12.17,31.7,RUN1946_CAT_CONUS.zip
3917198,31.06,17.08,9.13,4.67,3.41,2.43,0.83,0.25,0.41,1.81,2.58,0.88,RUN1946_CAT_CONUS.zip
3917200,23.81,12.49,6.79,3.51,2.71,2.04,0.7,0.19,0.34,1.68,2.58,0.79,RUN1946_CAT_CONUS.zip
3917212,59.32,58.48,44.45,37.12,28.9,14.87,7.49,3.42,2.15,2.63,7.88,21.94,RUN1946_CAT_CONUS.zip
3917214,43.01,30.61,17.01,8.55,5.39,3.25,1.44,0.5,0.54,1.87,4.96,6.03,RUN1946_CAT_CONUS.zip
3917218,36.52,21.01,11.2,5.64,3.87,2.54,1.01,0.32,0.42,1.81,2.8,0.88,RUN1946_CAT_CONUS.zip
3917220,37.2,21.43,11.42,5.74,3.91,2.54,1.04,0.33,0.42,1.8,2.86,0.88,RUN1946_CAT_CONUS.zip
3917228,37.2,21.43,11.42,5.74,3.91,2.54,1.04,0.33,0.42,1.8,2.86,0.88,RUN1946_CAT_CONUS.zip
3917230,6.87,4.26,2.26,1.43,1.56,1.67,0.34,0.05,0.26,1.65,2.25,0.67,RUN1946_CAT_CONUS.zip
3917244,9.58,5.21,2.8,1.66,1.7,1.7,0.39,0.07,0.27,1.64,2.34,0.7,RUN1946_CAT_CONUS.zip
3917250,64.75,69.18,53.19,45.51,35.58,18.15,9.25,4.25,2.6,2.84,9.9,29.17,RUN1946_CAT_CONUS.zip
3917256,37.2,21.43,11.42,5.74,3.91,2.54,1.04,0.33,0.42,1.8,2.86,0.88,RUN1946_CAT_CONUS.zip
3917268,37.2,21.43,11.42,5.74,3.91,2.54,1.04,0.33,0.42,1.8,2.86,0.88,RUN1946_CAT_CONUS.zip
3917272,61.65,62.07,42.28,30.25,21.96,11.4,5.75,2.54,1.71,2.44,10.31,24.41,RUN1946_CAT_CONUS.zip
3917274,37.73,21.94,11.66,5.87,3.98,2.52,1.07,0.33,0.43,1.73,2.88,0.87,RUN1946_CAT_CONUS.zip
3917276,75.73,72.1,78.19,42.28,25.03,12.62,6.94,2.88,2.05,2.65,18.88,37,RUN1946_CAT_CONUS.zip
3917278,59.54,52.45,43.72,21.81,12.26,6.5,3.4,1.32,1.1,2.17,11.85,21.11,RUN1946_CAT_CONUS.zip
3917280,37.59,21.81,11.6,5.84,3.96,2.52,1.06,0.33,0.42,1.75,2.87,0.87,RUN1946_CAT_CONUS.zip
3917282,54.62,43.18,40.32,20.09,11.33,5.91,3.2,1.21,1.03,1.97,9.85,15.76,RUN1946_CAT_CONUS.zip
3917284,39.62,23.76,12.54,6.37,4.24,2.45,1.2,0.36,0.47,1.51,2.96,0.86,RUN1946_CAT_CONUS.zip
3917286,39.52,23.66,12.49,6.34,4.22,2.45,1.19,0.35,0.46,1.52,2.95,0.86,RUN1946_CAT_CONUS.zip
3917912,48.15,61.15,46.61,27.8,16.4,8.63,4.12,1.8,1.48,2.51,6.96,22.1,RUN1946_CAT_CONUS.zip
3917914,57.4,66.26,41.64,21.73,12.3,6.13,3.63,1.32,1.37,1.58,16.77,22.36,RUN1946_CAT_CONUS.zip
3917916,54.31,67.23,50.3,31.86,27.33,13.82,7.38,3.21,2.33,2.24,14.79,24.23,RUN1946_CAT_CONUS.zip
3917918,45.97,35.55,26.09,19.85,15.28,8.2,3.88,1.72,1.24,2.22,3.41,7.21,RUN1946_CAT_CONUS.zip
3917920,33.13,18.81,10.08,5.12,3.68,2.55,0.88,0.28,0.44,1.88,2.56,0.9,RUN1946_CAT_CONUS.zip
3917922,26.83,13.68,7.27,3.83,3,2.33,0.69,0.2,0.39,1.81,2.47,0.88,RUN1946_CAT_CONUS.zip
3917946,6.45,6.76,3.57,1.98,1.82,1.72,0.47,0.09,0.25,1.62,2.47,0.66,RUN1946_CAT_CONUS.zip
3917948,20.94,10.62,5.84,3.05,2.46,1.92,0.63,0.16,0.32,1.66,2.54,0.76,RUN1946_CAT_CONUS.zip
3917950,15.9,7.87,4.32,2.37,2.09,1.83,0.52,0.11,0.3,1.65,2.4,0.74,RUN1946_CAT_CONUS.zip
3917956,71.17,87.21,87.82,99.16,96.24,48.33,24.75,11.87,6.54,4.58,8.94,43.21,RUN1946_CAT_CONUS.zip
3917958,75.51,84.57,89.22,100.37,93.01,46.65,23.89,11.46,6.27,4.38,20.24,52.72,RUN1946_CAT_CONUS.zip
3917960,76.68,81.11,86.73,92.24,86.61,43.46,22.26,10.65,5.86,4.17,25.31,54.38,RUN1946_CAT_CONUS.zip
948010089,25.18,12.51,6.66,3.53,2.83,2.25,0.65,0.18,0.38,1.76,2.44,0.87,RUN1946_CAT_CONUS.zip
