COMID,CAT_RUN_JAN1991,CAT_RUN_FEB1991,CAT_RUN_MAR1991,CAT_RUN_APR1991,CAT_RUN_MAY1991,CAT_RUN_JUN1991,CAT_RUN_JUL1991,CAT_RUN_AUG1991,CAT_RUN_SEP1991,CAT_RUN_OCT1991,CAT_RUN_NOV1991,CAT_RUN_DEC1991,filename
3917070,6.02,25.95,55.75,35.8,35.08,17.77,9.26,4.3,2.32,2.66,3.12,5,RUN1991_CAT_CONUS.zip
3917072,3.16,22.15,55.55,30.84,30.38,15.41,8.05,3.66,2.02,2.51,2.97,1.67,RUN1991_CAT_CONUS.zip
3917082,5.5,12.52,44.35,33.29,39.48,19.36,9.9,5.03,2.38,2.4,3.62,6.48,RUN1991_CAT_CONUS.zip
3917084,16.27,25.37,48.46,41.13,40.19,20.14,10.36,5.12,2.62,2.45,5.61,17.14,RUN1991_CAT_CONUS.zip
3917106,3.65,9.71,44.19,30.04,35.08,17.19,8.78,4.45,2.16,2.27,3.15,5.15,RUN1991_CAT_CONUS.zip
3917114,12.4,19.18,42.65,31.51,27.44,14.03,7.35,3.47,1.98,2.09,4.52,12.88,RUN1991_CAT_CONUS.zip
3917130,6.29,10.26,46.41,28.8,26.16,13.19,6.75,3.34,1.81,2.14,3.29,6.6,RUN1991_CAT_CONUS.zip
3917136,0.77,7.26,43.38,25.64,30.78,14.88,7.61,3.81,1.93,1.98,2.48,5.38,RUN1991_CAT_CONUS.zip
3917138,0.7,7.63,43.78,21.64,23.31,11.21,5.75,2.74,1.63,1.63,2.14,8.6,RUN1991_CAT_CONUS.zip
3917154,7.07,21.23,50.51,31.39,29.45,14.98,7.83,3.61,2.02,2.35,3.62,6.39,RUN1991_CAT_CONUS.zip
3917156,1.78,10.78,42.49,22.29,20.87,10.71,5.68,2.55,1.55,2.03,2.72,1.27,RUN1991_CAT_CONUS.zip
3917158,0.49,1.31,1.99,0.97,3.15,1.6,0.65,0.36,0.69,1.22,1.72,0.92,RUN1991_CAT_CONUS.zip
3917160,0.61,1.38,1.93,0.92,3.35,1.69,0.73,0.35,0.67,1.24,1.75,0.97,RUN1991_CAT_CONUS.zip
3917162,0.88,3.3,41.6,23.1,20.67,10.45,5.39,2.62,1.51,1.95,2.44,1.03,RUN1991_CAT_CONUS.zip
3917164,0.92,5.18,26.02,13.21,15.92,8.02,4.16,1.87,1.35,1.72,2.74,1.14,RUN1991_CAT_CONUS.zip
3917172,2.07,12.58,38.23,20.88,22.02,11.14,5.81,2.64,1.62,2.05,2.87,1.58,RUN1991_CAT_CONUS.zip
3917176,0.89,2.69,28.73,24.57,17.56,8.8,4.47,2.14,1.44,1.74,2.7,1.25,RUN1991_CAT_CONUS.zip
3917178,0.93,4.22,33.77,23.93,20.15,10.2,5.27,2.5,1.55,1.8,2.73,1.18,RUN1991_CAT_CONUS.zip
3917194,0.91,6.09,55.13,42.34,38.97,18.94,9.55,4.76,2.51,2.14,2.88,5.88,RUN1991_CAT_CONUS.zip
3917198,0.48,1.27,2.06,0.89,3.04,1.56,0.65,0.35,0.69,1.21,1.71,0.9,RUN1991_CAT_CONUS.zip
