COMID,CAT_TAV_JAN2004,CAT_TAV_FEB2004,CAT_TAV_MAR2004,CAT_TAV_APR2004,CAT_TAV_MAY2004,CAT_TAV_JUN2004,CAT_TAV_JUL2004,CAT_TAV_AUG2004,CAT_TAV_SEP2004,CAT_TAV_OCT2004,CAT_TAV_NOV2004,CAT_TAV_DEC2004,filename
3917070,-1.31,1.07,6.18,5.69,7.19,12.46,17.63,16.48,12.1,6.52,1.48,-0.04,TAV2004_CAT_CONUS.zip
3917072,-1.22,1.2,6.3,5.81,7.43,12.7,17.81,16.64,12.28,6.62,1.58,0,TAV2004_CAT_CONUS.zip
3917082,-1.39,0.43,5.89,5.66,7.04,12.33,17.65,16.46,12.04,6.37,1.4,-0.15,TAV2004_CAT_CONUS.zip
3917084,-1.55,0.42,5.86,5.45,6.76,12.04,17.33,16.14,11.79,6.15,1.19,-0.33,TAV2004_CAT_CONUS.zip
3917106,-1.3,0.54,6.01,5.82,7.22,12.49,17.81,16.6,12.23,6.44,1.49,-0.13,TAV2004_CAT_CONUS.zip
3917114,-1.14,1.08,6.34,5.96,7.58,12.83,17.88,16.68,12.36,6.56,1.56,-0.07,TAV2004_CAT_CONUS.zip
3917130,-1.25,0.86,6.32,5.97,7.42,12.65,17.9,16.65,12.48,6.43,1.51,-0.22,TAV2004_CAT_CONUS.zip
3917136,-1.08,0.63,6.13,6.11,7.6,12.84,18.12,16.9,12.54,6.62,1.7,0,TAV2004_CAT_CONUS.zip
3917138,-0.89,0.81,6.33,6.41,7.96,13.17,18.4,17.14,12.89,6.75,1.86,0.03,TAV2004_CAT_CONUS.zip
3917154,-1.19,1.14,6.3,5.86,7.47,12.73,17.82,16.64,12.3,6.58,1.56,-0.03,TAV2004_CAT_CONUS.zip
3917156,-0.79,1.61,6.65,6.36,8.2,13.45,18.37,17.19,12.82,6.99,1.95,0.25,TAV2004_CAT_CONUS.zip
3917158,1.18,3.19,7.75,9.06,11.71,17.17,21.17,20.28,15.05,9.7,4.35,2.42,TAV2004_CAT_CONUS.zip
3917160,0.99,3.06,7.55,8.7,11.24,16.67,20.87,19.95,14.78,9.43,4.1,2.2,TAV2004_CAT_CONUS.zip
3917162,-0.93,1.29,6.63,6.37,8,13.22,18.35,17.1,12.89,6.78,1.82,0.02,TAV2004_CAT_CONUS.zip
3917164,0.22,2.59,7.13,7.57,9.89,15.21,19.67,18.62,13.85,8.29,3.09,1.29,TAV2004_CAT_CONUS.zip
3917172,-0.45,1.94,6.75,6.73,8.72,14.01,18.78,17.66,13.11,7.47,2.36,0.66,TAV2004_CAT_CONUS.zip
3917176,-0.04,2.31,7.2,7.38,9.45,14.73,19.47,18.3,13.77,7.9,2.8,0.96,TAV2004_CAT_CONUS.zip
3917178,-0.45,1.89,6.96,6.89,8.8,14.03,18.91,17.7,13.34,7.34,2.3,0.5,TAV2004_CAT_CONUS.zip
3917194,-0.82,0.97,6.53,6.53,8.02,13.17,18.58,17.31,13.2,6.83,1.98,0.11,TAV2004_CAT_CONUS.zip
3917198,1.33,3.2,7.99,9.41,12.05,17.57,21.55,20.7,15.36,10.06,4.68,2.69,TAV2004_CAT_CONUS.zip
3917200,1.61,3.32,8.4,9.9,12.55,18.13,22.03,21.24,15.79,10.5,5.13,3.07,TAV2004_CAT_CONUS.zip
3917212,0.35,2.58,7.43,7.97,10.16,15.49,20.09,18.96,14.25,8.49,3.33,1.47,TAV2004_CAT_CONUS.zip
3917214,1.12,3.12,7.91,9.11,11.65,17.1,21.2,20.22,15.11,9.64,4.35,2.43,TAV2004_CAT_CONUS.zip
3917218,1.27,3.22,7.98,9.32,11.93,17.42,21.4,20.47,15.26,9.87,4.54,2.61,TAV2004_CAT_CONUS.zip
3917220,1.3,3.23,8.04,9.39,11.99,17.48,21.46,20.52,15.31,9.92,4.59,2.66,TAV2004_CAT_CONUS.zip
3917228,1.3,3.23,8.04,9.39,11.99,17.48,21.46,20.52,15.31,9.92,4.59,2.66,TAV2004_CAT_CONUS.zip
3917230,1.81,3.39,8.79,10.56,13.28,19.05,23.18,22.42,16.64,11.31,5.43,3.27,TAV2004_CAT_CONUS.zip
3917244,1.89,3.49,8.83,10.57,13.27,18.97,23.04,22.33,16.65,11.33,5.53,3.36,TAV2004_CAT_CONUS.zip
