COMID,CAT_PPT_JAN1985,CAT_PPT_FEB1985,CAT_PPT_MAR1985,CAT_PPT_APR1985,CAT_PPT_MAY1985,CAT_PPT_JUN1985,CAT_PPT_JUL1985,CAT_PPT_AUG1985,CAT_PPT_SEP1985,CAT_PPT_OCT1985,CAT_PPT_NOV1985,CAT_PPT_DEC1985,filename
3917070,4.81,87.37,53.01,10.35,49.86,17.31,33.69,7.75,112.13,56.48,104.11,46.05,PPT1985_CAT_CONUS.zip
3917072,4.7,79.98,49.22,8.8,46.63,18.47,33.72,7.63,110.44,55.39,97.59,47.07,PPT1985_CAT_CONUS.zip
3917082,2.41,92.33,46.25,9.67,44.6,13.86,27.03,3.52,110.44,49.84,101.33,43.29,PPT1985_CAT_CONUS.zip
3917084,3.65,95.7,51.36,13.57,47.01,16.36,28.21,5.91,112.09,52.27,105.64,41.97,PPT1985_CAT_CONUS.zip
3917106,3.61,82.07,43.42,10.11,40.65,14.24,27.5,4.08,104.64,49.89,91.59,42.39,PPT1985_CAT_CONUS.zip
3917114,4.31,74.38,45.95,11.55,36.56,16.45,29.37,6.81,96.75,52.77,88.71,40.43,PPT1985_CAT_CONUS.zip
3917130,6.53,65.33,42.65,14.54,35.22,16.94,28.98,6.97,95.67,53.87,77.26,41.7,PPT1985_CAT_CONUS.zip
3917136,5.45,67.34,39.44,8.53,33.66,13.56,27.93,4.01,94.54,46.97,77.38,40.47,PPT1985_CAT_CONUS.zip
3917138,8.83,46.91,35.49,9.1,25.05,14.49,29.43,5.48,81.13,45.48,58.36,37.49,PPT1985_CAT_CONUS.zip
3917154,4.54,78.18,48.07,9.99,42.81,17.67,31.97,7.31,105.22,54.36,94.4,44.4,PPT1985_CAT_CONUS.zip
3917156,4.4,61.91,40.89,7.53,33.98,16.24,31.13,6.69,91.97,53.01,78.04,42.76,PPT1985_CAT_CONUS.zip
3917158,3.3,33.29,19.21,4.58,20.22,11.24,13.76,4.45,53.33,44.04,35.28,31.08,PPT1985_CAT_CONUS.zip
3917160,3.37,34.88,20.41,5.04,22.75,11.24,13.67,4.74,61.29,45.07,39.93,33.68,PPT1985_CAT_CONUS.zip
3917162,7.25,53.09,41.87,11.87,28.04,15.87,28.59,6.58,85.72,53.35,68.88,43.64,PPT1985_CAT_CONUS.zip
3917164,3.65,54.83,24.54,6.04,36.44,13.8,24.07,5.39,81.24,48.85,49.63,39.09,PPT1985_CAT_CONUS.zip
3917172,4.11,65.91,35.78,7.37,40.24,15.81,28.31,6.35,93.76,51.75,71.23,42.44,PPT1985_CAT_CONUS.zip
3917176,9.26,48.87,45,10.44,22.74,13.88,20.16,5.35,71.72,49.32,60.31,52.54,PPT1985_CAT_CONUS.zip
3917178,8.68,50.15,48.44,9.38,23.45,14.31,25.18,5.95,76.81,51.9,68.74,49.16,PPT1985_CAT_CONUS.zip
3917194,16.51,55.46,67.26,15.05,26.44,12.78,22.84,5.25,82.6,50.57,73.35,63.48,PPT1985_CAT_CONUS.zip
3917198,3.17,31.41,18.16,4.16,21.39,11.09,14.09,4.46,49.23,43.79,34.68,30.12,PPT1985_CAT_CONUS.zip
