COMID,CAT_RUN_JAN2005,CAT_RUN_FEB2005,CAT_RUN_MAR2005,CAT_RUN_APR2005,CAT_RUN_MAY2005,CAT_RUN_JUN2005,CAT_RUN_JUL2005,CAT_RUN_AUG2005,CAT_RUN_SEP2005,CAT_RUN_OCT2005,CAT_RUN_NOV2005,CAT_RUN_DEC2005,filename
3917070,48.55,42.09,30.56,30.56,39.98,19.02,8.88,4.45,2.7,2.6,14.27,53.67,RUN2005_CAT_CONUS.zip
3917072,48.92,39.71,28.91,29.3,39.75,18.87,8.8,4.41,2.73,2.57,14.12,54.36,RUN2005_CAT_CONUS.zip
3917082,41.05,24,19.35,25.97,32.78,16.15,7.19,3.58,2.27,2.13,9.14,46.94,RUN2005_CAT_CONUS.zip
3917084,44.15,34.26,26.77,28.58,31.86,15.79,7.04,3.51,2.05,2.16,22.23,54.91,RUN2005_CAT_CONUS.zip
3917106,39.55,21.8,17.77,23.07,31.03,15.33,6.76,3.36,2.15,2.01,8.19,48.22,RUN2005_CAT_CONUS.zip
3917114,41.42,30.05,23.82,26.49,31.47,15.33,6.89,3.44,2.05,2.15,18.42,57.07,RUN2005_CAT_CONUS.zip
3917130,41.47,24.99,22.12,22.84,30.79,15.22,6.7,3.34,2.08,2.02,11.9,53.54,RUN2005_CAT_CONUS.zip
3917136,33.52,16.58,11.74,15.15,25.21,12.64,5.32,2.64,1.72,1.66,8.66,51.42,RUN2005_CAT_CONUS.zip
3917138,28.31,13.9,7.83,6.73,18.51,9.57,3.69,1.83,1.15,1.29,13.16,57.77,RUN2005_CAT_CONUS.zip
3917154,45.99,36.03,27,28.24,36.42,17.45,8.03,4.02,2.45,2.4,16.06,55.49,RUN2005_CAT_CONUS.zip
3917156,39.82,25.96,20.78,25.25,34.81,16.5,7.6,3.8,2.43,2.27,8.28,54.22,RUN2005_CAT_CONUS.zip
3917158,0.76,0.71,1.85,5.44,5.74,2.2,0.61,0.27,0.43,0.66,5.55,78.6,RUN2005_CAT_CONUS.zip
3917160,7.2,3.93,7.2,11.13,11.78,4.84,2.1,1,0.81,1.02,6.62,78.88,RUN2005_CAT_CONUS.zip
3917162,38.18,19.71,18.52,21.81,32.18,15.65,6.97,3.47,2.25,2.06,5.2,51.31,RUN2005_CAT_CONUS.zip
3917164,15.44,8.12,13.46,19.34,25.61,11.72,5.37,2.66,1.79,1.61,5.27,61.17,RUN2005_CAT_CONUS.zip
3917172,30.33,22.08,20.37,24.04,32.27,15.13,6.98,3.48,2.22,2.05,8.9,56.72,RUN2005_CAT_CONUS.zip
3917176,23.52,12.59,15.94,20.57,26.72,12.74,5.66,2.81,1.72,1.79,4.47,53.19,RUN2005_CAT_CONUS.zip
3917178,30.9,17.31,17.46,22.96,33.23,15.86,7.19,3.58,2.27,2.1,4.39,51.16,RUN2005_CAT_CONUS.zip
3917194,35.52,20.12,15.76,18.08,35.08,17.34,7.57,3.77,2.21,2.05,7.66,53.47,RUN2005_CAT_CONUS.zip
3917198,0.73,0.62,1.68,3.5,4.44,1.53,0.28,0.11,0.35,0.61,5.57,78.92,RUN2005_CAT_CONUS.zip
3917200,0.63,0.43,1.36,2.02,3.54,1.29,0.06,0.01,0.27,0.58,5.41,79.47,RUN2005_CAT_CONUS.zip
3917212,22.97,12.16,13.76,18.36,22.61,10.67,4.66,2.31,1.46,1.59,7.3,68.72,RUN2005_CAT_CONUS.zip
3917214,6.16,3.18,3.75,5.96,7.84,3.37,1.06,0.51,0.59,0.85,6.4,79.29,RUN2005_CAT_CONUS.zip
3917218,0.78,0.56,1.51,2.89,4.13,1.52,0.17,0.06,0.35,0.66,5.28,78.11,RUN2005_CAT_CONUS.zip
3917220,0.79,0.53,1.44,2.29,3.76,1.37,0.07,0.02,0.34,0.67,5.22,78,RUN2005_CAT_CONUS.zip
