COMID,CAT_PPT_JAN1978,CAT_PPT_FEB1978,CAT_PPT_MAR1978,CAT_PPT_APR1978,CAT_PPT_MAY1978,CAT_PPT_JUN1978,CAT_PPT_JUL1978,CAT_PPT_AUG1978,CAT_PPT_SEP1978,CAT_PPT_OCT1978,CAT_PPT_NOV1978,CAT_PPT_DEC1978,filename
3917070,139.23,99.33,94.56,86,38.57,62.95,9.69,60.6,66.53,2.34,50.09,35.56,PPT1978_CAT_CONUS.zip
3917072,138.04,98.97,92.31,85.54,36.61,61.44,9.29,58.98,65.57,2.34,46.39,34.54,PPT1978_CAT_CONUS.zip
3917082,194.2,94.64,79.95,91.68,29.41,58.73,28.13,50.67,64.5,1.11,43.83,30.15,PPT1978_CAT_CONUS.zip
3917084,178.76,96.7,83.05,91.1,32.51,61.01,19.89,52.25,67.27,1.59,48.98,34.14,PPT1978_CAT_CONUS.zip
3917106,182.36,89.55,81.15,88.72,27.85,56.69,25.54,45.88,63.46,1.27,40.77,28.41,PPT1978_CAT_CONUS.zip
3917114,147.63,93.32,85.75,86.63,29.38,55.77,12.14,44.87,63.35,1.89,41.03,32.47,PPT1978_CAT_CONUS.zip
3917130,152.7,85.45,88.2,87.08,26.33,54.03,14.31,38.27,63.21,2.15,38.38,27.82,PPT1978_CAT_CONUS.zip
3917136,174.72,81.63,83,82.2,25.62,53.72,24.26,38.67,61.57,1.12,36.91,26.43,PPT1978_CAT_CONUS.zip
3917138,151.58,71.01,86.01,73.75,23.59,50.57,17.5,28.7,60.32,1.3,33.04,24.72,PPT1978_CAT_CONUS.zip
3917154,142.3,96.8,89.66,86.06,33.8,59.29,10.47,53.46,64.77,2.16,44.45,33.79,PPT1978_CAT_CONUS.zip
3917156,128.03,89.36,89.91,83.01,29.72,53.87,9.82,45.75,60.66,2.09,36.03,30.76,PPT1978_CAT_CONUS.zip
3917158,135.17,48.5,48.66,44.86,15.77,41.62,9.86,22.32,54.65,1.82,20.36,24,PPT1978_CAT_CONUS.zip
3917160,134.78,48.07,47.99,46.77,16.89,45.07,11.81,24.09,59.15,1.95,20.61,25.27,PPT1978_CAT_CONUS.zip
3917162,151.86,87.44,95.48,87.12,23.8,50.17,13.07,34.18,60.46,2.23,34.82,26.98,PPT1978_CAT_CONUS.zip
3917164,130.17,53.08,81.09,67.59,29.95,52.81,10.33,42.41,59.4,1.92,31.94,30.6,PPT1978_CAT_CONUS.zip
3917172,133.53,73.53,87.36,75.35,33.07,56.37,9.7,49.68,62,2.08,38.78,32.1,PPT1978_CAT_CONUS.zip
3917176,232.84,98.53,124.03,89.53,23.94,45.41,11.28,34.87,62.44,2.11,40.56,31.08,PPT1978_CAT_CONUS.zip
3917178,187.32,97.36,112.2,89.44,23.62,48.2,11.45,34.48,60.3,2.28,39.75,31.07,PPT1978_CAT_CONUS.zip
3917194,267.93,112.93,151.14,108.69,19.45,48.72,18.63,30.4,62.33,2.8,56.17,35.94,PPT1978_CAT_CONUS.zip
