COMID,CAT_TAV_JAN1997,CAT_TAV_FEB1997,CAT_TAV_MAR1997,CAT_TAV_APR1997,CAT_TAV_MAY1997,CAT_TAV_JUN1997,CAT_TAV_JUL1997,CAT_TAV_AUG1997,CAT_TAV_SEP1997,CAT_TAV_OCT1997,CAT_TAV_NOV1997,CAT_TAV_DEC1997,filename
3917070,-1.19,1.4,3.84,2.64,9.7,9.6,14.87,15.17,13.12,6.01,2.04,-2.42,TAV1997_CAT_CONUS.zip
3917072,-1.08,1.54,4.01,2.85,9.97,9.88,15.13,15.43,13.36,6.15,2.2,-2.38,TAV1997_CAT_CONUS.zip
3917082,-1.1,0.87,3.43,2.53,9.57,9.36,14.74,15.3,13.08,5.99,1.84,-2.72,TAV1997_CAT_CONUS.zip
3917084,-1.32,0.83,3.34,2.2,9.27,9.06,14.47,14.89,12.83,5.76,1.62,-2.81,TAV1997_CAT_CONUS.zip
3917106,-1,1,3.6,2.76,9.79,9.57,14.97,15.5,13.3,6.08,1.98,-2.68,TAV1997_CAT_CONUS.zip
3917114,-0.89,1.51,4.07,3.07,10.17,9.98,15.36,15.62,13.52,6.22,2.23,-2.44,TAV1997_CAT_CONUS.zip
3917130,-0.97,1.33,3.95,3,10.03,9.81,15.29,15.59,13.56,6.07,2.09,-2.66,TAV1997_CAT_CONUS.zip
3917136,-0.75,1.13,3.83,3.2,10.23,9.94,15.37,15.95,13.69,6.32,2.29,-2.53,TAV1997_CAT_CONUS.zip
3917138,-0.55,1.34,4.13,3.63,10.67,10.31,15.8,16.33,14.14,6.51,2.58,-2.43,TAV1997_CAT_CONUS.zip
3917154,-1.01,1.51,4.02,2.92,10.03,9.9,15.2,15.49,13.41,6.16,2.2,-2.41,TAV1997_CAT_CONUS.zip
3917156,-0.57,2.02,4.58,3.74,10.82,10.7,15.98,16.23,14,6.63,2.75,-2.06,TAV1997_CAT_CONUS.zip
3917158,1.46,3.59,6.5,7.5,14.49,14.81,19.34,19.78,15.99,9.38,5.73,0.26,TAV1997_CAT_CONUS.zip
3917160,1.2,3.38,6.21,6.97,14,14.26,18.95,19.37,15.78,9.07,5.36,0,TAV1997_CAT_CONUS.zip
3917162,-0.63,1.77,4.45,3.69,10.66,10.47,15.91,16.16,14.03,6.44,2.55,-2.37,TAV1997_CAT_CONUS.zip
3917164,0.43,2.95,5.48,5.44,12.57,12.61,17.55,17.92,14.99,7.97,4.18,-0.86,TAV1997_CAT_CONUS.zip
3917172,-0.27,2.31,4.8,4.22,11.35,11.31,16.4,16.73,14.23,7.09,3.23,-1.59,TAV1997_CAT_CONUS.zip
3917176,0.24,2.76,5.46,5.29,12.22,12.13,17.28,17.53,14.85,7.53,3.79,-1.33,TAV1997_CAT_CONUS.zip
3917178,-0.16,2.36,5.07,4.58,11.51,11.36,16.67,16.88,14.5,7.01,3.21,-1.82,TAV1997_CAT_CONUS.zip
3917194,-0.43,1.52,4.36,4.02,10.77,10.37,16.02,16.37,14.22,6.51,2.65,-2.41,TAV1997_CAT_CONUS.zip
3917198,1.65,3.6,6.87,7.92,14.86,15.29,19.72,20.16,16.19,9.67,6.04,0.46,TAV1997_CAT_CONUS.zip
3917200,2.01,3.78,7.46,8.55,15.39,15.91,20.21,20.67,16.53,10.09,6.46,0.85,TAV1997_CAT_CONUS.zip
3917230,2.21,3.73,7.94,9.37,16.05,17.1,21.41,21.73,17.15,10.82,6.82,0.94,TAV1997_CAT_CONUS.zip
3917244,2.32,3.87,8.02,9.33,16.1,17.01,21.26,21.62,17.2,10.82,6.86,1.06,TAV1997_CAT_CONUS.zip
3917912,-0.47,2.11,4.72,3.94,11,10.86,16.18,16.39,14.16,6.7,2.85,-2.05,TAV1997_CAT_CONUS.zip
3917914,-0.14,1.45,4.45,4.21,11.36,10.98,16.42,17.04,14.41,7.02,3.05,-2.04,TAV1997_CAT_CONUS.zip
3917916,-0.68,1.4,4.17,3.54,10.47,10.17,15.69,16.09,13.98,6.34,2.41,-2.53,TAV1997_CAT_CONUS.zip
3917918,0.87,3.22,5.99,6.41,13.41,13.52,18.34,18.69,15.44,8.49,4.79,-0.49,TAV1997_CAT_CONUS.zip
3917920,1.48,3.58,6.54,7.55,14.54,14.87,19.39,19.83,16.01,9.42,5.77,0.28,TAV1997_CAT_CONUS.zip
3917946,2.35,4.03,8.29,9.87,16.5,17.61,21.9,22.13,17.52,11.06,6.93,1.05,TAV1997_CAT_CONUS.zip
3917948,2.09,3.81,7.59,8.7,15.53,16.07,20.35,20.82,16.62,10.21,6.57,0.94,TAV1997_CAT_CONUS.zip
3917950,2.27,3.88,7.87,9.03,15.87,16.57,20.79,21.24,16.94,10.56,6.82,1.08,TAV1997_CAT_CONUS.zip
