COMID,CAT_PPT_JAN2014,CAT_PPT_FEB2014,CAT_PPT_MAR2014,CAT_PPT_APR2014,CAT_PPT_MAY2014,CAT_PPT_JUN2014,CAT_PPT_JUL2014,CAT_PPT_AUG2014,CAT_PPT_SEP2014,CAT_PPT_OCT2014,CAT_PPT_NOV2014,CAT_PPT_DEC2014,filename
3917070,33,158.81,122.4,50.44,46.39,14.6,28.14,7.76,48.71,83.01,97.42,284.28,PPT2014_CAT_CONUS.zip
3917072,33.13,158.09,121.83,49.57,45.01,13.58,27.76,7.73,48.9,82.65,96.55,281.75,PPT2014_CAT_CONUS.zip
3917082,36.85,180.63,135.28,50.18,44.5,11.37,50.93,8.44,57.27,90.13,102.48,311.46,PPT2014_CAT_CONUS.zip
3917084,35.58,171.84,130.22,50.45,44.12,12.07,41.88,8.35,53.66,86.64,100.74,298.08,PPT2014_CAT_CONUS.zip
3917106,35.37,171.4,127.69,47.36,40.92,10.97,46.47,8.33,55.14,85.05,94.5,281.35,PPT2014_CAT_CONUS.zip
3917114,33.82,147.98,112.85,43.67,35.81,10.95,27.41,7.94,46.6,74.02,82.96,219.32,PPT2014_CAT_CONUS.zip
3917130,33.19,147.37,109.82,42.01,32.93,10.43,28.92,7.99,46.93,71.26,78.78,210.14,PPT2014_CAT_CONUS.zip
3917136,32.09,161.81,119.32,43.77,37.06,10.49,45.49,8.29,55.08,81.3,83.88,250.69,PPT2014_CAT_CONUS.zip
3917138,27.82,142.74,103.75,38.34,30.37,9.93,37.15,8.13,51.63,72.4,67.29,192.94,PPT2014_CAT_CONUS.zip
3917154,33.42,154.37,118.48,47.32,41.46,12.55,27.77,7.82,48.06,79.37,91.39,257.94,PPT2014_CAT_CONUS.zip
3917156,32.54,138.1,105.91,41.11,33.9,11.16,21.49,7.63,43.95,69.77,76.29,192.76,PPT2014_CAT_CONUS.zip
3917158,34.58,125.7,92.36,32.93,24.41,10.15,14.87,7.31,41.13,61.22,61.21,126.02,PPT2014_CAT_CONUS.zip
3917160,32.89,124.04,95.79,34.85,24.87,10.14,15,7.3,41.24,61.47,64.52,126.3,PPT2014_CAT_CONUS.zip
3917162,32.76,137.05,102.37,38.19,28.51,9.71,23.77,7.76,44.03,65.54,69.58,170.94,PPT2014_CAT_CONUS.zip
3917164,32.16,126.83,98.83,36.55,27.32,10.6,16.56,7.54,41.34,62.96,66.28,140.53,PPT2014_CAT_CONUS.zip
3917172,32.76,140.59,108.92,42.14,34.91,11.84,21.33,7.62,44.51,71.31,78.98,200.33,PPT2014_CAT_CONUS.zip
3917176,35.36,135.1,101.77,36.46,26.46,9.74,17.88,7.48,42.14,63.43,66.01,149.31,PPT2014_CAT_CONUS.zip
3917178,33.87,134.64,102.52,37.03,26.95,9.56,19.92,7.54,42.55,64.49,67.51,157.32,PPT2014_CAT_CONUS.zip
3917194,28.46,146.44,108.12,38.95,29.04,9.78,33.86,8,49.76,71.67,71.48,208.7,PPT2014_CAT_CONUS.zip
3917198,33.69,122.17,88.84,32.01,23.67,9.86,14.26,7.56,40.34,59.38,57.78,116.09,PPT2014_CAT_CONUS.zip
3917200,33.16,118.4,83.29,30.55,22.61,9.72,13.06,8.03,39,55.97,50.6,94.01,PPT2014_CAT_CONUS.zip
3917212,36.1,137.05,98.23,35.25,25.73,10.05,16.47,7.78,42,61.87,62.94,144.66,PPT2014_CAT_CONUS.zip
3917214,35.14,133.74,93.58,32.62,24.06,9.89,13.46,8.29,41.09,59.34,58.01,126.45,PPT2014_CAT_CONUS.zip
3917218,34.81,131.94,93.43,32.44,24.02,9.89,13.67,8.15,41.14,59.84,58.75,126.73,PPT2014_CAT_CONUS.zip
