COMID,CAT_PPT_JAN1995,CAT_PPT_FEB1995,CAT_PPT_MAR1995,CAT_PPT_APR1995,CAT_PPT_MAY1995,CAT_PPT_JUN1995,CAT_PPT_JUL1995,CAT_PPT_AUG1995,CAT_PPT_SEP1995,CAT_PPT_OCT1995,CAT_PPT_NOV1995,CAT_PPT_DEC1995,filename
3917070,243.15,64.52,279.7,126.6,42.79,85.22,48.53,0.79,4.28,17.58,37.53,278.83,PPT1995_CAT_CONUS.zip
3917072,240.55,64.22,279.08,123.74,43.66,84.16,44.92,0.75,4.26,16.47,35,271.62,PPT1995_CAT_CONUS.zip
3917082,273.61,158.94,250.86,118.71,38.52,87.43,42.57,0.19,2.21,11.51,40.18,295.54,PPT1995_CAT_CONUS.zip
3917084,269.83,110.19,251.24,119.59,41.12,80.42,45.63,0.56,3.18,11.84,42.57,304,PPT1995_CAT_CONUS.zip
3917106,265.6,142.35,238.42,111.78,39.16,81.63,41.31,0.3,2.47,12.23,36.14,283.91,PPT1995_CAT_CONUS.zip
3917114,232.32,66.29,235.94,108.03,43.33,72.25,42.81,0.56,3.65,11.78,34.84,269.49,PPT1995_CAT_CONUS.zip
3917130,256.11,77.69,219.4,101.17,43.35,66.29,40.56,0.69,3.82,14.45,31.64,264.98,PPT1995_CAT_CONUS.zip
3917136,251.49,129.51,222.99,101.11,38.58,74.81,39,0.4,2.3,11.58,29.38,268.26,PPT1995_CAT_CONUS.zip
3917138,229.67,85.36,198.93,85.83,39.59,61.2,37.15,0.72,2.79,11.98,20.83,247.92,PPT1995_CAT_CONUS.zip
3917154,237.9,65.29,262.03,117.64,43.51,79.44,44.17,0.67,4.02,14.59,35.11,271.46,PPT1995_CAT_CONUS.zip
3917156,209,55.46,235.5,107.95,43.44,74.65,41.35,0.54,3.81,13.94,29.32,246.98,PPT1995_CAT_CONUS.zip
3917158,176.03,23.98,96.49,59.71,33.72,54.28,24.74,0.27,3.13,9.98,15.52,216.34,PPT1995_CAT_CONUS.zip
3917160,171.1,26.6,94.83,63.64,35.73,56.48,26.04,0.3,3.25,9.26,18.19,229.13,PPT1995_CAT_CONUS.zip
3917162,241.65,69.48,219.8,96.94,44.36,64.98,38.14,0.65,3.63,13.77,28.21,244.11,PPT1995_CAT_CONUS.zip
3917164,190.28,35.57,124.59,103.4,37.65,66.46,39.87,0.39,3.41,14.29,27.64,247.05,PPT1995_CAT_CONUS.zip
3917172,214.38,48.19,193.44,113.08,40.55,74.26,42.75,0.55,3.77,15.29,31.09,256.93,PPT1995_CAT_CONUS.zip
3917176,297.58,48.12,210.98,107.83,42.34,61.75,36.88,0.52,2.96,10.77,29.41,235.69,PPT1995_CAT_CONUS.zip
3917178,253.17,57.47,228.59,101.46,45.16,65.5,36.86,0.62,3.15,11.09,30.51,235.96,PPT1995_CAT_CONUS.zip
3917194,377.35,102.57,291.78,109.15,50.84,64.93,35.13,1.1,1.96,8.4,37.34,252.42,PPT1995_CAT_CONUS.zip
3917198,174.73,22.46,97.42,57.72,32.86,52.89,22.8,0.23,3.03,9.41,15.31,210.19,PPT1995_CAT_CONUS.zip
3917200,169.72,19.6,99.85,55.77,31.62,50.39,20.7,0.17,2.75,7.94,13.13,190.82,PPT1995_CAT_CONUS.zip
3917230,135.93,18.15,76.26,43.58,30.05,48.22,17.95,0.03,2.91,7.58,8.77,171.34,PPT1995_CAT_CONUS.zip
3917244,149.82,17.99,84.72,43.01,30.43,48.34,20.37,0.06,2.88,7.85,9.68,173.06,PPT1995_CAT_CONUS.zip
3917912,203.72,54.31,231.11,101.33,44.05,71.49,39.62,0.5,3.66,12.72,27.36,237.24,PPT1995_CAT_CONUS.zip
3917914,257.12,98.57,199.17,87.4,39.53,60.13,32.51,0.28,1.89,6.57,21.21,235.91,PPT1995_CAT_CONUS.zip
3917916,271.19,86.7,224.56,95.16,43.05,62.22,37.18,0.84,3.09,13,28,253.9,PPT1995_CAT_CONUS.zip
3917918,228.99,33.28,138.74,83.1,37.68,58.11,31.52,0.37,3.06,10.58,22.04,225.54,PPT1995_CAT_CONUS.zip
3917920,174.99,23.86,96.13,59.22,33.66,54.16,24.46,0.26,3.13,9.95,15.44,216.04,PPT1995_CAT_CONUS.zip
3917946,136.1,19.8,80.74,49.96,28.9,47.14,23.09,0.02,2.83,6.38,9.29,176.51,PPT1995_CAT_CONUS.zip
3917948,164.67,19.18,98.58,54.44,31.53,50,20.16,0.15,2.72,7.72,12.25,187.18,PPT1995_CAT_CONUS.zip
3917950,164.24,18.39,94.47,49.06,31.31,49.36,18.12,0.09,2.83,7.8,10.69,181.26,PPT1995_CAT_CONUS.zip
