COMID,CAT_PPT_JAN1962,CAT_PPT_FEB1962,CAT_PPT_MAR1962,CAT_PPT_APR1962,CAT_PPT_MAY1962,CAT_PPT_JUN1962,CAT_PPT_JUL1962,CAT_PPT_AUG1962,CAT_PPT_SEP1962,CAT_PPT_OCT1962,CAT_PPT_NOV1962,CAT_PPT_DEC1962,filename
3917070,72.5,100.7,52.69,31.45,85.88,6.09,3.93,27.32,17.17,277.54,127.14,117.35,PPT1962_CAT_CONUS.zip
3917072,68.71,97.02,47.98,29.59,86.84,5.64,3.75,27.07,16.31,272.77,124.11,117.84,PPT1962_CAT_CONUS.zip
3917082,67.16,114.8,55.04,22.16,89.96,23.43,2.56,21.08,20.75,259.43,111.84,113.53,PPT1962_CAT_CONUS.zip
3917084,70.31,118.14,57.23,27.04,89.67,16.47,2.96,24.47,23.52,268.5,113.31,110.09,PPT1962_CAT_CONUS.zip
3917106,63.33,109.94,52.87,21.14,85.39,20.94,2.59,22.02,21.22,251.28,105.56,109.02,PPT1962_CAT_CONUS.zip
3917114,63.51,94.68,47.16,27.19,78.23,8.78,3.15,25.83,23.31,256.41,106.14,103.89,PPT1962_CAT_CONUS.zip
3917130,59.02,103.11,50.91,24.28,76.21,10.62,3.15,27.85,24.65,241.76,97.77,99.47,PPT1962_CAT_CONUS.zip
3917136,57.69,107.76,50.04,16.98,79.7,19.66,2.23,20.58,20.16,238.8,95.4,103.37,PPT1962_CAT_CONUS.zip
3917138,50.49,102.28,46.3,14.22,70.94,13.52,2.09,21.68,21.03,224.72,81.44,93.55,PPT1962_CAT_CONUS.zip
3917154,66.79,96.56,47.88,28.68,83.58,6.95,3.51,26.59,19.16,266.53,117.04,112.3,PPT1962_CAT_CONUS.zip
3917156,61.01,76.66,40.94,25.72,72.86,5.56,3.39,25.47,19.41,251.06,107.07,106.83,PPT1962_CAT_CONUS.zip
3917158,41.35,65.92,24.19,11.07,40.3,4.67,3.2,13.15,16.43,200.43,54.49,84.17,PPT1962_CAT_CONUS.zip
3917160,46.8,64.04,26.16,12.03,44.71,4.8,3.22,14.11,17.54,210.17,58.94,91.68,PPT1962_CAT_CONUS.zip
3917162,56.33,95.59,47.05,23.25,69.15,8.68,3.12,26.89,23.2,233.19,97.62,99.37,PPT1962_CAT_CONUS.zip
3917164,61.35,60.6,41.07,14.31,55.5,4.8,3.14,21.87,19.16,225.98,75.93,101.38,PPT1962_CAT_CONUS.zip
3917172,64.44,76.59,44.19,21.31,69.27,5.18,3.39,24.45,17.99,245.97,97.44,108.17,PPT1962_CAT_CONUS.zip
3917176,59,136.38,62.3,19.51,59.3,5.89,2.67,24.09,19.23,217.48,99.47,107.97,PPT1962_CAT_CONUS.zip
3917178,59.88,110.73,51.01,22.49,63.31,6.46,2.94,24.68,20.55,229.35,103.5,105.2,PPT1962_CAT_CONUS.zip
3917194,68.7,176.21,79.75,18.42,69.13,13.07,1.92,25.03,18.84,225.36,113.09,108.25,PPT1962_CAT_CONUS.zip
3917198,38.73,67.16,23.36,10.83,38.91,4.74,3.37,12.8,16.15,198.6,53.41,80.71,PPT1962_CAT_CONUS.zip
3917200,32.8,68.44,25.13,9.69,34.9,4.61,3.48,12.22,15,191.48,51.56,69.17,PPT1962_CAT_CONUS.zip
3917230,29.13,49.57,16.29,6.95,31.16,4.83,3.03,9.71,13.43,192.16,46.42,61.23,PPT1962_CAT_CONUS.zip
3917244,29.34,58.13,20.24,7.31,30.73,4.78,3,10.21,13.76,192.32,43.26,59.07,PPT1962_CAT_CONUS.zip
3917912,57.56,74,38.36,25.39,69.18,5.65,3.27,24.97,20.31,244.26,103.72,103.11,PPT1962_CAT_CONUS.zip
3917914,50.76,114.79,48.16,14.27,69.65,17.44,1.75,19.05,15.77,213.47,81.07,88.84,PPT1962_CAT_CONUS.zip
3917916,56.99,124.76,56.14,18.57,72.05,12.31,2.52,25.22,22.32,227.99,94.84,100.03,PPT1962_CAT_CONUS.zip
3917918,49.34,92.09,39.96,14.4,49.12,5.06,2.95,18.37,17.54,207.49,72.68,94.42,PPT1962_CAT_CONUS.zip
3917920,41.18,65.74,23.91,10.98,40.16,4.7,3.2,13.07,16.42,200.65,54.08,84.02,PPT1962_CAT_CONUS.zip
3917946,30.42,54.19,25.94,8.52,31.68,4.59,3.2,11.09,13.3,183.88,45.74,65.52,PPT1962_CAT_CONUS.zip
3917948,31.87,67.36,25.13,9.11,33.92,4.66,3.42,11.94,14.79,191.22,50,67.01,PPT1962_CAT_CONUS.zip
3917950,30.68,65.33,23.39,8.06,33.13,4.78,3.14,11.03,14.32,192.5,43.13,63.4,PPT1962_CAT_CONUS.zip
