COMID,CAT_TAV_JAN1954,CAT_TAV_FEB1954,CAT_TAV_MAR1954,CAT_TAV_APR1954,CAT_TAV_MAY1954,CAT_TAV_JUN1954,CAT_TAV_JUL1954,CAT_TAV_AUG1954,CAT_TAV_SEP1954,CAT_TAV_OCT1954,CAT_TAV_NOV1954,CAT_TAV_DEC1954,filename
3917070,0.65,5.02,0.77,4.82,10.56,10.17,17.36,14.44,12.97,7.89,3.13,-0.8,TAV1954_CAT_CONUS.zip
3917072,0.67,5.04,0.97,5.05,10.79,10.39,17.52,14.61,13.05,8.01,3.31,-0.67,TAV1954_CAT_CONUS.zip
3917082,0.74,4.89,0.22,4.22,10.22,9.85,17.2,14.23,13.11,7.55,2.71,-1.25,TAV1954_CAT_CONUS.zip
3917084,0.63,4.91,0.01,3.95,9.88,9.52,16.96,13.97,12.99,7.45,2.49,-1.32,TAV1954_CAT_CONUS.zip
3917106,0.79,4.97,0.36,4.36,10.37,9.98,17.32,14.36,13.2,7.65,2.83,-1.09,TAV1954_CAT_CONUS.zip
3917114,0.64,4.88,0.67,4.78,10.46,10.15,17.29,14.4,12.97,7.78,3.06,-0.88,TAV1954_CAT_CONUS.zip
3917130,0.73,5.07,0.66,4.65,10.55,10.11,17.41,14.49,13.28,7.85,3.05,-0.72,TAV1954_CAT_CONUS.zip
3917136,0.94,5.14,0.45,4.46,10.5,10.13,17.48,14.54,13.32,7.74,2.93,-0.99,TAV1954_CAT_CONUS.zip
3917138,1.06,5.37,0.55,4.52,10.6,10.23,17.62,14.69,13.48,7.88,3,-0.81,TAV1954_CAT_CONUS.zip
3917154,0.65,4.97,0.83,4.92,10.64,10.27,17.42,14.51,13.01,7.91,3.19,-0.76,TAV1954_CAT_CONUS.zip
3917156,0.7,4.88,1.35,5.63,11.14,10.84,17.7,14.89,13.02,8.13,3.68,-0.47,TAV1954_CAT_CONUS.zip
3917158,0.97,4.42,3.6,8.91,13.15,13.43,19,16.49,13.42,9,5.59,0.35,TAV1954_CAT_CONUS.zip
3917160,0.87,4.45,3.22,8.36,12.75,12.87,18.59,16.07,13.45,8.9,5.28,0.27,TAV1954_CAT_CONUS.zip
3917162,0.78,5.02,1.12,5.26,11,10.62,17.68,14.82,13.24,8.06,3.47,-0.46,TAV1954_CAT_CONUS.zip
3917164,0.7,4.56,2.48,7.25,12.05,11.99,18.13,15.49,13.25,8.55,4.67,-0.06,TAV1954_CAT_CONUS.zip
3917172,0.68,4.78,1.77,6.21,11.45,11.22,17.83,15.07,13.17,8.3,4.05,-0.33,TAV1954_CAT_CONUS.zip
3917176,0.67,4.76,2.09,6.63,11.71,11.55,17.92,15.22,13.26,8.4,4.37,-0.13,TAV1954_CAT_CONUS.zip
3917178,0.76,4.86,1.62,6,11.39,11.15,17.85,15.09,13.13,8.23,3.93,-0.31,TAV1954_CAT_CONUS.zip
3917194,1.05,5.43,0.64,4.67,10.65,10.31,17.64,14.72,13.23,7.88,3.1,-0.78,TAV1954_CAT_CONUS.zip
3917198,1.2,4.62,3.87,9.17,13.47,13.7,19.38,16.82,13.65,9.31,5.75,0.61,TAV1954_CAT_CONUS.zip
3917200,1.54,4.87,4.29,9.63,14,14.2,20.04,17.43,14.08,9.73,5.99,0.92,TAV1954_CAT_CONUS.zip
3917212,0.69,4.63,2.39,7.17,11.96,11.95,18.1,15.39,13.1,8.47,4.64,-0.07,TAV1954_CAT_CONUS.zip
3917214,1.17,4.72,3.62,8.8,13.22,13.32,19.19,16.53,13.62,9.26,5.58,0.59,TAV1954_CAT_CONUS.zip
