COMID,CAT_TAV_JAN1974,CAT_TAV_FEB1974,CAT_TAV_MAR1974,CAT_TAV_APR1974,CAT_TAV_MAY1974,CAT_TAV_JUN1974,CAT_TAV_JUL1974,CAT_TAV_AUG1974,CAT_TAV_SEP1974,CAT_TAV_OCT1974,CAT_TAV_NOV1974,CAT_TAV_DEC1974,filename
3917070,-1.21,2.28,1.44,2.6,8.48,14.63,16.93,17.01,17.81,8.48,2.18,-0.98,TAV1974_CAT_CONUS.zip
3917072,-1.17,2.28,1.6,2.8,8.73,14.86,17.12,17.2,17.92,8.63,2.35,-0.84,TAV1974_CAT_CONUS.zip
3917082,-1.45,2.79,1.01,2.12,8.03,14.33,16.65,16.42,17.44,7.95,1.83,-1.41,TAV1974_CAT_CONUS.zip
3917084,-1.42,2.58,0.79,1.86,7.7,13.96,16.35,16.22,17.43,7.87,1.62,-1.54,TAV1974_CAT_CONUS.zip
3917106,-1.36,2.82,1.13,2.26,8.18,14.46,16.81,16.59,17.57,8.09,1.96,-1.25,TAV1974_CAT_CONUS.zip
3917114,-1.28,2.22,1.37,2.54,8.3,14.49,16.78,16.81,17.68,8.34,2.13,-0.98,TAV1974_CAT_CONUS.zip
3917130,-1.17,2.65,1.34,2.51,8.38,14.54,16.99,16.92,17.89,8.4,2.16,-0.89,TAV1974_CAT_CONUS.zip
3917136,-1.29,2.98,1.23,2.36,8.29,14.6,16.98,16.73,17.68,8.18,2.06,-1.14,TAV1974_CAT_CONUS.zip
3917138,-1.13,3.09,1.32,2.45,8.39,14.66,17.14,16.91,17.91,8.34,2.15,-0.97,TAV1974_CAT_CONUS.zip
3917154,-1.21,2.26,1.49,2.68,8.54,14.69,16.97,17.03,17.81,8.5,2.25,-0.9,TAV1974_CAT_CONUS.zip
3917156,-1.19,2.06,1.98,3.28,9.03,15.18,17.34,17.47,17.89,8.81,2.69,-0.47,TAV1974_CAT_CONUS.zip
3917158,-1.43,1.39,4.36,6.36,11.1,17.44,18.72,19.34,17.62,9.98,4.61,1.02,TAV1974_CAT_CONUS.zip
3917160,-1.46,1.46,3.93,5.79,10.69,17.03,18.42,19.04,17.67,9.83,4.32,0.82,TAV1974_CAT_CONUS.zip
3917162,-1.11,2.46,1.77,3.01,8.83,14.98,17.33,17.32,17.99,8.69,2.54,-0.52,TAV1974_CAT_CONUS.zip
3917164,-1.41,1.66,3.12,4.76,9.99,16.24,17.88,18.3,17.64,9.39,3.68,0.26,TAV1974_CAT_CONUS.zip
3917172,-1.28,1.95,2.41,3.83,9.39,15.58,17.52,17.78,17.77,9.04,3.06,-0.23,TAV1974_CAT_CONUS.zip
