COMID,CAT_RUN_JAN2012,CAT_RUN_FEB2012,CAT_RUN_MAR2012,CAT_RUN_APR2012,CAT_RUN_MAY2012,CAT_RUN_JUN2012,CAT_RUN_JUL2012,CAT_RUN_AUG2012,CAT_RUN_SEP2012,CAT_RUN_OCT2012,CAT_RUN_NOV2012,CAT_RUN_DEC2012,filename
3917070,38.87,57.57,74.32,95.85,49.5,26.88,12.67,5.96,2.95,4.51,35.54,63.52,RUN2012_CAT_CONUS.zip
3917072,36.38,57.22,76.35,92.87,46.46,25.36,11.91,5.6,2.77,4.33,35.13,64.43,RUN2012_CAT_CONUS.zip
3917082,48.07,56.22,62.21,102.11,72.48,37.78,18.2,8.83,4.39,5.23,48.33,61.88,RUN2012_CAT_CONUS.zip
3917084,53.98,62.04,72.49,103.71,60.42,31.82,15.22,7.31,3.63,4.82,56.49,71.57,RUN2012_CAT_CONUS.zip
3917106,39.82,49.69,61.41,90.65,62.04,32.58,15.61,7.55,3.75,4.65,37.84,58.38,RUN2012_CAT_CONUS.zip
3917114,32.47,37.61,64.11,74.27,37.03,20.19,9.44,4.45,2.2,3.42,35.71,52.01,RUN2012_CAT_CONUS.zip
3917130,20.86,35.77,63.91,67.64,34.05,18.73,8.72,4.1,2.02,3.17,19.28,51.01,RUN2012_CAT_CONUS.zip
3917136,36.06,45.26,60.72,77.97,51.11,27.08,12.88,6.22,3.09,4.07,28.11,58.7,RUN2012_CAT_CONUS.zip
3917138,27.98,38.11,63.49,57.54,28.04,15.56,7.16,3.39,1.67,2.91,14.05,59.8,RUN2012_CAT_CONUS.zip
3917154,35.27,49.85,71.69,85.95,42.97,23.43,10.99,5.17,2.56,3.98,35.83,59.89,RUN2012_CAT_CONUS.zip
3917156,15.97,25.19,58.14,60.22,29.74,16.73,7.69,3.57,1.76,2.99,16.63,38.5,RUN2012_CAT_CONUS.zip
3917158,2.86,1.62,39.83,26.88,12.96,7.78,3.45,1.53,0.75,1.88,4.65,35.24,RUN2012_CAT_CONUS.zip
3917160,3.04,7.6,46.52,34.62,16.72,9.66,4.39,1.98,0.97,2.09,4.98,36.26,RUN2012_CAT_CONUS.zip
3917162,6.38,17.89,52.93,50.75,26.44,14.94,6.84,3.19,1.57,2.57,5.09,33.7,RUN2012_CAT_CONUS.zip
3917164,2.89,10.61,51.57,42.41,20.57,11.84,5.36,2.46,1.2,2.32,4.94,30.64,RUN2012_CAT_CONUS.zip
3917172,17.42,30.1,61.81,64.15,31.82,17.71,8.2,3.82,1.88,3.18,17.89,44.49,RUN2012_CAT_CONUS.zip
3917176,2.71,5.32,44.45,43.9,21.42,12.36,5.59,2.57,1.26,2.27,4.74,20.67,RUN2012_CAT_CONUS.zip
3917178,2.64,7.08,43.91,45.47,25.98,14.69,6.73,3.14,1.55,2.44,5.06,22.07,RUN2012_CAT_CONUS.zip
3917194,8.83,27.05,50.85,60.79,35.55,19.49,9.09,4.33,2.13,3.04,7.27,32.35,RUN2012_CAT_CONUS.zip
3917198,2.63,1.49,29.24,19.17,9.09,5.82,2.49,1.06,0.51,1.62,4.25,26.41,RUN2012_CAT_CONUS.zip
3917200,2.22,1.3,12.11,7.8,3.36,2.81,1.08,0.37,0.16,1.16,3.41,9.48,RUN2012_CAT_CONUS.zip
3917230,1.54,0.76,2.34,1.74,0.41,1.2,0.36,0.02,0,0.7,2.42,2.16,RUN2012_CAT_CONUS.zip
3917244,1.59,0.84,2.69,1.74,0.41,1.18,0.37,0.02,0,0.72,2.47,2.23,RUN2012_CAT_CONUS.zip
3917912,10.27,15.37,52,50.63,25.09,14.32,6.51,3.01,1.48,2.59,11.47,30.58,RUN2012_CAT_CONUS.zip
3917914,27.5,37.51,62.38,59.63,29.66,16.39,7.55,3.59,1.77,2.9,12.21,57.26,RUN2012_CAT_CONUS.zip
3917916,18.24,33.21,59.22,60.62,32.9,18.13,8.42,3.99,1.96,3.03,10.17,49.72,RUN2012_CAT_CONUS.zip
3917918,2.83,3.73,42.88,35,16.96,9.91,4.45,2.02,0.99,2.06,4.7,29.5,RUN2012_CAT_CONUS.zip
3917920,2.83,1.59,38.31,25.74,12.39,7.5,3.31,1.46,0.71,1.84,4.59,34.01,RUN2012_CAT_CONUS.zip
3917946,1.66,0.91,2.64,1.65,0.35,1.31,0.27,0,0,0.63,2.71,3.19,RUN2012_CAT_CONUS.zip
3917948,2.12,1.22,7.15,4.44,1.69,1.94,0.67,0.16,0.06,1.02,3.18,4.65,RUN2012_CAT_CONUS.zip
3917950,1.88,1.03,3.7,2.3,0.65,1.34,0.42,0.04,0,0.85,2.81,2.61,RUN2012_CAT_CONUS.zip
