COMID,CAT_PPT_JAN1994,CAT_PPT_FEB1994,CAT_PPT_MAR1994,CAT_PPT_APR1994,CAT_PPT_MAY1994,CAT_PPT_JUN1994,CAT_PPT_JUL1994,CAT_PPT_AUG1994,CAT_PPT_SEP1994,CAT_PPT_OCT1994,CAT_PPT_NOV1994,CAT_PPT_DEC1994,filename
3917070,65.03,72.35,28.29,45.61,113.68,8.4,2.76,0.15,15.68,12.47,167.32,65.99,PPT1994_CAT_CONUS.zip
3917072,65.43,70.8,27.77,45.95,106.53,8.12,2.76,0.11,14.29,12.06,160.2,65.2,PPT1994_CAT_CONUS.zip
3917082,57.26,64.47,22.75,37.22,114.68,27,0.8,0.09,15.11,9.09,148.58,58.92,PPT1994_CAT_CONUS.zip
3917084,58.84,64.9,25.71,37.5,118.31,19.08,1.89,0.22,16.26,10.67,156.52,59.17,PPT1994_CAT_CONUS.zip
3917106,56.63,61.43,21.71,34.71,109.43,23.61,1.09,0.09,14.01,8.83,137.09,56.37,PPT1994_CAT_CONUS.zip
3917114,58.01,62.24,23.52,34.66,103.88,10.25,2.41,0.22,13.65,10.62,140.9,56.02,PPT1994_CAT_CONUS.zip
3917130,58.55,57.1,21.32,31.11,100.53,9.96,2.35,0.18,12.48,9.44,122.66,54.24,PPT1994_CAT_CONUS.zip
3917136,56.02,57.62,21.1,31.01,102.75,22.7,1.21,0.13,12.61,8.27,119.75,50.99,PPT1994_CAT_CONUS.zip
3917138,55.31,51.77,20.92,25.59,93.37,15.81,2.04,0.23,10.7,8.19,97.55,44.19,PPT1994_CAT_CONUS.zip
3917154,62.48,67.42,26.13,41.46,105.79,9.03,2.62,0.15,14.09,11.5,152.84,61.57,PPT1994_CAT_CONUS.zip
3917156,59.6,62.67,22.71,35.84,94.48,7.15,2.42,0.14,11.82,10.52,133.79,57.73,PPT1994_CAT_CONUS.zip
3917158,40.05,28.27,9.33,13.16,60.73,3.86,1.94,0.72,8.78,8.65,67.21,43.76,PPT1994_CAT_CONUS.zip
3917160,46.2,31.89,9.51,14.01,65.71,4.07,2.02,0.78,9.08,9.61,79.3,47.9,PPT1994_CAT_CONUS.zip
3917162,61.37,58.54,20.84,30.7,91.29,8.4,2.22,0.18,11.03,9.06,115.34,54.1,PPT1994_CAT_CONUS.zip
3917164,55.59,39.38,17.79,17.2,82.11,5.34,2.2,0.57,9.86,9.64,99.59,54.6,PPT1994_CAT_CONUS.zip
3917172,59.82,53.53,22.07,29.99,93.15,6.6,2.42,0.35,11.87,10.54,127.4,59.01,PPT1994_CAT_CONUS.zip
3917176,82.17,59.65,23.33,28.58,78.67,7.45,2.06,0.58,11,8.09,119.4,59.53,PPT1994_CAT_CONUS.zip
3917178,72.6,63.09,23.98,31.91,84.16,8.08,2.07,0.42,11.05,9.27,121.24,58.01,PPT1994_CAT_CONUS.zip
3917194,92.57,72.56,35.96,39.46,93.98,16.8,1.54,0.8,13.6,9.05,117.29,62.69,PPT1994_CAT_CONUS.zip
3917198,35.96,27.01,8.2,12.53,59.04,3.56,1.89,0.75,8.96,7.66,65.73,41.66,PPT1994_CAT_CONUS.zip
3917200,31.95,24.78,6.78,11.62,57.19,3.12,1.72,0.72,8.84,6.4,60.47,35.65,PPT1994_CAT_CONUS.zip
3917212,80.89,52.9,22.1,24.22,75.81,6.65,1.97,0.66,10.98,7.89,120.42,55.24,PPT1994_CAT_CONUS.zip
3917214,42.67,31.2,10.34,14.01,62.06,3.97,1.68,0.59,9.08,7.05,80.85,40.54,PPT1994_CAT_CONUS.zip
3917218,37.04,28.83,8.69,13.17,58.65,3.73,1.68,0.63,8.7,7.16,68.64,39.82,PPT1994_CAT_CONUS.zip
3917220,36.34,28.97,8.54,13.18,58.16,3.71,1.62,0.61,8.69,6.82,68.98,38.9,PPT1994_CAT_CONUS.zip
3917228,36.34,28.97,8.54,13.18,58.16,3.71,1.62,0.61,8.69,6.82,68.98,38.9,PPT1994_CAT_CONUS.zip
3917230,25.69,18.77,2.79,8.79,56.05,1.98,1.94,0.94,8.87,5.62,57.37,30.7,PPT1994_CAT_CONUS.zip
3917244,27.24,19.82,3.65,9.33,56.41,2.26,1.88,0.88,8.85,5.97,53.18,30.61,PPT1994_CAT_CONUS.zip
3917250,91.93,59.26,25.68,26.96,79.15,7.33,1.98,0.67,11.59,7.84,133.57,57.74,PPT1994_CAT_CONUS.zip
3917256,36.34,28.97,8.54,13.18,58.16,3.71,1.62,0.61,8.69,6.82,68.98,38.9,PPT1994_CAT_CONUS.zip
