COMID,CAT_PPT_JAN1972,CAT_PPT_FEB1972,CAT_PPT_MAR1972,CAT_PPT_APR1972,CAT_PPT_MAY1972,CAT_PPT_JUN1972,CAT_PPT_JUL1972,CAT_PPT_AUG1972,CAT_PPT_SEP1972,CAT_PPT_OCT1972,CAT_PPT_NOV1972,CAT_PPT_DEC1972,filename
3917070,172.14,99.97,130.49,67.03,60.2,39.88,0.23,6.85,25.55,34.7,46.29,140.3,PPT1972_CAT_CONUS.zip
3917072,164.1,95.77,127.95,65.85,60.14,38.75,0.24,6.24,26.28,34.22,42.78,137.19,PPT1972_CAT_CONUS.zip
3917082,162.61,88.44,121.98,61.71,83.99,33.5,0.97,6.83,21.72,26.26,51.93,129.18,PPT1972_CAT_CONUS.zip
3917084,165.92,93.16,125.06,64.44,73.81,36.61,0.6,8.69,23.21,28.52,49.49,134.43,PPT1972_CAT_CONUS.zip
3917106,152.11,83.01,112.41,56.99,78.93,34.18,0.86,6.9,21.93,27.36,52.56,125.74,PPT1972_CAT_CONUS.zip
3917114,151.29,86.39,113.32,58.13,59.37,39.9,0.3,8.48,23.19,29.66,42.54,129.12,PPT1972_CAT_CONUS.zip
3917130,136.21,76,97.59,51.61,62.58,39.35,0.37,8.42,24.42,32.11,53.27,124.87,PPT1972_CAT_CONUS.zip
3917136,136.32,75.97,98.19,49.45,73.62,32.23,0.82,6.42,20.45,27.83,55.23,117.95,PPT1972_CAT_CONUS.zip
3917138,114.4,66.97,78.64,39.79,60.71,32.4,0.54,6.86,20.14,30.08,56.96,110.49,PPT1972_CAT_CONUS.zip
3917154,159.28,92.19,122.31,62.89,59.97,39.18,0.26,7.16,25.05,32.39,42.79,134.12,PPT1972_CAT_CONUS.zip
3917156,148.46,84.42,109.88,55.97,53.23,40.39,0.23,6.78,23.4,31.38,39.41,124.66,PPT1972_CAT_CONUS.zip
3917158,112.44,43.4,47.47,29.09,25.5,31.42,0.06,5.58,17.92,24.74,29.25,93.38,PPT1972_CAT_CONUS.zip
3917160,128.22,47.01,53.11,28.29,27.71,32.34,0.05,5.85,18.81,25.61,26.73,95.71,PPT1972_CAT_CONUS.zip
3917162,129.91,73.54,91.98,49.08,57.31,40.79,0.34,7.7,23.21,33.75,55.5,120.98,PPT1972_CAT_CONUS.zip
3917164,150.18,74.32,77.88,48.58,36.48,34.2,0.13,6.47,20.5,28.07,33.79,95.47,PPT1972_CAT_CONUS.zip
3917172,154.75,84.58,99.67,56.75,47.41,36.79,0.18,6.38,22.93,30.82,37.97,114.2,PPT1972_CAT_CONUS.zip
3917176,124.69,73.88,75.4,54.85,44.22,37.78,0.24,6.11,19.95,40,72.45,112.1,PPT1972_CAT_CONUS.zip
3917178,132.51,78.52,89.06,53.41,49.86,40.76,0.29,7.01,20.9,37.54,65.18,118,PPT1972_CAT_CONUS.zip
