COMID,CAT_PPT_JAN1947,CAT_PPT_FEB1947,CAT_PPT_MAR1947,CAT_PPT_APR1947,CAT_PPT_MAY1947,CAT_PPT_JUN1947,CAT_PPT_JUL1947,CAT_PPT_AUG1947,CAT_PPT_SEP1947,CAT_PPT_OCT1947,CAT_PPT_NOV1947,CAT_PPT_DEC1947,filename
3917070,50.37,72.76,67.63,26.63,46.83,67.09,23.39,8.1,2.81,97.77,63,40.71,PPT1947_CAT_CONUS.zip
3917072,48.2,72.8,66.02,24.86,46.1,67.12,22.51,7.97,2.68,95.52,58.96,39.14,PPT1947_CAT_CONUS.zip
3917082,40.64,70.54,61.26,28.21,39.87,78.52,31.35,3.91,8.63,88.39,59.58,33.88,PPT1947_CAT_CONUS.zip
3917084,45.42,68.31,62.65,29.95,40.21,74.28,29.15,6.37,6.89,92.88,62.87,34.4,PPT1947_CAT_CONUS.zip
3917106,38.62,67.1,59.38,26.53,40,77.98,30.33,4.7,7.78,84.99,53.62,32.7,PPT1947_CAT_CONUS.zip
3917114,45.29,60.99,59.29,29.81,38.51,72.28,20.84,6.85,4.16,88.22,55.35,34.54,PPT1947_CAT_CONUS.zip
3917130,38.5,62.66,59,26.62,40.64,76.98,27.75,7.28,5.05,84.37,45.06,33.17,PPT1947_CAT_CONUS.zip
3917136,35.93,60.42,56.74,21.9,39.15,75.2,27.69,5.68,6.86,77.67,46.3,29.03,PPT1947_CAT_CONUS.zip
3917138,33.9,50.73,52.91,17.14,38.83,70.98,23.76,8.37,4.68,70.11,36.06,24.93,PPT1947_CAT_CONUS.zip
3917154,47.1,68.17,63.39,26.88,43.08,69.19,21.97,7.54,3.31,92.73,57.7,37.3,PPT1947_CAT_CONUS.zip
3917156,45.13,59.14,59.85,26.84,40.24,69.75,16.29,6.63,2.32,86.07,50.59,37.11,PPT1947_CAT_CONUS.zip
3917158,31.97,26.98,28.87,10.79,26.3,49.72,7.49,4.85,1.39,73.19,29.58,25.1,PPT1947_CAT_CONUS.zip
3917160,32.02,24.22,29.6,11.86,27.5,51.03,8.28,5.56,1.53,76.3,30.67,28.5,PPT1947_CAT_CONUS.zip
3917162,39.36,61.17,61.3,26.64,39.02,77.68,22.51,6.48,3.8,82.12,43.35,35.02,PPT1947_CAT_CONUS.zip
3917164,45.36,27.97,50.02,17.39,33.73,59.17,10.72,6.7,1.81,82.04,41.43,36.49,PPT1947_CAT_CONUS.zip
3917172,46.62,47.99,57.08,20.99,39.23,63.57,16.05,7.21,2.2,87.91,49.51,37.66,PPT1947_CAT_CONUS.zip
3917176,47.24,61.1,73.77,20.63,33.38,74.05,17.44,6.6,2.26,92.21,47.72,40.55,PPT1947_CAT_CONUS.zip
3917178,46.57,61.6,70.35,25.8,35.11,76.12,15.93,5.78,2.45,87.25,51.01,39.31,PPT1947_CAT_CONUS.zip
3917194,47.05,84.75,95.02,19.24,35.69,87.21,27.85,6.35,4.78,93.26,60.27,39.4,PPT1947_CAT_CONUS.zip
3917198,28.09,25.49,26.87,10.56,25.68,48.82,6.95,4.5,1.29,72.05,25.85,22.44,PPT1947_CAT_CONUS.zip
3917200,23.05,26.45,26.89,9.32,25.02,45.58,6.19,4.26,1.08,71.83,21.18,18.72,PPT1947_CAT_CONUS.zip
3917212,44.56,55.45,66.66,18.57,32.65,72.2,15.43,7.09,2.34,92.96,43.14,38.15,PPT1947_CAT_CONUS.zip
3917214,29.86,34.26,34.07,13.29,27.12,56.46,8.29,5.48,1.47,80.31,27.29,24.28,PPT1947_CAT_CONUS.zip
3917218,28.28,32.59,30.98,11.9,25.56,52.3,7.63,4.92,1.26,77.46,25.7,22.5,PPT1947_CAT_CONUS.zip
3917220,27.41,33.92,31.49,12.17,25.39,52.92,7.67,4.94,1.24,78.47,24.79,21.89,PPT1947_CAT_CONUS.zip
3917228,27.41,33.92,31.49,12.17,25.39,52.92,7.67,4.94,1.24,78.47,24.79,21.89,PPT1947_CAT_CONUS.zip
3917230,19.96,15.2,15.91,5.76,24.51,41.27,3.65,3.49,0.91,61.24,18.46,16.07,PPT1947_CAT_CONUS.zip
3917244,20.29,21.8,20.81,6.38,24.66,41.34,4.13,3.62,0.96,61.15,18.9,16.85,PPT1947_CAT_CONUS.zip
3917250,47.63,63.75,76.53,20.72,34.12,77.53,17.14,7.7,2.62,98.21,46.06,41.23,PPT1947_CAT_CONUS.zip
3917256,27.41,33.92,31.49,12.17,25.39,52.92,7.67,4.94,1.24,78.47,24.79,21.89,PPT1947_CAT_CONUS.zip
3917268,27.41,33.92,31.49,12.17,25.39,52.92,7.67,4.94,1.24,78.47,24.79,21.89,PPT1947_CAT_CONUS.zip
3917272,41.84,48.87,58.06,18.44,32.94,71.59,13.41,7.32,2.36,91.51,39.81,35.79,PPT1947_CAT_CONUS.zip
3917274,27.09,35.33,32.59,12.14,25.83,54.35,8.24,5.05,1.25,79.93,24.83,21.85,PPT1947_CAT_CONUS.zip
3917276,42.23,52.41,62.85,19.29,40.36,97.81,14.35,9.52,2.67,116.36,31.6,40.29,PPT1947_CAT_CONUS.zip
