COMID,CAT_TAV_JAN1955,CAT_TAV_FEB1955,CAT_TAV_MAR1955,CAT_TAV_APR1955,CAT_TAV_MAY1955,CAT_TAV_JUN1955,CAT_TAV_JUL1955,CAT_TAV_AUG1955,CAT_TAV_SEP1955,CAT_TAV_OCT1955,CAT_TAV_NOV1955,CAT_TAV_DEC1955,filename
3917070,-1.68,1.17,0.28,0.77,8.33,12.76,15.17,17.29,15.09,9.33,1.1,0.58,TAV1955_CAT_CONUS.zip
3917072,-1.64,1.24,0.54,1.05,8.6,12.99,15.39,17.47,15.16,9.45,1.29,0.75,TAV1955_CAT_CONUS.zip
3917082,-1.78,0.9,-0.16,0.2,7.85,12.49,15.08,17.04,14.85,9.02,0.5,0.09,TAV1955_CAT_CONUS.zip
3917084,-1.81,0.86,-0.46,-0.1,7.5,12.11,14.73,16.76,14.87,8.88,0.35,-0.02,TAV1955_CAT_CONUS.zip
3917106,-1.72,0.98,0.02,0.33,8.01,12.61,15.21,17.18,14.92,9.12,0.64,0.22,TAV1955_CAT_CONUS.zip
3917114,-1.73,0.94,0.3,0.72,8.14,12.69,15.11,17.22,15.03,9.26,0.95,0.49,TAV1955_CAT_CONUS.zip
3917130,-1.67,1.09,0.35,0.6,8.23,12.71,15.25,17.33,15.08,9.28,0.96,0.5,TAV1955_CAT_CONUS.zip
3917136,-1.62,1.12,0.15,0.4,8.12,12.76,15.41,17.37,14.98,9.23,0.71,0.27,TAV1955_CAT_CONUS.zip
3917138,-1.49,1.3,0.29,0.43,8.2,12.83,15.56,17.52,15.11,9.34,0.81,0.37,TAV1955_CAT_CONUS.zip
3917154,-1.68,1.12,0.42,0.9,8.4,12.85,15.26,17.36,15.1,9.36,1.14,0.63,TAV1955_CAT_CONUS.zip
3917156,-1.65,1.09,1.08,1.59,8.92,13.39,15.63,17.77,15.12,9.67,1.58,1,TAV1955_CAT_CONUS.zip
3917158,-1.56,0.87,3.71,4.79,11.06,15.99,17.36,19.57,14.82,10.85,3.19,2.21,TAV1955_CAT_CONUS.zip
3917160,-1.55,0.84,3.2,4.2,10.56,15.45,16.91,19.19,14.8,10.68,3.01,2.02,TAV1955_CAT_CONUS.zip
3917162,-1.62,1.12,0.9,1.21,8.71,13.19,15.58,17.7,15.12,9.55,1.36,0.84,TAV1955_CAT_CONUS.zip
3917164,-1.7,0.87,2.33,3.11,9.85,14.53,16.23,18.51,14.83,10.24,2.42,1.58,TAV1955_CAT_CONUS.zip
3917172,-1.67,1.03,1.49,2.12,9.25,13.79,15.81,18.01,14.99,9.87,1.89,1.19,TAV1955_CAT_CONUS.zip
3917176,-1.67,1,1.97,2.46,9.47,14.02,15.98,18.21,14.98,10.01,2.12,1.38,TAV1955_CAT_CONUS.zip
3917178,-1.62,1.06,1.45,1.92,9.13,13.66,15.82,17.99,15.06,9.82,1.76,1.14,TAV1955_CAT_CONUS.zip
3917194,-1.57,1.38,0.4,0.59,8.24,12.9,15.55,17.57,14.84,9.37,0.86,0.42,TAV1955_CAT_CONUS.zip
3917198,-1.25,1.11,3.96,4.99,11.44,16.3,17.75,19.92,15.19,11.06,3.38,2.41,TAV1955_CAT_CONUS.zip
