COMID,CAT_PPT_JAN1988,CAT_PPT_FEB1988,CAT_PPT_MAR1988,CAT_PPT_APR1988,CAT_PPT_MAY1988,CAT_PPT_JUN1988,CAT_PPT_JUL1988,CAT_PPT_AUG1988,CAT_PPT_SEP1988,CAT_PPT_OCT1988,CAT_PPT_NOV1988,CAT_PPT_DEC1988,filename
3917070,99.58,4.62,29.48,56.02,92.01,62.74,0.16,12.25,4.63,1.9,213.03,52.6,PPT1988_CAT_CONUS.zip
3917072,95.86,4.34,26.86,54.25,90.01,60.88,0.13,11.96,4.42,1.86,204.12,50.52,PPT1988_CAT_CONUS.zip
3917082,100.92,7.56,29.9,59.76,82.8,51.75,0.49,10.54,1.65,0.35,189.9,54.03,PPT1988_CAT_CONUS.zip
3917084,107.57,6.03,30.28,61.99,83.28,54.03,0.4,10.23,4.35,0.81,199.96,55.67,PPT1988_CAT_CONUS.zip
3917106,98.22,7.81,27.36,56.25,74.61,50.69,0.48,9.25,2.12,0.53,181.17,52.09,PPT1988_CAT_CONUS.zip
3917114,102.38,4.24,22.97,48.31,74.32,56.04,0.27,9.01,4.63,1.33,188.4,52.11,PPT1988_CAT_CONUS.zip
3917130,98.47,6.47,23.8,52.8,61.5,52.42,0.46,6.06,4.63,1.57,171.39,50.2,PPT1988_CAT_CONUS.zip
3917136,94.03,9.7,23.36,48.82,61.98,46.6,0.4,8.58,2.22,0.4,169.36,49.34,PPT1988_CAT_CONUS.zip
3917138,90.62,10.87,17.87,40.19,44.15,42.94,0.28,6.71,3.84,0.62,155.47,46.06,PPT1988_CAT_CONUS.zip
3917154,98.65,4.31,25.44,52.13,83.88,58.93,0.18,10.79,4.53,1.64,198.16,51.24,PPT1988_CAT_CONUS.zip
3917156,94.12,3.82,20.07,40.45,75.76,59.02,0.18,9.46,3.65,1.77,186.37,48.99,PPT1988_CAT_CONUS.zip
3917158,80.03,1.71,9.84,22.61,51.17,52.28,0.7,3.7,2.01,2.55,108.91,40.58,PPT1988_CAT_CONUS.zip
3917160,84.78,1.74,11.94,23.14,60.17,55.18,0.76,4.29,2.47,2.65,115.95,45.15,PPT1988_CAT_CONUS.zip
3917162,97.28,6.8,21.22,44.34,57.92,54.17,0.39,5.88,3.67,2.04,166.25,50.01,PPT1988_CAT_CONUS.zip
3917164,86.64,2.7,20.4,33.01,72.76,57.88,0.56,7.19,2.84,2,186.04,46.89,PPT1988_CAT_CONUS.zip
3917172,90.75,3.47,23.57,42.71,78.67,59.2,0.35,9.15,3.51,1.87,195.85,48.28,PPT1988_CAT_CONUS.zip
3917176,105.54,6.28,26.52,46.71,55.1,56.12,0.4,5.08,2.12,3.1,181.93,54.85,PPT1988_CAT_CONUS.zip
3917178,104.14,7.63,23.98,40.38,60.11,57.45,0.33,6.82,2.55,2.89,176.64,54.34,PPT1988_CAT_CONUS.zip
3917194,114.6,18.92,34.39,53.77,49.36,47.45,0.61,7.36,1.46,4.52,175.69,58.58,PPT1988_CAT_CONUS.zip
3917198,77.12,1.44,9.08,23.08,47.85,51.44,0.73,3.83,1.85,2.53,104.53,41,PPT1988_CAT_CONUS.zip
