COMID,CAT_TAV_JAN1978,CAT_TAV_FEB1978,CAT_TAV_MAR1978,CAT_TAV_APR1978,CAT_TAV_MAY1978,CAT_TAV_JUN1978,CAT_TAV_JUL1978,CAT_TAV_AUG1978,CAT_TAV_SEP1978,CAT_TAV_OCT1978,CAT_TAV_NOV1978,CAT_TAV_DEC1978,filename
3917070,2.89,4.63,4.73,3.42,8.06,13.04,18.07,16.62,13.66,10.35,0.14,-3.81,TAV1978_CAT_CONUS.zip
3917072,2.96,4.64,4.91,3.62,8.31,13.27,18.24,16.78,13.73,10.48,0.29,-3.68,TAV1978_CAT_CONUS.zip
3917082,2.73,5.34,4.27,2.82,7.59,12.58,17.88,16.13,13.58,9.87,-0.18,-4.07,TAV1978_CAT_CONUS.zip
3917084,2.63,5.05,4.03,2.59,7.24,12.26,17.57,15.95,13.56,9.82,-0.35,-4.23,TAV1978_CAT_CONUS.zip
3917106,2.82,5.38,4.39,2.95,7.74,12.72,18.02,16.27,13.64,9.98,-0.07,-3.95,TAV1978_CAT_CONUS.zip
3917114,2.84,4.69,4.63,3.3,7.88,12.89,17.93,16.45,13.58,10.21,0.08,-3.8,TAV1978_CAT_CONUS.zip
3917130,2.96,5.09,4.59,3.22,7.96,12.93,18.13,16.55,13.74,10.23,0.09,-3.75,TAV1978_CAT_CONUS.zip
3917136,2.93,5.62,4.49,3.01,7.86,12.84,18.19,16.38,13.73,10.05,0.02,-3.85,TAV1978_CAT_CONUS.zip
3917138,3.07,5.77,4.55,3.07,7.95,12.92,18.32,16.51,13.88,10.2,0.12,-3.75,TAV1978_CAT_CONUS.zip
3917154,2.9,4.66,4.78,3.47,8.12,13.1,18.1,16.63,13.67,10.36,0.19,-3.73,TAV1978_CAT_CONUS.zip
3917156,3.07,4.52,5.3,4.05,8.65,13.63,18.44,17,13.6,10.6,0.55,-3.37,TAV1978_CAT_CONUS.zip
3917158,3.37,4.05,7.69,6.76,10.74,15.94,19.83,18.58,12.75,11.59,2.26,-1.94,TAV1978_CAT_CONUS.zip
3917160,3.35,4.16,7.36,6.3,10.35,15.47,19.57,18.32,12.84,11.54,1.98,-2.22,TAV1978_CAT_CONUS.zip
3917162,3.11,4.93,5.04,3.73,8.45,13.41,18.43,16.89,13.7,10.46,0.41,-3.44,TAV1978_CAT_CONUS.zip
3917164,3.17,4.24,6.52,5.4,9.66,14.7,19.04,17.67,13.05,11.13,1.36,-2.7,TAV1978_CAT_CONUS.zip
3917172,3.08,4.43,5.76,4.56,9.02,14.02,18.66,17.25,13.37,10.83,0.85,-3.14,TAV1978_CAT_CONUS.zip
3917176,3.18,4.52,6.05,4.84,9.32,14.29,18.83,17.41,13.32,10.9,1.1,-2.81,TAV1978_CAT_CONUS.zip
3917178,3.16,4.61,5.56,4.32,8.89,13.88,18.62,17.17,13.49,10.69,0.75,-3.14,TAV1978_CAT_CONUS.zip
3917194,3.07,5.63,4.59,3.14,8.04,13.02,18.44,16.61,13.57,10.18,0.15,-3.76,TAV1978_CAT_CONUS.zip
3917198,3.59,4.24,7.93,7.01,11.05,16.26,20.19,18.99,13.08,11.88,2.56,-1.65,TAV1978_CAT_CONUS.zip
3917200,3.84,4.44,8.3,7.44,11.49,16.78,20.75,19.62,13.53,12.25,3.03,-1.25,TAV1978_CAT_CONUS.zip
3917212,3.14,4.29,6.35,5.23,9.6,14.59,18.94,17.62,13.11,10.94,1.34,-2.61,TAV1978_CAT_CONUS.zip
3917214,3.59,4.28,7.61,6.65,10.81,15.92,20.01,18.82,13.24,11.77,2.39,-1.73,TAV1978_CAT_CONUS.zip
3917218,3.66,4.31,7.9,6.97,11.06,16.22,20.24,19.04,13.21,11.93,2.59,-1.59,TAV1978_CAT_CONUS.zip
3917220,3.73,4.38,7.95,7.02,11.14,16.29,20.34,19.15,13.33,12.02,2.67,-1.51,TAV1978_CAT_CONUS.zip
3917228,3.73,4.38,7.95,7.02,11.14,16.29,20.34,19.15,13.33,12.02,2.67,-1.51,TAV1978_CAT_CONUS.zip
3917230,4.16,4.69,8.84,8.06,12.07,17.55,21.55,20.47,14.07,12.67,3.63,-0.78,TAV1978_CAT_CONUS.zip
3917244,4.12,4.65,8.76,7.98,11.98,17.44,21.44,20.37,14,12.58,3.56,-0.87,TAV1978_CAT_CONUS.zip
3917250,3.06,4.3,6.06,4.91,9.35,14.31,18.73,17.41,13.13,10.75,1.15,-2.77,TAV1978_CAT_CONUS.zip
3917256,3.73,4.38,7.95,7.02,11.14,16.29,20.34,19.15,13.33,12.02,2.67,-1.51,TAV1978_CAT_CONUS.zip
3917268,3.73,4.38,7.95,7.02,11.14,16.29,20.34,19.15,13.33,12.02,2.67,-1.51,TAV1978_CAT_CONUS.zip
