COMID,CAT_PPT_JAN2002,CAT_PPT_FEB2002,CAT_PPT_MAR2002,CAT_PPT_APR2002,CAT_PPT_MAY2002,CAT_PPT_JUN2002,CAT_PPT_JUL2002,CAT_PPT_AUG2002,CAT_PPT_SEP2002,CAT_PPT_OCT2002,CAT_PPT_NOV2002,CAT_PPT_DEC2002,filename
3917070,83.68,45.3,38.78,63.18,29.58,8.84,3.5,1.16,6.9,5.21,75.8,276.06,PPT2002_CAT_CONUS.zip
3917072,81.56,44.8,38.44,62.64,30.26,8.7,3.45,1.2,6.97,5.09,74.06,276.26,PPT2002_CAT_CONUS.zip
3917082,59.67,44.62,31.12,60.93,24.09,10.25,2.96,0.85,5.97,3.94,77.29,245.54,PPT2002_CAT_CONUS.zip
3917084,66.31,46.37,33.1,61.24,20.99,9.65,3.05,0.9,5.94,4.16,80.27,263.38,PPT2002_CAT_CONUS.zip
3917106,58.38,43.85,30.84,59.17,24.15,9.83,3.11,0.83,5.75,3.75,74.81,238.74,PPT2002_CAT_CONUS.zip
3917114,67.45,45.19,33.57,61.88,22.76,8.67,3.15,0.76,5.62,4,75.88,261.41,PPT2002_CAT_CONUS.zip
3917130,65.93,45.66,33.39,56.95,23.87,8.56,3.64,0.85,5.47,3.78,78.21,251.77,PPT2002_CAT_CONUS.zip
3917136,49.47,40.28,28.28,56.25,22.98,9.45,3.07,0.77,5.28,3.24,64,212.4,PPT2002_CAT_CONUS.zip
3917138,42.91,37.15,26.44,52.65,20.91,8.49,3.2,0.72,4.69,2.72,53.48,189.91,PPT2002_CAT_CONUS.zip
3917154,75.95,45,36.49,62.33,27.18,8.7,3.33,1.02,6.43,4.66,74.91,270.5,PPT2002_CAT_CONUS.zip
3917156,70.37,43.8,35.52,62.74,28.23,8.24,3.35,0.8,5.87,4.19,71.7,255.81,PPT2002_CAT_CONUS.zip
3917158,48.41,38.78,23,47.47,16.6,6.16,1.46,0.14,4.27,2.84,48.68,213.19,PPT2002_CAT_CONUS.zip
3917160,52.06,41.99,28.28,54.23,19.56,6.31,1.68,0.29,4.14,3.03,62.51,210.3,PPT2002_CAT_CONUS.zip
3917162,65.61,44.61,33.7,58.55,26.23,8.24,3.65,0.73,5.41,3.67,74.7,247.94,PPT2002_CAT_CONUS.zip
3917164,53.24,44.9,35.69,60.52,25.67,6.88,2.94,0.52,4.14,3.2,72.92,211.23,PPT2002_CAT_CONUS.zip
3917172,65.76,44.79,37.2,61.81,27.75,7.69,3.17,0.8,5.37,4.01,73.69,240.1,PPT2002_CAT_CONUS.zip
