COMID,CAT_TAV_JAN2006,CAT_TAV_FEB2006,CAT_TAV_MAR2006,CAT_TAV_APR2006,CAT_TAV_MAY2006,CAT_TAV_JUN2006,CAT_TAV_JUL2006,CAT_TAV_AUG2006,CAT_TAV_SEP2006,CAT_TAV_OCT2006,CAT_TAV_NOV2006,CAT_TAV_DEC2006,filename
3917070,-1.06,-0.02,-0.92,4.46,9.58,14.34,19.45,16.83,14.36,8.34,2.01,0,TAV2006_CAT_CONUS.zip
3917072,-1,0.1,-0.8,4.59,9.76,14.53,19.62,17.01,14.51,8.48,2.12,0.08,TAV2006_CAT_CONUS.zip
3917082,-0.95,-1.01,-2.05,3.56,8.52,13.34,18.39,15.68,13.47,7.37,0.84,-0.8,TAV2006_CAT_CONUS.zip
3917084,-1.09,-0.45,-1.52,4.01,9.02,13.84,18.92,16.3,13.98,7.97,1.38,-0.27,TAV2006_CAT_CONUS.zip
3917106,-0.88,-0.56,-1.58,4.03,9.11,13.9,18.89,16.27,13.94,7.85,1.26,-0.52,TAV2006_CAT_CONUS.zip
3917114,-0.77,0.74,-0.35,5.2,10.5,15.27,20.13,17.62,15.07,9.02,2.63,0.49,TAV2006_CAT_CONUS.zip
3917130,-0.86,0.67,-0.32,5.26,10.6,15.3,20.21,17.8,15.14,9.08,2.48,0.35,TAV2006_CAT_CONUS.zip
3917136,-0.7,-0.07,-1.08,4.56,9.74,14.55,19.43,16.89,14.51,8.43,1.65,-0.24,TAV2006_CAT_CONUS.zip
3917138,-0.54,0.95,-0.05,5.6,10.97,15.78,20.52,18.17,15.59,9.58,2.55,0.43,TAV2006_CAT_CONUS.zip
3917154,-0.91,0.34,-0.63,4.82,10.03,14.81,19.81,17.23,14.72,8.68,2.31,0.23,TAV2006_CAT_CONUS.zip
3917156,-0.58,1.11,0.08,5.63,11.08,15.8,20.61,18.09,15.46,9.33,3.1,0.66,TAV2006_CAT_CONUS.zip
3917158,1.68,3.79,2.99,8.38,14.03,18.87,23.18,20.32,17.21,11,5.38,2.38,TAV2006_CAT_CONUS.zip
3917160,1.36,3.45,2.76,8.02,13.69,18.34,22.76,20.03,16.91,10.78,5.15,2.18,TAV2006_CAT_CONUS.zip
3917162,-0.6,1.12,0.11,5.73,11.21,15.89,20.65,18.24,15.51,9.39,3.02,0.6,TAV2006_CAT_CONUS.zip
3917164,0.37,2.64,1.7,7.18,12.84,17.47,22.25,19.64,16.85,10.62,4.43,1.69,TAV2006_CAT_CONUS.zip
3917172,-0.26,1.5,0.58,6.02,11.47,16.16,21.05,18.45,15.8,9.67,3.4,0.96,TAV2006_CAT_CONUS.zip
3917176,0.31,2,1.11,6.5,11.99,16.7,21.31,18.67,15.92,9.89,3.9,1.28,TAV2006_CAT_CONUS.zip
3917178,-0.14,1.56,0.55,6.08,11.58,16.29,20.92,18.38,15.66,9.55,3.54,0.95,TAV2006_CAT_CONUS.zip
3917194,-0.45,0.54,-0.41,4.98,10.26,15,19.97,17.55,14.93,8.84,2.31,0.28,TAV2006_CAT_CONUS.zip
3917198,1.79,3.92,3.08,8.59,14.18,19.03,23.35,20.52,17.31,11.04,5.52,2.37,TAV2006_CAT_CONUS.zip
3917200,2.01,4.23,3.32,8.97,14.51,19.48,23.69,20.89,17.47,11.08,5.59,2.26,TAV2006_CAT_CONUS.zip
3917230,2.39,4.57,3.73,9.39,14.94,20.01,24.42,21.7,17.82,11.24,5.69,2.22,TAV2006_CAT_CONUS.zip
3917244,2.45,4.52,3.52,9.44,14.95,19.99,24.31,21.65,17.69,11.26,5.68,2.21,TAV2006_CAT_CONUS.zip
3917912,-0.48,1.33,0.28,5.87,11.38,16.1,20.79,18.3,15.62,9.49,3.33,0.77,TAV2006_CAT_CONUS.zip
3917914,-0.26,1.03,0.03,5.6,11.05,15.95,20.64,18.28,15.73,9.62,2.7,0.48,TAV2006_CAT_CONUS.zip
3917916,-0.64,0.72,-0.25,5.34,10.68,15.42,20.26,17.87,15.24,9.19,2.46,0.33,TAV2006_CAT_CONUS.zip
3917918,1.03,3.02,2.19,7.58,13.17,17.93,22.36,19.6,16.67,10.56,4.76,1.91,TAV2006_CAT_CONUS.zip
3917920,1.69,3.8,3,8.4,14.04,18.88,23.2,20.35,17.22,11,5.39,2.38,TAV2006_CAT_CONUS.zip
3917946,2.54,4.59,3.83,9.39,15.12,20.2,24.58,21.76,17.87,11.29,5.86,2.25,TAV2006_CAT_CONUS.zip
3917948,2.09,4.31,3.41,9.08,14.59,19.6,23.8,21.01,17.52,11.11,5.6,2.24,TAV2006_CAT_CONUS.zip
3917950,2.36,4.41,3.45,9.27,14.75,19.83,24.06,21.37,17.62,11.18,5.64,2.21,TAV2006_CAT_CONUS.zip
