COMID,CAT_PPT_JAN1964,CAT_PPT_FEB1964,CAT_PPT_MAR1964,CAT_PPT_APR1964,CAT_PPT_MAY1964,CAT_PPT_JUN1964,CAT_PPT_JUL1964,CAT_PPT_AUG1964,CAT_PPT_SEP1964,CAT_PPT_OCT1964,CAT_PPT_NOV1964,CAT_PPT_DEC1964,filename
3917070,167.83,10.71,55.18,23.61,55.67,89.83,14.79,5.46,4.48,14.17,93.44,372.15,PPT1964_CAT_CONUS.zip
3917072,164.12,9.13,52.34,22.12,56.12,88.26,13.9,4.75,4.5,14.24,89.86,358.68,PPT1964_CAT_CONUS.zip
3917082,154.5,10.34,58.62,20.47,65.38,103.38,14.67,4.83,5.33,8.44,82.46,446.94,PPT1964_CAT_CONUS.zip
3917084,160.45,10.81,62.92,20.99,64.27,97.88,14.17,4.57,5.34,11.97,87.47,445.11,PPT1964_CAT_CONUS.zip
3917106,147.19,11.04,54.87,18.67,61.41,96.27,13.73,4.74,5.16,9.39,79.34,431.22,PPT1964_CAT_CONUS.zip
3917114,151.49,8.77,55,18.48,51.55,81.24,11.75,4.02,4.7,13.29,84.75,381.83,PPT1964_CAT_CONUS.zip
3917130,140.38,13.46,52.68,16.05,53.65,78.43,11.51,3.96,4.54,14.35,77.57,407.39,PPT1964_CAT_CONUS.zip
3917136,134.24,10.5,47.23,15.69,55.35,88.51,12.51,5.13,5.31,9.4,78.08,398.59,PPT1964_CAT_CONUS.zip
3917138,118.99,10.99,39.05,11.51,46.56,73.23,10.3,5.32,5.38,11.84,75.41,356.97,PPT1964_CAT_CONUS.zip
3917154,159.3,9.02,53.6,20.71,54.5,85.68,13.07,4.47,4.59,13.87,87.93,369.2,PPT1964_CAT_CONUS.zip
3917156,149.76,7.79,47.41,18.66,44.01,74.4,11.44,4.25,4.09,12.91,83.56,329.26,PPT1964_CAT_CONUS.zip
3917158,116.49,4.47,25.59,8.73,18.71,42.05,6.97,2.98,3.67,11.03,49.17,304.6,PPT1964_CAT_CONUS.zip
3917160,128.69,4.87,25.89,9.7,21.15,45.54,7.53,3.22,4.16,11.41,51.56,310.83,PPT1964_CAT_CONUS.zip
3917162,135.04,12.5,48.04,15.25,45.49,70.38,10.54,3.82,4.13,14.37,81.93,364.43,PPT1964_CAT_CONUS.zip
3917164,154.12,6.19,42.74,17.42,29.3,57.88,9.38,4.92,3.84,12.71,75.04,316.53,PPT1964_CAT_CONUS.zip
3917172,157.68,7.62,47.61,19.81,41.09,71.32,11.37,4.8,4.08,13.54,82.27,335.16,PPT1964_CAT_CONUS.zip
3917176,141.77,12.53,51.47,15.86,35.97,56.46,9.12,3.49,4.25,19.87,110.08,327.98,PPT1964_CAT_CONUS.zip
3917178,139.53,10.88,48.62,16.25,37.61,63.41,9.78,3.78,4.06,16.31,101.78,324.67,PPT1964_CAT_CONUS.zip
3917194,138.86,16.21,49.41,15.3,50.97,73.95,11.12,4.73,4.81,18.39,134.36,367.94,PPT1964_CAT_CONUS.zip
3917198,111.08,4.04,21.58,7.9,18.43,40.49,6.47,3.07,3.74,11,44.84,298.99,PPT1964_CAT_CONUS.zip
3917200,96.4,3.41,17.72,6.65,16.31,37.9,5.61,3.04,3.78,10.84,40.42,283.61,PPT1964_CAT_CONUS.zip
3917212,137.55,11.01,48.89,13.35,32.46,53.62,8.35,3.67,4.03,17.7,97.19,320.87,PPT1964_CAT_CONUS.zip
3917214,112.28,4.77,26.58,8.64,21.87,42.56,6.34,3.33,3.47,10.69,50.67,294.79,PPT1964_CAT_CONUS.zip
3917218,108.31,4.47,22.45,7.77,20.1,39.76,6.15,3.14,3.52,10.48,47.37,294.47,PPT1964_CAT_CONUS.zip
3917220,106.38,4.48,21.72,7.55,20.43,39.22,5.96,3.19,3.49,10.36,46.95,292.08,PPT1964_CAT_CONUS.zip
3917228,106.38,4.48,21.72,7.55,20.43,39.22,5.96,3.19,3.49,10.36,46.95,292.08,PPT1964_CAT_CONUS.zip
