COMID,CAT_TAV_JAN2011,CAT_TAV_FEB2011,CAT_TAV_MAR2011,CAT_TAV_APR2011,CAT_TAV_MAY2011,CAT_TAV_JUN2011,CAT_TAV_JUL2011,CAT_TAV_AUG2011,CAT_TAV_SEP2011,CAT_TAV_OCT2011,CAT_TAV_NOV2011,CAT_TAV_DEC2011,filename
3917070,1.39,-0.5,-0.23,1.92,5.24,10.8,16.3,18.84,17.52,8.91,1.14,1.35,TAV2011_CAT_CONUS.zip
3917072,1.42,-0.39,-0.08,2.1,5.4,10.97,16.49,19.01,17.69,9.07,1.25,1.37,TAV2011_CAT_CONUS.zip
3917082,0.76,-1.39,-1.03,0.79,4.25,9.87,15.37,17.78,16.63,8.11,0.63,0.85,TAV2011_CAT_CONUS.zip
3917084,1.07,-0.98,-0.47,1.37,4.78,10.36,15.76,18.18,17,8.46,1.01,1.12,TAV2011_CAT_CONUS.zip
3917106,1.06,-0.94,-0.42,1.36,4.81,10.4,15.89,18.29,17.08,8.53,1.06,1.11,TAV2011_CAT_CONUS.zip
3917114,1.72,0.21,1.08,2.96,6.29,11.82,17.08,19.46,18.13,9.52,2.09,1.63,TAV2011_CAT_CONUS.zip
3917130,1.72,0.16,1.08,2.82,6.2,11.71,17.04,19.41,18.06,9.46,2.06,1.69,TAV2011_CAT_CONUS.zip
3917136,1.49,-0.39,0.3,2,5.47,11.04,16.61,19.01,17.76,9.14,1.63,1.49,TAV2011_CAT_CONUS.zip
3917138,2.25,0.64,1.68,3.28,6.73,12.25,17.83,20.21,18.86,10.17,2.65,2.15,TAV2011_CAT_CONUS.zip
3917154,1.53,-0.16,0.36,2.42,5.73,11.29,16.7,19.17,17.85,9.23,1.57,1.46,TAV2011_CAT_CONUS.zip
3917156,1.93,0.65,1.48,3.5,6.8,12.32,17.64,20.06,18.64,9.97,2.35,1.77,TAV2011_CAT_CONUS.zip
3917158,2.25,2.18,4.36,6.14,9.41,14.91,19.98,21.59,19.49,11.19,4.43,2.06,TAV2011_CAT_CONUS.zip
3917160,2.46,2.23,4.09,5.9,9.22,14.66,19.65,21.53,19.55,11.17,4.26,2.18,TAV2011_CAT_CONUS.zip
3917162,1.94,0.66,1.69,3.47,6.83,12.33,17.6,19.95,18.54,9.9,2.5,1.85,TAV2011_CAT_CONUS.zip
3917164,2.38,1.72,3.06,5.03,8.21,13.73,18.99,21.26,19.54,10.91,3.43,2.03,TAV2011_CAT_CONUS.zip
3917172,1.97,0.79,1.68,3.74,6.97,12.51,17.88,20.25,18.71,10.09,2.48,1.76,TAV2011_CAT_CONUS.zip
3917176,2.11,1.06,2.17,4.16,7.45,13,18.16,20.28,18.7,10.19,2.95,1.88,TAV2011_CAT_CONUS.zip
3917178,2.01,0.93,1.99,3.92,7.21,12.73,17.92,20.18,18.7,10.09,2.75,1.84,TAV2011_CAT_CONUS.zip
3917194,1.41,-0.32,0.27,2.05,5.44,10.97,16.63,18.99,17.77,9.01,1.48,1.39,TAV2011_CAT_CONUS.zip
3917198,2.15,2.22,4.51,6.26,9.49,15.03,20.09,21.69,19.52,11.21,4.46,1.91,TAV2011_CAT_CONUS.zip
3917200,1.85,2.19,4.84,6.44,9.65,15.17,20.34,21.92,19.52,11.14,4.47,1.6,TAV2011_CAT_CONUS.zip
3917212,2.23,1.4,2.65,4.57,7.86,13.46,18.59,20.64,19,10.46,3.3,1.88,TAV2011_CAT_CONUS.zip
3917214,2.21,2.14,4.31,6.04,9.28,14.87,19.91,21.6,19.55,11.13,4.33,1.84,TAV2011_CAT_CONUS.zip
3917218,2.12,2.15,4.49,6.22,9.45,15.01,20.05,21.65,19.49,11.14,4.43,1.81,TAV2011_CAT_CONUS.zip
3917220,2.09,2.15,4.53,6.24,9.46,15.04,20.07,21.67,19.49,11.14,4.44,1.76,TAV2011_CAT_CONUS.zip
3917228,2.09,2.15,4.53,6.24,9.46,15.04,20.07,21.67,19.49,11.14,4.44,1.76,TAV2011_CAT_CONUS.zip
3917230,1.81,2.36,5.29,6.88,9.96,15.52,20.65,22.18,19.7,11.21,4.48,1.31,TAV2011_CAT_CONUS.zip
3917244,1.77,2.37,5.26,6.81,9.94,15.52,20.72,22.28,19.71,11.24,4.5,1.31,TAV2011_CAT_CONUS.zip
3917250,2.21,1.22,2.25,4.19,7.5,13.12,18.26,20.42,18.89,10.28,3.03,1.79,TAV2011_CAT_CONUS.zip
3917256,2.09,2.15,4.53,6.24,9.46,15.04,20.07,21.67,19.49,11.14,4.44,1.76,TAV2011_CAT_CONUS.zip
3917268,2.09,2.15,4.53,6.24,9.46,15.04,20.07,21.67,19.49,11.14,4.44,1.76,TAV2011_CAT_CONUS.zip
3917272,2.38,1.69,3.02,4.88,8.18,13.79,18.9,20.95,19.32,10.72,3.57,1.94,TAV2011_CAT_CONUS.zip
3917274,2.12,2.17,4.52,6.25,9.47,15.04,20.07,21.68,19.52,11.15,4.46,1.81,TAV2011_CAT_CONUS.zip
3917276,2.47,1.37,2.26,4.11,7.5,13.06,18.32,20.68,19.28,10.44,3.02,1.96,TAV2011_CAT_CONUS.zip
3917278,2.42,1.9,3.45,5.24,8.54,14.13,19.26,21.27,19.54,10.92,3.82,1.97,TAV2011_CAT_CONUS.zip
3917280,2.11,2.16,4.52,6.24,9.46,15.04,20.07,21.68,19.51,11.15,4.45,1.8,TAV2011_CAT_CONUS.zip
3917282,2.35,1.92,3.62,5.42,8.72,14.28,19.39,21.34,19.52,10.92,3.94,1.99,TAV2011_CAT_CONUS.zip
3917284,2.27,2.27,4.5,6.3,9.52,15.07,20.08,21.75,19.63,11.21,4.56,2.03,TAV2011_CAT_CONUS.zip
3917286,2.26,2.26,4.5,6.29,9.51,15.06,20.07,21.74,19.62,11.2,4.55,2.01,TAV2011_CAT_CONUS.zip
3917912,2.05,0.91,1.89,3.85,7.16,12.67,17.91,20.28,18.84,10.18,2.66,1.88,TAV2011_CAT_CONUS.zip
