COMID,CAT_RUN_JAN1963,CAT_RUN_FEB1963,CAT_RUN_MAR1963,CAT_RUN_APR1963,CAT_RUN_MAY1963,CAT_RUN_JUN1963,CAT_RUN_JUL1963,CAT_RUN_AUG1963,CAT_RUN_SEP1963,CAT_RUN_OCT1963,CAT_RUN_NOV1963,CAT_RUN_DEC1963,filename
3917070,67.35,93.32,60.45,65.34,43.93,22.66,10.32,5.2,3.2,4.66,43.26,33.02,RUN1963_CAT_CONUS.zip
3917072,65.34,91.96,58.7,63.89,40.66,20.91,9.52,4.81,3,4.48,42.76,31.34,RUN1963_CAT_CONUS.zip
3917082,58.86,83.88,53.79,65.84,43.94,22.45,10.91,5.61,2.85,4.23,34.16,25.06,RUN1963_CAT_CONUS.zip
3917084,62.57,88.84,57.17,64.91,48.08,24.6,11.67,5.94,3.23,4.58,46.5,32.97,RUN1963_CAT_CONUS.zip
3917106,55.03,79.14,51.65,63.64,40.22,20.55,9.91,5.1,2.67,3.95,28.39,22.39,RUN1963_CAT_CONUS.zip
3917114,56.34,84.19,51.05,60.22,40.8,20.97,9.69,4.91,2.87,4.24,31.7,25.24,RUN1963_CAT_CONUS.zip
3917130,51.48,76.62,52.05,61.53,37.41,19.09,8.86,4.51,2.66,3.76,21,21.39,RUN1963_CAT_CONUS.zip
3917136,48.97,70.46,47.28,59.37,34.74,17.78,8.54,4.43,2.35,3.46,24.69,19.7,RUN1963_CAT_CONUS.zip
3917138,41.82,60.64,42.74,53.07,28.22,14.48,6.73,3.53,2.07,2.93,21.4,18.14,RUN1963_CAT_CONUS.zip
3917154,61.88,88.98,55.78,62.5,40.92,21.03,9.63,4.87,2.96,4.39,38.72,29.12,RUN1963_CAT_CONUS.zip
3917156,54.48,82.37,49,59.29,33.98,17.6,7.95,4.03,2.51,3.96,19.59,18.6,RUN1963_CAT_CONUS.zip
3917158,29.83,41.98,21.31,26.5,13.28,7.36,3.1,1.65,1.09,2.75,3.18,0.79,RUN1963_CAT_CONUS.zip
3917160,33.16,51.17,24.89,27.91,14.2,7.83,3.3,1.75,1.16,2.86,3.03,0.81,RUN1963_CAT_CONUS.zip
3917162,49.01,75.37,49.83,61.23,34.33,17.6,8.13,4.14,2.49,3.59,9.48,15.77,RUN1963_CAT_CONUS.zip
3917164,45.64,73.2,42.97,49.06,25.45,13.69,5.92,3.06,1.95,3.51,3.79,6.47,RUN1963_CAT_CONUS.zip
3917172,54.16,81.67,49.81,55.44,32.17,16.89,7.51,3.83,2.42,3.93,20.55,17.21,RUN1963_CAT_CONUS.zip
3917176,52.4,82.12,59.75,65.81,37.5,19.43,9.11,4.66,2.72,3.81,15.74,17.75,RUN1963_CAT_CONUS.zip
3917178,52.6,82.08,53.82,62.98,38.08,19.7,9.15,4.67,2.74,3.88,10.84,16.77,RUN1963_CAT_CONUS.zip
3917194,58.58,90.41,76.27,85.38,53.79,27.46,13.25,6.83,3.66,4.29,26.04,31.57,RUN1963_CAT_CONUS.zip
3917198,27.97,40.32,19.97,24.2,12.11,6.67,2.8,1.49,1,2.67,3.17,0.77,RUN1963_CAT_CONUS.zip
3917200,22.05,35.45,17.32,22.4,11.09,5.98,2.58,1.37,0.92,2.57,3.17,0.73,RUN1963_CAT_CONUS.zip
3917212,51.19,79.27,56.66,63.3,35.29,18.41,8.6,4.4,2.61,3.68,13.57,14.67,RUN1963_CAT_CONUS.zip
3917214,31.19,50.37,26.23,35.3,17.84,9.41,4.2,2.16,1.41,2.87,3.52,1.46,RUN1963_CAT_CONUS.zip
3917218,27.62,43.48,21.69,30.52,15.36,8.1,3.58,1.86,1.21,2.76,3.43,0.79,RUN1963_CAT_CONUS.zip
3917220,27.1,43.84,21.79,31.48,15.86,8.28,3.7,1.92,1.24,2.77,3.49,0.79,RUN1963_CAT_CONUS.zip
3917228,27.1,43.84,21.79,31.48,15.86,8.28,3.7,1.92,1.24,2.77,3.49,0.79,RUN1963_CAT_CONUS.zip
3917230,17.63,29.71,14.01,8.68,4.27,2.66,0.93,0.57,0.46,2.25,2.22,0.66,RUN1963_CAT_CONUS.zip
3917244,17.01,29.47,14.09,9.59,4.66,2.81,1.01,0.6,0.49,2.26,2.52,0.65,RUN1963_CAT_CONUS.zip
3917250,56.95,87.92,65.82,73.7,41.41,21.46,10.13,5.16,3.02,3.93,16.41,18.61,RUN1963_CAT_CONUS.zip
3917256,27.1,43.84,21.79,31.48,15.86,8.28,3.7,1.92,1.24,2.77,3.49,0.79,RUN1963_CAT_CONUS.zip
3917268,27.1,43.84,21.79,31.48,15.86,8.28,3.7,1.92,1.24,2.77,3.49,0.79,RUN1963_CAT_CONUS.zip
3917272,49.31,77.59,51.48,59.14,31.94,16.79,7.75,3.96,2.42,3.54,9.78,10.65,RUN1963_CAT_CONUS.zip
3917274,27.13,44.95,22.95,32.91,16.6,8.67,3.88,2,1.28,2.78,3.56,0.79,RUN1963_CAT_CONUS.zip
3917276,52.42,91.05,59.95,96.27,49.37,25.46,11.95,5.99,3.73,4.45,37.19,27.08,RUN1963_CAT_CONUS.zip
3917278,41.34,69.5,40.62,60.17,30.36,15.89,7.28,3.68,2.36,3.52,15.85,10.9,RUN1963_CAT_CONUS.zip
3917280,27.12,44.67,22.66,32.56,16.41,8.57,3.83,1.98,1.27,2.78,3.54,0.79,RUN1963_CAT_CONUS.zip
3917282,36.86,65.25,38.9,61.9,31.18,16.16,7.46,3.77,2.36,3.51,18.15,11.54,RUN1963_CAT_CONUS.zip
3917284,27.26,48.93,27.11,38.05,19.24,10.06,4.53,2.33,1.45,2.86,3.82,0.82,RUN1963_CAT_CONUS.zip
3917286,27.25,48.72,26.89,37.78,19.1,9.98,4.49,2.31,1.44,2.85,3.8,0.81,RUN1963_CAT_CONUS.zip
3917912,51.08,79.07,45.75,57.65,32.27,16.71,7.57,3.83,2.38,3.8,13.48,15.37,RUN1963_CAT_CONUS.zip
3917914,39.2,61.62,45.13,59.31,31.04,15.99,7.72,3.98,2.07,2.94,16.6,15.34,RUN1963_CAT_CONUS.zip
3917916,49.41,72.32,54.03,63.1,37.22,19,8.94,4.61,2.65,3.44,19.26,21.63,RUN1963_CAT_CONUS.zip
3917918,39.38,60.44,37.5,42.08,22.84,12.17,5.47,2.83,1.75,3.17,7.87,7.04,RUN1963_CAT_CONUS.zip
3917920,29.68,41.66,21.07,25.88,12.96,7.2,3.02,1.61,1.06,2.73,3.16,0.78,RUN1963_CAT_CONUS.zip
3917922,27.99,37.81,18.2,17.88,8.91,5.16,2.02,1.11,0.8,2.57,2.96,0.75,RUN1963_CAT_CONUS.zip
3917946,18.42,31.61,15.22,9.34,4.42,2.71,0.99,0.62,0.46,2.2,2.37,0.71,RUN1963_CAT_CONUS.zip
3917948,20.7,33.62,16.37,20.81,10.25,5.56,2.38,1.28,0.86,2.53,3.11,0.72,RUN1963_CAT_CONUS.zip
3917950,18.5,30.34,14.68,15.22,7.45,4.19,1.69,0.94,0.68,2.4,2.85,0.69,RUN1963_CAT_CONUS.zip
3917956,83.86,125.17,117.82,123.47,82.11,41.53,20.34,10.36,5.6,5.65,44.91,51.77,RUN1963_CAT_CONUS.zip
3917958,84.53,130.19,123.04,129.56,83.52,42.09,20.64,10.52,5.89,5.93,61.79,61.1,RUN1963_CAT_CONUS.zip
3917960,80.97,128.31,117.3,125.95,81.92,41.31,20.2,10.29,5.89,5.96,66.12,61.37,RUN1963_CAT_CONUS.zip
948010089,27.04,36.83,17.65,17.41,8.64,5,1.96,1.08,0.78,2.55,2.97,0.74,RUN1963_CAT_CONUS.zip
