COMID,CAT_PPT_JAN1968,CAT_PPT_FEB1968,CAT_PPT_MAR1968,CAT_PPT_APR1968,CAT_PPT_MAY1968,CAT_PPT_JUN1968,CAT_PPT_JUL1968,CAT_PPT_AUG1968,CAT_PPT_SEP1968,CAT_PPT_OCT1968,CAT_PPT_NOV1968,CAT_PPT_DEC1968,filename
3917070,80.99,94.32,47.12,9.9,64.98,28.47,0.16,66.14,8.72,54.77,144.4,139.75,PPT1968_CAT_CONUS.zip
3917072,81,90.88,44.7,9.3,63.68,29.62,0.12,64.63,9,54.23,132.49,136.93,PPT1968_CAT_CONUS.zip
3917082,80.44,86.13,39.82,9.1,76.76,42.96,0.39,58.11,5.86,46.01,152.67,127.57,PPT1968_CAT_CONUS.zip
3917084,79.99,87.92,43.88,9.25,69.64,35,0.38,62.03,7.37,46.62,157.67,128.82,PPT1968_CAT_CONUS.zip
3917106,78.63,80.07,38.38,8.65,71.62,39.37,0.34,53.37,6.18,45.23,134.04,125.67,PPT1968_CAT_CONUS.zip
3917114,79.59,78.08,41.89,7.97,54.73,29.55,0.25,56.89,7.94,45.24,123.03,129.57,PPT1968_CAT_CONUS.zip
3917130,78.61,71.88,39.31,8.54,55.53,25.84,0.19,47.33,8.1,44.22,102.5,126.58,PPT1968_CAT_CONUS.zip
3917136,75.95,70.05,36.5,7.35,67.18,38.39,0.35,46.56,5.85,43.93,109.3,122.49,PPT1968_CAT_CONUS.zip
3917138,71.83,56.91,35.23,5.71,55.69,31.39,0.32,38.2,6.56,42.42,73.58,117.27,PPT1968_CAT_CONUS.zip
3917154,80.45,85.94,43.66,8.79,60.26,29.59,0.17,61.67,8.58,50.64,129.42,133.97,PPT1968_CAT_CONUS.zip
3917156,79.74,77.03,40.56,8.1,51.1,28.13,0.15,53.42,7.96,47.88,101.64,133.79,PPT1968_CAT_CONUS.zip
3917158,61.82,37.43,23.53,3.95,21.69,11.55,0.73,21.68,5.95,35.51,47.26,104.93,PPT1968_CAT_CONUS.zip
3917160,67.55,40.22,23.86,3.89,24.66,12.48,0.79,22.97,5.87,37.5,49.39,118.14,PPT1968_CAT_CONUS.zip
3917162,83.49,68.05,40.6,8.42,49.25,26.66,0.15,43.58,7.61,44.25,84.98,133.35,PPT1968_CAT_CONUS.zip
3917164,76.06,66.66,37.2,9.02,35.42,13.97,0.58,31.53,6.77,41.53,79,125.33,PPT1968_CAT_CONUS.zip
3917172,78.21,76.99,41.14,9.35,47.9,21.28,0.35,46.37,7.73,47,103.74,129.76,PPT1968_CAT_CONUS.zip
3917176,105.92,60.26,55.87,10.4,35.13,25.69,0.44,34.51,6.46,44.8,86.76,161.4,PPT1968_CAT_CONUS.zip
3917178,98.27,68.46,50.17,9.42,41.68,28.31,0.31,42.03,6.72,45.12,87.76,149.65,PPT1968_CAT_CONUS.zip
3917194,123.96,74.15,61.52,13.22,55.78,33.29,0.53,36.35,5.2,43.2,94.06,181.51,PPT1968_CAT_CONUS.zip
3917198,59.48,36.58,20.52,3.24,20.11,12.19,0.76,20.9,5.89,35.09,45.37,101.54,PPT1968_CAT_CONUS.zip
3917200,51.32,33.94,17.57,2.76,16.95,12.44,0.72,19.78,5.37,33.7,40.49,93.42,PPT1968_CAT_CONUS.zip
3917212,101.45,57.9,47.19,9.1,31.88,24.29,0.55,32.99,6.27,43.33,85.22,163.74,PPT1968_CAT_CONUS.zip
3917214,62.2,42.86,22.9,4.35,21.29,14.65,0.59,24.88,5.82,35.14,53.56,115.42,PPT1968_CAT_CONUS.zip
3917218,58.05,38.97,21.82,3.65,19.09,12.33,0.63,21.98,5.71,34.07,45.35,106.89,PPT1968_CAT_CONUS.zip
3917220,57.17,39.34,21.42,3.58,18.48,12.52,0.61,22.06,5.66,33.73,44.91,107.36,PPT1968_CAT_CONUS.zip
3917228,57.17,39.34,21.42,3.58,18.48,12.52,0.61,22.06,5.66,33.73,44.91,107.36,PPT1968_CAT_CONUS.zip
