COMID,CAT_TAV_JAN1949,CAT_TAV_FEB1949,CAT_TAV_MAR1949,CAT_TAV_APR1949,CAT_TAV_MAY1949,CAT_TAV_JUN1949,CAT_TAV_JUL1949,CAT_TAV_AUG1949,CAT_TAV_SEP1949,CAT_TAV_OCT1949,CAT_TAV_NOV1949,CAT_TAV_DEC1949,filename
3917070,-5.76,0.59,0.93,5.66,9.91,13.02,17.47,16.1,16,6.79,4.19,-1.56,TAV1949_CAT_CONUS.zip
3917072,-5.72,0.59,1.12,5.9,10.12,13.22,17.63,16.26,16.04,6.9,4.38,-1.46,TAV1949_CAT_CONUS.zip
3917082,-6.22,0.41,0.58,4.89,9.59,12.7,17.36,15.96,16.18,6.35,3.68,-1.93,TAV1949_CAT_CONUS.zip
3917084,-6.07,0.45,0.3,4.7,9.23,12.38,17.06,15.7,16.02,6.32,3.45,-2.04,TAV1949_CAT_CONUS.zip
3917106,-6.13,0.42,0.7,5.08,9.73,12.81,17.48,16.09,16.32,6.46,3.84,-1.83,TAV1949_CAT_CONUS.zip
3917114,-5.85,0.36,0.87,5.57,9.79,12.89,17.41,16.03,15.87,6.72,4.18,-1.6,TAV1949_CAT_CONUS.zip
3917130,-5.79,0.42,0.87,5.48,9.87,12.91,17.54,16.19,16.43,6.74,4.17,-1.6,TAV1949_CAT_CONUS.zip
3917136,-6.11,0.47,0.82,5.21,9.88,12.93,17.7,16.28,16.53,6.53,3.94,-1.75,TAV1949_CAT_CONUS.zip
3917138,-5.93,0.55,0.9,5.38,9.97,12.98,17.87,16.45,16.78,6.68,4.05,-1.66,TAV1949_CAT_CONUS.zip
3917154,-5.77,0.5,1,5.75,9.97,13.07,17.53,16.16,15.97,6.82,4.28,-1.52,TAV1949_CAT_CONUS.zip
3917156,-5.76,0.35,1.52,6.45,10.47,13.52,17.86,16.46,15.89,7.07,4.87,-1.17,TAV1949_CAT_CONUS.zip
3917158,-6.09,-0.2,4.17,9.91,12.61,15.68,19.36,17.75,15.9,7.73,6.61,0.12,TAV1949_CAT_CONUS.zip
3917160,-5.99,-0.12,3.7,9.37,12.18,15.25,18.94,17.49,16,7.66,6.35,-0.01,TAV1949_CAT_CONUS.zip
3917162,-5.74,0.33,1.31,6.08,10.32,13.32,17.84,16.46,16.28,6.98,4.69,-1.29,TAV1949_CAT_CONUS.zip
3917164,-5.96,-0.02,2.79,8.2,11.43,14.49,18.36,16.92,15.99,7.38,5.81,-0.51,TAV1949_CAT_CONUS.zip
3917172,-5.84,0.25,1.99,7.12,10.81,13.88,18.01,16.6,16.03,7.17,5.18,-0.94,TAV1949_CAT_CONUS.zip
3917176,-5.89,0.06,2.27,7.54,11.05,14.07,18.15,16.72,16.11,7.28,5.67,-0.65,TAV1949_CAT_CONUS.zip
3917178,-5.78,0.18,1.8,6.82,10.73,13.73,18.05,16.61,15.93,7.18,5.21,-0.97,TAV1949_CAT_CONUS.zip
3917194,-5.93,0.28,1,5.48,10.04,13.03,17.88,16.44,16.53,6.67,4.11,-1.65,TAV1949_CAT_CONUS.zip
3917198,-5.79,0.07,4.39,10.21,12.91,16.01,19.75,18.16,16.24,7.95,6.74,0.33,TAV1949_CAT_CONUS.zip
3917200,-5.4,0.44,4.82,10.72,13.43,16.57,20.43,18.74,16.74,8.25,6.94,0.61,TAV1949_CAT_CONUS.zip
3917212,-5.92,-0.07,2.64,8.09,11.33,14.38,18.37,16.83,15.88,7.34,5.9,-0.47,TAV1949_CAT_CONUS.zip
3917214,-5.6,0.13,4.01,9.83,12.61,15.72,19.54,17.91,16.29,7.95,6.7,0.27,TAV1949_CAT_CONUS.zip
3917218,-5.62,0.15,4.33,10.19,12.89,16,19.77,18.14,16.37,8.04,6.83,0.39,TAV1949_CAT_CONUS.zip
3917220,-5.52,0.24,4.38,10.26,12.96,16.08,19.87,18.24,16.49,8.12,6.89,0.46,TAV1949_CAT_CONUS.zip
3917228,-5.52,0.24,4.38,10.26,12.96,16.08,19.87,18.24,16.49,8.12,6.89,0.46,TAV1949_CAT_CONUS.zip
3917230,-5.04,0.91,5.47,11.41,14.18,17.38,21.31,19.74,17.42,8.6,7.11,0.89,TAV1949_CAT_CONUS.zip
3917244,-5.08,0.82,5.37,11.34,14.1,17.31,21.22,19.61,17.34,8.56,7.1,0.85,TAV1949_CAT_CONUS.zip
3917250,-5.92,-0.07,2.34,7.72,11.06,14.11,18.18,16.62,15.76,7.22,5.72,-0.61,TAV1949_CAT_CONUS.zip
3917256,-5.52,0.24,4.38,10.26,12.96,16.08,19.87,18.24,16.49,8.12,6.89,0.46,TAV1949_CAT_CONUS.zip
3917268,-5.52,0.24,4.38,10.26,12.96,16.08,19.87,18.24,16.49,8.12,6.89,0.46,TAV1949_CAT_CONUS.zip
3917272,-5.88,-0.11,2.69,8.21,11.38,14.45,18.43,16.84,15.75,7.38,5.97,-0.41,TAV1949_CAT_CONUS.zip
3917274,-5.52,0.19,4.33,10.24,12.91,16.05,19.84,18.16,16.43,8.07,6.85,0.44,TAV1949_CAT_CONUS.zip
3917276,-6.27,-0.29,2.43,8.03,10.94,14.07,17.87,16.27,15.36,6.97,5.8,-0.54,TAV1949_CAT_CONUS.zip
3917278,-5.92,-0.1,3.19,8.89,11.76,14.87,18.69,17.08,15.79,7.48,6.26,-0.14,TAV1949_CAT_CONUS.zip
3917280,-5.52,0.2,4.34,10.24,12.92,16.06,19.84,18.18,16.44,8.08,6.86,0.44,TAV1949_CAT_CONUS.zip
3917282,-5.85,-0.08,3.51,9.35,12.04,15.22,18.98,17.25,15.89,7.55,6.4,0.02,TAV1949_CAT_CONUS.zip
3917284,-5.54,0.04,4.18,10.17,12.76,15.98,19.74,17.89,16.24,7.93,6.75,0.37,TAV1949_CAT_CONUS.zip
3917286,-5.53,0.04,4.18,10.17,12.76,15.98,19.74,17.9,16.25,7.93,6.75,0.37,TAV1949_CAT_CONUS.zip
3917912,-5.75,0.3,1.57,6.51,10.53,13.56,17.92,16.51,15.85,7.11,4.99,-1.11,TAV1949_CAT_CONUS.zip
3917914,-6.3,0.32,1.4,6.1,10.39,13.44,18.15,16.73,16.7,6.73,4.62,-1.35,TAV1949_CAT_CONUS.zip
3917916,-5.83,0.47,0.94,5.48,10.01,13.01,17.79,16.4,16.64,6.75,4.17,-1.59,TAV1949_CAT_CONUS.zip
3917918,-5.97,-0.08,3.27,8.82,11.88,14.92,18.77,17.25,16.05,7.55,6.22,-0.21,TAV1949_CAT_CONUS.zip
3917920,-6.06,-0.17,4.19,9.94,12.64,15.71,19.4,17.79,15.93,7.75,6.62,0.14,TAV1949_CAT_CONUS.zip
3917922,-5.74,0.18,4.53,10.37,13.06,16.16,19.91,18.39,16.31,8.01,6.75,0.39,TAV1949_CAT_CONUS.zip
3917946,-4.91,1.05,5.69,11.63,14.43,17.65,21.57,19.96,17.62,8.73,7.22,1,TAV1949_CAT_CONUS.zip
3917948,-5.36,0.5,4.93,10.83,13.54,16.69,20.57,18.86,16.81,8.29,6.96,0.65,TAV1949_CAT_CONUS.zip
3917950,-5.2,0.64,5.13,11.08,13.81,16.99,20.88,19.18,17.06,8.42,7.03,0.75,TAV1949_CAT_CONUS.zip
3917956,-6.06,0.13,1.02,5.76,9.92,12.92,17.43,15.95,15.76,6.6,4.47,-1.48,TAV1949_CAT_CONUS.zip
3917958,-6.36,-0.18,0.95,5.92,9.76,12.83,17.14,15.54,14.96,6.41,4.42,-1.54,TAV1949_CAT_CONUS.zip
3917960,-6.49,-0.33,1.01,6.07,9.77,12.86,17.09,15.42,14.61,6.33,4.39,-1.55,TAV1949_CAT_CONUS.zip
948010089,-5.66,0.25,4.61,10.47,13.16,16.27,20.04,18.52,16.41,8.07,6.79,0.45,TAV1949_CAT_CONUS.zip
