COMID,CAT_PPT_JAN1950,CAT_PPT_FEB1950,CAT_PPT_MAR1950,CAT_PPT_APR1950,CAT_PPT_MAY1950,CAT_PPT_JUN1950,CAT_PPT_JUL1950,CAT_PPT_AUG1950,CAT_PPT_SEP1950,CAT_PPT_OCT1950,CAT_PPT_NOV1950,CAT_PPT_DEC1950,filename
3917070,170.36,60.8,124.97,32.93,24.86,42.12,0.14,9.63,32.43,312.31,98.19,115.2,PPT1950_CAT_CONUS.zip
3917072,163.94,60.25,123.1,30,24.08,42.01,0.1,9.32,32.22,307.3,93.85,112.54,PPT1950_CAT_CONUS.zip
3917082,161.68,53.94,116.73,29.02,20.17,36.59,0.12,12.22,30.37,289.88,88.41,122.58,PPT1950_CAT_CONUS.zip
3917084,169.92,54.11,120.57,32.77,20.62,37.12,0.24,13.91,31.29,290.68,92.58,123.91,PPT1950_CAT_CONUS.zip
3917106,159.86,50.72,106.62,29.39,19.52,36.95,0.11,12.2,29.9,278.33,78.83,117.73,PPT1950_CAT_CONUS.zip
3917114,155.9,52.67,101.12,27.87,19.38,36.17,0.21,13.49,26.5,278.78,75.09,111.96,PPT1950_CAT_CONUS.zip
3917130,161.1,47.53,90.95,32.13,19.31,37.31,0.14,13.79,30.63,257.84,64.66,111.6,PPT1950_CAT_CONUS.zip
3917136,155.99,45.85,92.41,30.63,17.48,38.1,0.14,11.1,27.79,263.19,66.79,108.91,PPT1950_CAT_CONUS.zip
3917138,154.29,38.71,73.01,33.14,15.26,39.49,0.22,10.83,25.89,241.04,49.51,97.59,PPT1950_CAT_CONUS.zip
3917154,161.07,57.23,114.68,29.28,22.22,39.68,0.14,11.02,30.02,296.09,86.69,112.53,PPT1950_CAT_CONUS.zip
3917156,148.71,53.68,94.52,24.08,20.34,37.7,0.12,10.96,25.19,282.61,68.74,104.71,PPT1950_CAT_CONUS.zip
3917158,125.15,24.01,45.6,13.72,12.03,30.42,0.69,9.36,20.38,245.69,35.51,89.16,PPT1950_CAT_CONUS.zip
3917160,134.17,24.88,48.1,15,12.72,32.3,0.76,9.45,21.28,255.41,39.38,95.15,PPT1950_CAT_CONUS.zip
3917162,151.48,50.75,79.67,30.09,18.41,37.07,0.1,12.82,27.34,254.29,58.6,106.59,PPT1950_CAT_CONUS.zip
3917164,151.22,34.38,77.96,19.07,17,33.69,0.55,10.39,24.47,271.58,51.96,102.04,PPT1950_CAT_CONUS.zip
